Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Foley J.D., Van Dam A., Feiner S.K., Hughes J.F.",[No title available],1990,"Computer Graphics: Principles and Practice",4058,,[No abstract available],,,Scopus,2-s2.0-0003935459
"Eastman C.M., Teicholz P., Sacks R., Liston K.",[No title available],2008,"BIM Handbook: A Guide to Building Information Modeling for Owners, Managers, Architects, Engineers, Contractors, and Fabricators",3033,,[No abstract available],,"Final",Scopus,2-s2.0-38649094993
"Biljecki F., Stoter J., Ledoux H., Zlatanova S., Çöltekin A.","Applications of 3D city models: State of the art review",2015,"ISPRS International Journal of Geo-Information",383,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952802912&doi=10.3390%2fijgi4042842&partnerID=40&md5=b9b4afccbfc45c8e03e536c5172184fe","In the last decades, 3D city models appear to have been predominantly used for visualisation; however, today they are being increasingly employed in a number of domains and for a large range of tasks beyond visualisation. In this paper, we seek to understand and document the state of the art regarding the utilisation of 3D city models across multiple domains based on a comprehensive literature study including hundreds of research papers, technical reports and online resources. A challenge in a study such as ours is that the ways in which 3D city models are used cannot be readily listed due to fuzziness, terminological ambiguity, unclear added-value of 3D geoinformation in some instances, and absence of technical information. To address this challenge, we delineate a hierarchical terminology (spatial operations, use cases, applications), and develop a theoretical reasoning to segment and categorise the diverse uses of 3D city models. Following this framework, we provide a list of identified use cases of 3D city models (with a description of each), and their applications. Our study demonstrates that 3D city models are employed in at least 29 use cases that are a part of more than 100 applications. The classified inventory could be useful for scientists as well as stakeholders in the geospatial industry, such as companies and national mapping agencies, as it may serve as a reference document to better position their operations, design product portfolios, and to better understand the market. © 2015 by the authors; licensee MDPI, Basel, Switzerland.",Review,"Final",Scopus,2-s2.0-84952802912
"Gröger G., Plümer L.","CityGML - Interoperable semantic 3D city models",2012,"ISPRS Journal of Photogrammetry and Remote Sensing",374,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861462606&doi=10.1016%2fj.isprsjprs.2012.04.004&partnerID=40&md5=4caa24a73c0d0585a6e4859acb31f6fc","CityGML is the international standard of the Open Geospatial Consortium (OGC) for the representation and exchange of 3D city models. It defines the three-dimensional geometry, topology, semantics and appearance of the most relevant topographic objects in urban or regional contexts. These definitions are provided in different, well-defined Levels-of-Detail (multiresolution model). The focus of CityGML is on the semantical aspects of 3D city models, its structures, taxonomies and aggregations, allowing users to employ virtual 3D city models for advanced analysis and visualization tasks in a variety of application domains such as urban planning, indoor/outdoor pedestrian navigation, environmental simulations, cultural heritage, or facility management. This is in contrast to purely geometrical/graphical models such as KML, VRML, or X3D, which do not provide sufficient semantics. CityGML is based on the Geography Markup Language (GML). , which provides a standardized geometry model. Due to this model and its well-defined semantics and structures, CityGML facilitates interoperable data exchange in the context of geo web services and spatial data infrastructures. Since its standardization in 2008, CityGML has become used on a worldwide scale: tools from notable companies in the geospatial field provide CityGML interfaces. Many applications and projects use this standard. CityGML is also having a strong impact on science: numerous approaches use CityGML, particularly its semantics, for disaster management, emergency responses, or energy-related applications as well as for visualizations, or they contribute to CityGML, improving its consistency and validity, or use CityGML, particularly its different Levels-of-Detail, as a source or target for generalizations.This paper gives an overview of CityGML, its underlying concepts, its Levels-of-Detail, how to extend it, its applications, its likely future development, and the role it plays in scientific research. Furthermore, its relationship to other standards from the fields of computer graphics and computer-aided architectural design and to the prospective INSPIRE model are discussed, as well as the impact CityGML has and is having on the software industry, on applications of 3D city models, and on science generally. © 2012 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS).",Short Survey,"Final",Scopus,2-s2.0-84861462606
"Kolbe T.H.","Representing and exchanging 3D city models with CityGML",2009,"Lecture Notes in Geoinformation and Cartography",289,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879675186&doi=10.1007%2f978-3-540-87395-2_2&partnerID=40&md5=eeea09edb5b0f52b09b0faa0efdf1db1","CityGML is an open data model and XML-based format for the representation and exchange of virtual 3D city models. It is based on the Geography Markup Language version 3.1.1 (GML3). Both CityGML and GML3 are international standards issued by the Open Geospatial Consortium (OGC). CityGML not only represents the shape and graphical appearance of city models but specifically addresses the object semantics and the representation of the thematic properties, taxonomies and aggregations. The paper gives an overview about CityGML, its modelling aspects and design decisions, recent applications, and its relation to other 3D standards like IFC, X3D, and KML. © Springer-Verlag Berlin Heidelberg 2009.",Conference Paper,"Final",Scopus,2-s2.0-84879675186
"Cox S., Daisey P., Lake R., Portele C., Whiteside A.","OpenGIS Geography Markup Language (GML) implementation specification, version 3.00",2004,"OpenGIS Geography Markup Language (GML) Implementation Specification",236,,[No abstract available],,"Final",Scopus,2-s2.0-1642359995
"Borrmann A., König M., Koch C., Beetz J.","Building Information Modelling",2015,"Building Information Modeling",185,,[No abstract available],,"Final",Scopus,2-s2.0-84995974717
"Liu X., Wang X., Wright G., Cheng J.C.P., Li X., Liu R.","A state-of-the-art review on the integration of Building Information Modeling (BIM) and Geographic Information System (GIS)",2017,"ISPRS International Journal of Geo-Information",173,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014918203&doi=10.3390%2fijgi6020053&partnerID=40&md5=affc0e2b7f27abe363b313a8a5444b8d","The integration of Building Information Modeling (BIM) and Geographic Information System (GIS) has been identified as a promising but challenging topic to transform information towards the generation of knowledge and intelligence. Achievement of integrating these two concepts and enabling technologies will have a significant impact on solving problems in the civil, building and infrastructure sectors. However, since GIS and BIM were originally developed for different purposes, numerous challenges are being encountered for the integration. To better understand these two different domains, this paper reviews the development and dissimilarities of GIS and BIM, the existing integration methods, and investigates their potential in various applications. This study shows that the integration methods are developed for various reasons and aim to solve different problems. The parameters influencing the choice can be summarized and named as ""EEEF"" criteria: effectiveness, extensibility, effort, and flexibility. Compared with other methods, semantic web technologies provide a promising and generalized integration solution. However, the biggest challenges of this method are the large efforts required at early stage and the isolated development of ontologies within one particular domain. The isolation problem also applies to other methods. Therefore, openness is the key of the success of BIM and GIS integration.",Review,"Final",Scopus,2-s2.0-85014918203
"De Laat R., Van Berlo L.","Integration of BIM and GIS: The development of the CityGML GeoBIM extension",2011,"Advances in 3D Geo-Information Sciences",161,,[No abstract available],,"Final",Scopus,2-s2.0-84861959130
"Bradley A., Li H., Lark R., Dunn S.","BIM for infrastructure: An overall review and constructor perspective",2016,"Automation in Construction",154,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985003646&doi=10.1016%2fj.autcon.2016.08.019&partnerID=40&md5=a4245b872c0459a048e4547ecd2f6517","The subject of building information modelling (BIM) has become a central topic to the improvement of the AECOO (Architecture, Engineering, Construction, Owner and Operator) industry around the world, to the point where the concept is being expanded into domains it was not originally conceived to address. Transitioning BIM into the domain of infrastructure projects has provided challenges and emphasized the constructor perspective of BIM. Therefore, this study aims to collect the relevant literature regarding BIM within the Infrastructure domain and its use from the constructor perspective to review and analyse the current industry positioning and research state of the art, with regards to the set criteria. The review highlighted a developing base of BIM for infrastructure. From the analysis, the related research gaps were identified regarding information integration, alignment of BIM processes to constructor business processes & the effective governance and value of information. From this a unique research strategy utilising a framework for information governance coupled with a graph based distributed data environment is outlined to further progress the integration and efficiency of AECOO Infrastructure projects. © 2016 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-84985003646
