Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Newell A., Yang K., Deng J.","Stacked hourglass networks for human pose estimation",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",1762,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990052811&doi=10.1007%2f978-3-319-46484-8_29&partnerID=40&md5=744d607bbc7fb6db0a030105e28982d8","This work introduces a novel convolutional network architecture for the task of human pose estimation. Features are processed across all scales and consolidated to best capture the various spatial relationships associated with the body. We show how repeated bottom-up, top-down processing used in conjunction with intermediate supervision is critical to improving the performance of the network. We refer to the architecture as a “stacked hourglass” network based on the successive steps of pooling and upsampling that are done to produce a final set of predictions. State-of-the-art results are achieved on the FLIC and MPII benchmarks outcompeting all recent methods. © Springer International Publishing AG 2016.",Conference Paper,"Final",Scopus,2-s2.0-84990052811
"Ketchen Jr. D.J., Shook C.L.","The application of cluster analysis in strategic management research: An analysis and critique",1996,"Strategic Management Journal",1442,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030373901&doi=10.1002%2f%28sici%291097-0266%28199606%2917%3a6%3c441%3a%3aaid-smj819%3e3.0.co%3b2-g&partnerID=40&md5=0a19622a47c761e76b27965acfcef7e5","Cluster analysis is a statistical technique that sorts observations into similar sets or groups. The use of cluster analysis presents a complex challenge because it requires several methodological choices that determine the quality of a cluster solution. This paper chronicles the application of cluster analysis in strategic management research, where the technique has been used since the late 1970s to investigate issues of central importance. Analysis of 45 published strategy studies reveals that the implementation of cluster analysis has been often less than ideal, perhaps detracting from the ability of studies to generate knowledge. Given these findings, suggestions are offered for improving the application of cluster analysis in future inquiry.",Article,"Final",Scopus,2-s2.0-0030373901
[No author name available],[No title available],2003,"Commercial Buildings Energy Consumption Survey",744,,[No abstract available],,"Final",Scopus,2-s2.0-34547595365
[No author name available],"Industrial automation systems and integration: Product data representation and exchange: Part 11: Description methods: The EXPRESS language reference manual",1994,"Industrial Automation Systems and Integration - Product Data Representation and Exchange - Part 11: Description Methods: The EXPRESS Language Reference Manual",585,,[No abstract available],,"Final",Scopus,2-s2.0-0003568829
"Hariharan B., Arbeláez P., Girshick R., Malik J.","Simultaneous detection and segmentation",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",524,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906342998&doi=10.1007%2f978-3-319-10584-0_20&partnerID=40&md5=9938cbaa0577d1a61b8372281bf78129","We aim to detect all instances of a category in an image and, for each instance, mark the pixels that belong to it. We call this task Simultaneous Detection and Segmentation (SDS). Unlike classical bounding box detection, SDS requires a segmentation and not just a box. Unlike classical semantic segmentation, we require individual object instances. We build on recent work that uses convolutional neural networks to classify category-independent region proposals (R-CNN [16]), introducing a novel architecture tailored for SDS. We then use category-specific, top-down figure-ground predictions to refine our bottom-up proposals. We show a 7 point boost (16% relative) over our baselines on SDS, a 5 point boost (10% relative) over state-of-the-art on semantic segmentation, and state-of-the-art performance in object detection. Finally, we provide diagnostic tools that unpack performance and provide directions for future work. © 2014 Springer International Publishing.",Conference Paper,"Final",Scopus,2-s2.0-84906342998
"Armeni I., Sener O., Zamir A.R., Jiang H., Brilakis I., Fischer M., Savarese S.","3D semantic parsing of large-scale indoor spaces",2016,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition",508,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986325920&doi=10.1109%2fCVPR.2016.170&partnerID=40&md5=e9ab45f07a81a40d4de3ff7333ee85c8","In this paper, we propose a method for semantic parsing the 3D point cloud of an entire building using a hierarchical approach: first, the raw data is parsed into semantically meaningful spaces (e.g. rooms, etc) that are aligned into a canonical reference coordinate system. Second, the spaces are parsed into their structural and building elements (e.g. walls, columns, etc). Performing these with a strong notation of global 3D space is the backbone of our method. The alignment in the first step injects strong 3D priors from the canonical coordinate system into the second step for discovering elements. This allows diverse challenging scenarios as man-made indoor spaces often show recurrent geometric patterns while the appearance features can change drastically. We also argue that identification of structural elements in indoor spaces is essentially a detection problem, rather than segmentation which is commonly used. We evaluated our method on a new dataset of several buildings with a covered area of over 6, 000m2 and over 215 million points, demonstrating robust results readily useful for practical applications. © 2016 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-84986325920
"Qi C.R., Yi L., Su H., Guibas L.J.","PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space Supplementary Material",2017,"Pointnet++: Deep Hierarchical Feature Learning on Point Sets in A Metric Space",436,,[No abstract available],,"Final",Scopus,2-s2.0-85046301154
"Qi C.R., Su H., Mo K., Guibas L.J.","PointNet: deep learning on point sets for 3d classification and segmentation",2016,"Pointnet: Deep learning on point sets for 3d classification and segmentation. CoRR abs/1612.00593",415,,[No abstract available],,"Final",Scopus,2-s2.0-85028013450
"Dimitrov A., Golparvar-Fard M.","Segmentation of building point cloud models including detailed architectural/structural features and MEP systems",2015,"Automation in Construction",112,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926221525&doi=10.1016%2fj.autcon.2014.12.015&partnerID=40&md5=540b9cc0d94b782cf74cd5615dda9a61","Accurate and rapidly produced 3D models of the as-built environment can be significant assets for a variety of Engineering scenarios. Starting with a point cloud of a scene - generated using laser scanners or image-based reconstruction methods - the user must first identify collections of points that belong to individual surfaces, and then, fit surfaces and solid geometry objects appropriate for the analysis. When performed manually, this task is often prohibitively time consuming and, in response, several research groups have recently focused on developing methods for automating the modeling process. Due to the limitations of the data collection processes as well as the complexity of as-built scenes, automated 3D modeling still presents many challenges. To overcome existing limitations, in this paper, we propose a new region growing method for robust context-free segmentation of unordered point clouds based on geometrical continuities. In our method, the user sets a single parameter which accounts for the desired level of abstraction. We treat this parameter as a locally adaptive threshold to account for local context. Our method of segmentation starts with a multi-scale feature detection, describing surface roughness and curvature around each 3D point, and is followed by seed finding and region growing steps. Experimental results from seven challenging point clouds of the built environment demonstrate that our method can account for variability in point cloud density, surface roughness, curvature, and clutter within a single scene. © 2014 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-84926221525
"Che E., Jung J., Olsen M.J.","Object recognition, segmentation, and classification of mobile laser scanning point clouds: A state of the art review",2019,"Sensors (Switzerland)",100,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061871362&doi=10.3390%2fs19040810&partnerID=40&md5=af10a6af00429f4a96b027d06b2d9d59","Mobile Laser Scanning (MLS) is a versatile remote sensing technology based on Light Detection and Ranging (lidar) technology that has been utilized for a wide range of applications. Several previous reviews focused on applications or characteristics of these systems exist in the literature, however, reviews of the many innovative data processing strategies described in the literature have not been conducted in sufficient depth. To this end, we review and summarize the state of the art for MLS data processing approaches, including feature extraction, segmentation, object recognition, and classification. In this review, we first discuss the impact of the scene type to the development of an MLS data processing method. Then, where appropriate, we describe relevant generalized algorithms for feature extraction and segmentation that are applicable to and implemented in many processing approaches. The methods for object recognition and point cloud classification are further reviewed including both the general concepts as well as technical details. In addition, available benchmark datasets for object recognition and classification are summarized. Further, the current limitations and challenges that a significant portion of point cloud processing techniques face are discussed. This review concludes with our future outlook of the trends and opportunities of MLS data processing algorithms and applications. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",Review,"Final",Scopus,2-s2.0-85061871362
