Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Hoppe Hugues","Progressive meshes",1996,"Proceedings of the ACM SIGGRAPH Conference on Computer Graphics",2152,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030383840&partnerID=40&md5=249426a6f228c652c1c6d816b61c7a5f","Highly detailed geometric models are rapidly becoming commonplace in computer graphics. These models, often represented as complex triangle meshes, challenge rendering performance, transmission bandwidth, and storage capacities. This paper introduces the progressive mesh (PM) representation, a new scheme for storing and transmitting arbitrary triangle meshes. This efficient, loss-less, continuous-resolution representation addresses several practical problems in graphics: smooth geomorphing of level-of-detail approximations, progressive transmission, mesh compression, and selective refinement. In addition, we present a new mesh simplification procedure for constructing a PM representation from an arbitrary mesh. The goal of this optimization procedure is to preserve not just the geometry of the original mesh, but more importantly its overall appearance as defined by its discrete and scalar appearance attributes such as material identifiers, color values, normals, and texture coordinates. We demonstrate construction of the PM representation and its applications using several practical models.",Conference Paper,"Final",Scopus,2-s2.0-0030383840
"Hilaga M., Shinagawa Y., Kohmura T., Kunii T.L.","Topology matching for fully automatic similarity estimation of 3D shapes",2001,"Proceedings of the ACM SIGGRAPH Conference on Computer Graphics",1079,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035156965&partnerID=40&md5=35ab5662769786532a77531aea997636","There is a growing need to be able to accurately and efficiently search visual data sets, and in particular, 3D shape data sets. This paper proposes a novel technique, called Topology Matching, in which similarity between polyhedral models is quickly, accurately, and automatically calculated by comparing Multiresolutional Reeb Graphs (MRGs). The MRG thus operates well as a search key for 3D shape data sets. In particular, the MRG represents the skeletal and topological structure of a 3D shape at various levels of resolution. The MRG is constructed using a continuous function on the 3D shape, which may preferably be a function of geodesic distance because this function is invariant to translation and rotation and is also robust against changes in connectivities caused by a mesh simplification or subdivision. The similarity calculation between 3D shapes is processed using a coarse-to-fine strategy while preserving the consistency of the graph structures, which results in establishing a correspondence between the parts of objects. The similarity calculation is fast and efficient because it is not necessary to determine the particular pose of a 3D shape, such as a rotation, in advance. Topology Matching is particularly useful for interactively searching for a 3D object because the results of the search fit human intuition well.",Conference Paper,"Final",Scopus,2-s2.0-0035156965
"Kang H.S., Lee J.Y., Choi S., Kim H., Park J.H., Son J.Y., Kim B.H., Noh S.D.","Smart manufacturing: Past research, present findings, and future directions",2016,"International Journal of Precision Engineering and Manufacturing - Green Technology",654,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955447916&doi=10.1007%2fs40684-016-0015-5&partnerID=40&md5=335c7efe28e17134260a13ec81df2161","Today, the manufacturing industry is aiming to improve competitiveness through the convergence with cutting-edge ICT technologies in order to secure a new growth engine. Smart Manufacturing, which is the fourth revolution in the manufacturing industry and is also considered as a new paradigm, is the collection of cutting-edge technologies that support effective and accurate engineering decision-making in real time through the introduction of various ICT technologies and the convergence with the existing manufacturing technologies. This paper surveyed and analyzed various articles related to Smart Manufacturing, identified the past and present levels, and predicted the future. For these purposes, 1) the major key technologies related to Smart Manufacturing were identified through the analysis of the policies and technology roadmaps of Germany, the U.S., and Korea that have government-driven leading movements for Smart Manufacturing, 2) the related articles on the overall Smart Manufacturing concept, the key system structure, or each key technology were investigated, and, finally, 3) the Smart Manufacturing-related trends were identified and the future was predicted by conducting various analyses on the application areas and technology development levels that have been addressed in each article. © 2016 Korean Society for Precision Engineering.",Article,"Final",Scopus,2-s2.0-84955447916
"Mitra N.J., Guibas L.J., Pauly M.","Partial and approximate symmetry detection for 3D geometry",2006,"ACM Transactions on Graphics",318,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749237312&doi=10.1145%2f1141911.1141924&partnerID=40&md5=42643cf10068ab3317f4aa3aba923cef","""Symmetry is a complexity-reducing concept [...]; seek it every-where."" - Alan J. Perlis Many natural and man-made objects exhibit significant symmetries or contain repeated substructures. This paper presents a new algorithm that processes geometric models and efficiently discovers and extracts a compact representation of their Euclidean symmetries. These symmetries can be partial, approximate, or both. The method is based on matching simple local shape signatures in pairs and using these matches to accumulate evidence for symmetries in an appropriate transformation space. A clustering stage extracts potential significant symmetries of the object, followed by a verification step. Based on a statistical sampling analysis, we provide theoretical guarantees on the success rate of our algorithm. The extracted symmetry graph representation captures important high-level information about the structure of a geometric model which in turn enables a large set of further processing operations, including shape compression, segmentation, consistent editing, symmetrization, indexing for retrieval, etc. Copyright © 2006 by the Association for Computing Machinery, Inc.",Conference Paper,"Final",Scopus,2-s2.0-33749237312
"Eitz M., Richter R., Boubekeur T., Hildebrand K., Alexa M.","Sketch-based shape retrieval",2012,"ACM Transactions on Graphics",251,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872227693&doi=10.1145%2f2185520.2185527&partnerID=40&md5=214119e67b0b71f2ac27cc643a196308","We develop a system for 3D object retrieval based on sketched feature lines as input. For objective evaluation, we collect a large number of query sketches from human users that are related to an existing data base of objects. The sketches turn out to be generally quite abstract with large local and global deviations from the original shape. Based on this observation, we decide to use a bagof-features approach over computer generated line drawings of the objects. We develop a targeted feature transform based on Gabor filters for this system. We can show objectively that this transform is better suited than other approaches from the literature developed for similar tasks. Moreover, we demonstrate how to optimize the parameters of our, as well as other approaches, based on the gathered sketches. In the resulting comparison, our approach is significantly better than any other system described so far. © 2012 ACM 0730-0301/2012/08-ART31.",Article,"Final",Scopus,2-s2.0-84872227693
"Peng J., Kim C.-S., Kuo C.-C.J.","Technologies for 3D mesh compression: A survey",2005,"Journal of Visual Communication and Image Representation",246,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144546992&doi=10.1016%2fj.jvcir.2005.03.001&partnerID=40&md5=584031a6d82a1d888049431030749260","Three-dimensional (3D) meshes have been widely used in graphic applications for the representation of 3D objects. They often require a huge amount of data for storage and/or transmission in the raw data format. Since most applications demand compact storage, fast transmission, and efficient processing of 3D meshes, many algorithms have been proposed to compress 3D meshes efficiently since early 1990s. In this survey paper, we examine 3D mesh compression technologies developed over the last decade, with the main focus on triangular mesh compression technologies. In this effort, we classify various algorithms into classes, describe main ideas behind each class, and compare the advantages and shortcomings of the algorithms in each class. Finally, we address some trends in the 3D mesh compression technology development. © 2005 Elsevier Inc. All rights reserved.",Article,"Final",Scopus,2-s2.0-27144546992
"Hormann K., Polthier K., Sheffer A.","Mesh parameterization: Theory and practice",2008,"ACM SIGGRAPH ASIA 2008 Courses, SIGGRAPH Asia'08",161,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649863781&doi=10.1145%2f1508044.1508091&partnerID=40&md5=9438dd1ac200dce1bcdb08e2a8f63042",[No abstract available],Conference Paper,"Final",Scopus,2-s2.0-67649863781
"Choi G., Mun D., Han S.","Exchange of CAD part models based on the macro-parametric approach",2002,"International Journal of CAD/CAM",141,,[No abstract available],,"Final",Scopus,2-s2.0-0042160639
"Mun D., Han S., Kim J., Oh Y.","A set of standard modeling commands for the history-based parametric approach",2003,"CAD Computer Aided Design",126,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041329650&doi=10.1016%2fS0010-4485%2803%2900022-8&partnerID=40&md5=76afd6b87f676a33b5566936959c6ebf","The current version of STEP standard cannot exchange the parametric information of CAD models. Only pure boundary representations that cannot be parametrically edited are transferable [Geometric Modeling: Theory and Practice (1997)]. There are two approaches for the exchange of design intents such as parameters, features, and constraints. The first is an explicit approach based on constraints between pre-defined parameters and features. The second is a procedural approach based on the sequence of operations issued to construct the models. The authors have previously proposed a macro-parametric approach [International Journal of CAD/CAM 2 (2002) 23], which is a variation of the procedural approach. In this approach, CAD models can be exchanged in the form of macro files, which include the history of modeling commands. To exchange CAD models using the macro-parametric approach, a set of standard modeling commands should be defined. This paper introduces a set of standard commands and explains the process of developing the set. © 2003 Elsevier Ltd. All rights reserved.",Article,"Final",Scopus,2-s2.0-0041329650
"Kazhdan M., Funkhouser T.","Harmonic 3D shape matching",2002,"ACM SIGGRAPH 2002 Conference Abstracts and Applications, SIGGRAPH 2002",45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945980822&doi=10.1145%2f1242073.1242204&partnerID=40&md5=e86f3eee3a40338a7ccbf355cdb39c8c","With the advent of the world wide web, the number of available 3D models has increased substantially and the challenge has changed from ""How do we generate 3D models?"" to ""How do we find them?"" In this sketch we describe a new 3D model matching and indexing algorithm that uses spherical harmonics to compute discriminating similarity measures without requiring repair of model degeneracies or alignment of orientations. It provides 46-245% better performance than related shape matching methods during precision-recall experiments, and it is fast enough to return query results from a repository of 20,000 models in under half a second.",Conference Paper,"Final",Scopus,2-s2.0-84945980822
