Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Eastman C.M., Teicholz P., Sacks R., Liston K.",[No title available],2008,"BIM Handbook: A Guide to Building Information Modeling for Owners, Managers, Architects, Engineers, Contractors, and Fabricators",3033,,[No abstract available],,"Final",Scopus,2-s2.0-38649094993
"Hammond G., Jones C.",[No title available],2008,"Inventory of Carbon and Energy (ICE)",798,,[No abstract available],,"Final",Scopus,2-s2.0-44249118024
"Ortiz O., Castells F., Sonnemann G.","Sustainability in the construction industry: A review of recent developments based on LCA",2009,"Construction and Building Materials",790,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54049100446&doi=10.1016%2fj.conbuildmat.2007.11.012&partnerID=40&md5=7c9aca9204957905bd22ba55e173d8e5","This review brings together research on life cycle assessment (LCA) applied within the building sector. More than ever, the construction industry is concerned with improving the social, economic and environmental indicators of sustainability. By applying LCA it is possible to optimise these aspects, from the extraction of raw materials to the final disposal of waste building materials. Firstly, this review details LCA concepts and focuses on the LCA methodology and tools employed in the built environment. Secondly, this paper outlines and discusses the differences between the LCA of building materials and components combinations versus the LCA of the full building life cycle. Finally, this work can be used by stakeholders as an important reference on LCA including up to date literature on approaches and methodologies to preserve the environment and therefore achieve sustainable development in both developed and developing countries. The present review has tried to compile and reflect the key milestones accomplished in LCA over the last 7 years, from 2000 to 2007 within the building sector. In summary, it can be stated that the application of LCA is fundamental to sustainability and improvement in building and construction. For industrial activities, SMEs must understand the application of LCA, not only to meet consumer demands for environmentally friendly products, but also to increase the productivity and competitiveness of the green construction markets. For this reason, this review looks at LCA because of its broad international acceptance as a means to improve environmental processes and services, and also for creating goals to prevent adverse environmental impacts, consequently enhancing quality of life and allowing people to live in a healthy environment. © 2007 Elsevier Ltd. All rights reserved.",Review,"Final",Scopus,2-s2.0-54049100446
"Guinée J.B., Heijungs R., Huppes G., Zamagni A., Masoni P., Buonamici R., Ekvall T., Rydberg T.","Life cycle assessment: Past, present, and future",2011,"Environmental Science and Technology",788,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650701838&doi=10.1021%2fes101316v&partnerID=40&md5=d48ae3c8d6113b4b33b53f7118425f11","Environmental life cycle assessment (LCA) has developed fast over the last three decades. Whereas LCA developed from merely energy analysis to a comprehensive environmental burden analysis in the 1970s, full-fledged life cycle impact assessment and life cycle costing models were introduced in the 1980s and 1990s, and social-LCA and particularly consequential LCA gained ground in the first decade of the 21st century. Many of the more recent developments were initiated to broaden traditional environmental LCA to a more comprehensive Life Cycle Sustainability Analysis (LCSA). Recently, a framework for LCSA was suggested linking life cycle sustainability questions to knowledge needed for addressing them, identifying available knowledge and related models, knowledge gaps, and defining research programs to fill these gaps. LCA is evolving into LCSA, which is a transdisciplinary integration framework of models rather than a model in itself. LCSA works with a plethora of disciplinary models and guides selecting the proper ones, given a specific sustainability question. Structuring, selecting, and making the plethora of disciplinary models practically available in relation to different types of life cycle sustainability questions is the main challenge. © 2010 American Chemical Society.",Article,"Final",Scopus,2-s2.0-78650701838
"Consoli F.",[No title available],1993,"Guidelines for Life-Cycle Assessment: A 'Code of Practice'",707,,[No abstract available],,,Scopus,2-s2.0-0004112338
"UNEP",[No title available],2009,"Buildings and Climate Change: Summary for Decision-Makers",643,,[No abstract available],,"Final",Scopus,2-s2.0-78650425063
"Haapio A., Viitaniemi P.","A critical review of building environmental assessment tools",2008,"Environmental Impact Assessment Review",456,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50149095336&doi=10.1016%2fj.eiar.2008.01.002&partnerID=40&md5=ad27acbf5f5a792445f1f2382ef5402c","Since the field of environmental assessment tools for buildings is vast, the aim of this study is to clarify that field by analysing and categorising existing tools. The differences between the tools are discussed and the current situation within the tools is critically analysed. However, the comparison of the tools is difficult, if not impossible. For example, the tools are designed for assessing different types of buildings, and they emphasise different phases of the life cycle. In addition to environmental aspects, sustainable building includes economic and social aspects. The shift from green building to sustainable building and the future requirements are challenging for building environmental assessment tools. Furthermore, the benefits of using the tools should be analysed - how the tools and their results have affected decision making? © 2008 Elsevier Inc. All rights reserved.",Article,"Final",Scopus,2-s2.0-50149095336
"Frangopol D.M., Lin K.-Y., Estes A.C.","Life-cycle cost design of deteriorating structures",1997,"Journal of Structural Engineering",378,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031259430&doi=10.1061%2f%28ASCE%290733-9445%281997%29123%3a10%281390%29&partnerID=40&md5=0f6fdf84416db178ed9efe7aa0aa29b8","A lifetime optimization methodology for planning the inspection and repair of structures that deteriorate over time is introduced and illustrated through numerical examples. The optimization is based on minimizing the expected total life-cycle cost while maintaining an allowable lifetime reliability for the structure. This method incorporates: (a) the quality of inspection techniques with different detection capabilities; (b) all repair possibilities based on an event tree; (c) the effects of aging, deterioration, and subsequent repair on structural reliability; and (d) the time value of money. The overall cost to be minimized includes the initial cost and the costs of preventive maintenance, inspection, repair, and failure. The methodology is illustrated using the reinforced concrete T-girders from a highway bridge. An optimum inspection/repair strategy is developed for these girders that are deteriorating due to corrosion in an aggressive environment. The effect of critical parameters such as rate of corrosion, quality of the inspection technique, and the expected cost of structural failure are all investigated, along with the effects of both uniform and nonuniform inspection time intervals. Ultimately, the reliability-based lifetime approach to developing an optimum inspection/repair strategy demonstrates the potential for cost savings and improved efficiency.",Article,"Final",Scopus,2-s2.0-0031259430
"Cole R.J., Kernan P.C.","Life-cycle energy use in office buildings",1996,"Building and Environment",369,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030182121&doi=10.1016%2f0360-1323%2896%2900017-0&partnerID=40&md5=798108431e1a8bf66b42ed2919cbed94","The total life-cycle energy use is examined in a 4620 m2 (50,000ft2) three-storey, generic office building for alternative wood, steel and concrete structural systems, with and without underground parking. Detailed estimates are made of the initial embodied energy, the recurring embodied energy associated with maintenance and repair, and operating energy. Based on currently accepted energy performance standards, operating energy represents the largest component of life-cycle energy use. At this time, strategies for reducing the life-cycle energy use should clearly progress first by introducing those design considerations which significantly reduce building operating energy. Copyright © 1996 Elsevier Science Ltd.",Article,"Final",Scopus,2-s2.0-0030182121
"Basbagill J., Flager F., Lepech M., Fischer M.","Application of life-cycle assessment to early stage building design for reduced embodied environmental impacts",2013,"Building and Environment",341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870828103&doi=10.1016%2fj.buildenv.2012.11.009&partnerID=40&md5=157bf853c9d3a5f77b82a2dfdaf9c0e2","Decisions made during a building's early design stages critically determine its environmental impact. However, designers are faced with many decisions during these stages and typically lack intuition on which decisions are most significant to a building's impact. As a result, designers often defer decisions to later stages of the design process. Life-cycle assessment (LCA) can be used to enable better early stage decision-making by providing feedback on the environmental impacts of building information modeling (BIM) design choices. This paper presents a method for applying LCA to early stage decision-making in order to inform designers of the relative environmental impact importance of building component material and dimensioning choices. Sensitivity analysis is used to generalize the method across a range of building shapes and design parameters. An impact allocation scheme is developed that shows the distribution of embodied impacts among building elements, and an impact reduction scheme shows which material and thickness decisions achieve the greatest embodied impact reductions. A multi-building residential development is used as a case study for introducing the proposed method to industry practice. Results show that the method can assist in the building design process by highlighting those early stage decisions that frequently achieve the most significant reductions in embodied carbon footprint. © 2012 Elsevier Ltd.",Article,"Final",Scopus,2-s2.0-84870828103
