Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Bishop C.M.",[No title available],2006,"Pattern Recognition and Machine Learning",29014,,[No abstract available],,"Final",Scopus,2-s2.0-33846516584
"Winograd T., Flores F.",[No title available],1986,"Understanding Computers and Cognition: A New Foundation for Design",3066,,[No abstract available],,,Scopus,2-s2.0-0003877540
"Hayes-Roth F., Waterman D.A., Lenat D.B.",[No title available],1983,"Building Expert Systems",1617,,[No abstract available],,,Scopus,2-s2.0-0004151665
"Ballard G.","The last planner system of production control",2000,"The Last Planner System of Production Control",839,,[No abstract available],,,Scopus,2-s2.0-0004011301
"Koskela L.","An exploration towards a production theory and its application to construction",2000,"An Exploration Towards A Production Theory and Its Application to Construction",652,,[No abstract available],,"Final",Scopus,2-s2.0-0003595917
"Efron B., Hastie T.","Computer age statistical inference: Algorithms, evidence, and data science",2016,"Computer Age Statistical Inference: Algorithms, Evidence, and Data Science",417,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033778850&doi=10.1017%2fCBO9781316576533&partnerID=40&md5=e6316374275077dd85c97ad3fc4724da","The twenty-first century has seen a breathtaking expansion of statistical methodology, both in scope and in influence. ‘Big data’, ‘data science’, and ‘machine learning’ have become familiar terms in the news, as statistical methods are brought to bear upon the enormous data sets of modern science and commerce. How did we get here? And where are we going? This book takes us on an exhilarating journey through the revolution in data analysis following the introduction of electronic computation in the 1950s. Beginning with classical inferential theories - Bayesian, frequentist, Fisherian - individual chapters take up a series of influential topics: survival analysis, logistic regression, empirical Bayes, the jackknife and bootstrap, random forests, neural networks, Markov chain Monte Carlo, inference after model selection, and dozens more. The distinctly modern approach integrates methodology and algorithms with statistical inference. The book ends with speculation on the future direction of statistics and data science. © Bradley Efron and Trevor Hastie 2016.",Book,"Final",Scopus,2-s2.0-85033778850
"Chi H.-L., Kang S.-C., Wang X.","Research trends and opportunities of augmented reality applications in architecture, engineering, and construction",2013,"Automation in Construction",239,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878410881&doi=10.1016%2fj.autcon.2012.12.017&partnerID=40&md5=0f4ffcf18dd23a1a313e96162f010d02","Augmented reality (AR), a state-of-the-art technology for superimposing information onto the real world, has recently started to affect our daily lives. AR applications are becoming mature and versatile. This paper discusses trends in AR applications for architecture, engineering, construction, and facility management (AEC/FM). This paper specifically focuses on four technologies - localization, natural user interface (NUI), cloud computing, and mobile devices - which have the potential to influence the development of AR applications. Advances in localization technology will enable the deployment of AR in a complex environment. An NUI provides more convenient and intuitive user experiences, which can increase the usability of AR. Cloud computing environments allow users with internet access to ubiquitously retrieve information from almost anywhere. Hence, cloud computing increases the freedom of using AR in AEC/FM applications. Another factor that will lead to the wider usage of AR is that mobile devices are becoming smaller, more powerful, and less expensive. This paper summarizes the results of 101 research efforts, and outlines the research trends and opportunities for applying AR in the fields of AEC/FM. © 2013 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-84878410881
[No author name available],"Industry Foundation Classes (IFC) for Data Sharing in the Construction and Facility Management Industries",2013,"Industry Foundation Classes (IFC) for Data Sharing in the Construction and Facility Management Industries",236,,[No abstract available],,"Final",Scopus,2-s2.0-84886643341
"Sacks R., Eastman C., Lee G., Teicholz P.","BIM Handbook: A Guide to Building Information Modeling for Owners, Designers, Engineers, Contractors, and Facility Managers",2018,"BIM Handbook: A Guide to Building Information Modeling for Owners, Designers, Engineers, Contractors, and Facility Managers",224,,[No abstract available],,"Final",Scopus,2-s2.0-85054559327
"Ballard G.","The lean project delivery system: An update",2008,"Lean Construction Journal",175,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69949101125&partnerID=40&md5=baa8e5d03aa50aff4a9a33552672c8c6","The Lean Project Delivery System emerged in 2000 from theoretical and practical investigations, and is in process of on-going development through experimentation in many parts of the world. In recent years, experiments have focused on the definition and design phase of projects, applying concepts and methods drawn from the Toyota Product Development System, most especially target costing and set based design. These have been adapted for use in the construction industry and integrated with computer modeling and relational forms of contract. Although by no means a finished work, the Lean Project Delivery System has developed sufficiently to warrant an updated description and presentation to industry and academia, incorporating processes and practices that have emerged since earlier publications. © Lean Construction Journal 2008.",Article,"Final",Scopus,2-s2.0-69949101125
"Sacks R., Eastman C.M., Lee G.","Parametric 3D modeling in building construction with examples from precast concrete",2004,"Automation in Construction",160,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642618587&doi=10.1016%2fS0926-5805%2803%2900043-8&partnerID=40&md5=2d868af6f9439d52847ee238707dc340","Buildings are complex products containing relatively large numbers of distinct parts that are collected in multiple assemblies for different design, analysis and production purposes. Modeling buildings in fully parametric 3D computer-aided design (CAD) systems offers numerous benefits in terms of productivity, the ability to rapidly generate design alternatives at different levels and elimination of errors that result from the disparity between different drawings in current practice. However, full realization of these benefits requires specialized functionality, including top-down modeling, objects with functional behavior, the ability to embed contextual design intent, automation of layout and detailing and appropriate management of similar objects. An effective system must provide such functionality while maintaining adequate response times. The requirements, features and performance have been examined as part of specification of a new 3D parametric CAD platform for the North American Precast Concrete Software Consortium (PCSC). They are described and discussed after a review of solid and parametric modeling, with examples from the domain of precast concrete construction. © 2004 Published by Elsevier B.V.",Article,"Final",Scopus,2-s2.0-1642618587
