Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Tao F., Cheng J., Qi Q., Zhang M., Zhang H., Sui F.","Digital twin-driven product design, manufacturing and service with big data",2018,"International Journal of Advanced Manufacturing Technology",958,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015707925&doi=10.1007%2fs00170-017-0233-1&partnerID=40&md5=e9df82a6c28a363f7d0c22bcc013b053","Nowadays, along with the application of new-generation information technologies in industry and manufacturing, the big data-driven manufacturing era is coming. However, although various big data in the entire product lifecycle, including product design, manufacturing, and service, can be obtained, it can be found that the current research on product lifecycle data mainly focuses on physical products rather than virtual models. Besides, due to the lack of convergence between product physical and virtual space, the data in product lifecycle is isolated, fragmented, and stagnant, which is useless for manufacturing enterprises. These problems lead to low level of efficiency, intelligence, sustainability in product design, manufacturing, and service phases. However, physical product data, virtual product data, and connected data that tie physical and virtual product are needed to support product design, manufacturing, and service. Therefore, how to generate and use converged cyber-physical data to better serve product lifecycle, so as to drive product design, manufacturing, and service to be more efficient, smart, and sustainable, is emphasized and investigated based on our previous study on big data in product lifecycle management. In this paper, a new method for product design, manufacturing, and service driven by digital twin is proposed. The detailed application methods and frameworks of digital twin-driven product design, manufacturing, and service are investigated. Furthermore, three cases are given to illustrate the future applications of digital twin in the three phases of a product respectively. © 2017, Springer-Verlag London.",Article,"Final",Scopus,2-s2.0-85015707925
"Grieves M., Vickers J.","Digital twin: Mitigating unpredictable, undesirable emergent behavior in complex systems",2016,"Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches",549,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006339863&doi=10.1007%2f978-3-319-38756-7_4&partnerID=40&md5=f71116f0b25733bc9554a6f358ddfc0a","Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin. © Springer International Publishing Switzerland 2017.",Book Chapter,"Final",Scopus,2-s2.0-85006339863
"Tao F., Zhang M., Liu Y., Nee A.Y.C.","Digital twin driven prognostics and health management for complex equipment",2018,"CIRP Annals",221,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047291024&doi=10.1016%2fj.cirp.2018.04.055&partnerID=40&md5=b600ba90dc08ec06e22a073ed5ca99e7","Prognostics and health management (PHM) is crucial in the lifecycle monitoring of a product, especially for complex equipment working in a harsh environment. In order to improve the accuracy and efficiency of PHM, digital twin (DT), an emerging technology to achieve physical–virtual convergence, is proposed for complex equipment. A general DT for complex equipment is first constructed, then a new method using DT driven PHM is proposed, making effective use of the interaction mechanism and fused data of DT. A case study of a wind turbine is used to illustrate the effectiveness of the proposed method. © 2018",Article,"Final",Scopus,2-s2.0-85047291024
"Li C.Z., Xue F., Li X., Hong J., Shen G.Q.","An Internet of Things-enabled BIM platform for on-site assembly services in prefabricated construction",2018,"Automation in Construction",143,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041490568&doi=10.1016%2fj.autcon.2018.01.001&partnerID=40&md5=54594456009137618c6a125cd68469a2","Building Information Modelling (BIM) serves as a useful tool in facilitating the on-site assembly services (OAS) of prefabricated construction for its benefits of powerful management of physical and functional digital presentations. However, the benefits of using BIM in the OAS of prefabricated construction cannot be cultivated with an incomplete, inaccurate, and untimely data exchange and lack of real-time visibility and traceability. To deal with these challenges, an Internet of Things (IoT)-enabled platform is designed by integrating IoT and BIM for prefabricated public housing projects in Hong Kong. The demands of the stakeholders were analysed; then smart construction objects (SCOs) and smart gateway are defined and designed to collect real-time data throughout the working processes of on-site assembly of prefabricated construction using the radio frequency identification (RFID) technology. The captured data is uploaded to cloud in real-time to process and analyse for decision support purposes for the involved site managers and workers. Visibility and traceability functions are developed with BIM and virtual reality (VR) technologies, through which managers can supervise the construction progress and approximate cost information in a real-time manner. The IoT-enabled platform can provide various decision support tools and services to different stakeholders, for improving the efficiency and effectiveness of daily operations, decision making, collaboration, and supervision throughout on-site assembly processes of prefabricated construction. © 2018 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-85041490568
"Zou Y., Kiviniemi A., Jones S.W.","A review of risk management through BIM and BIM-related technologies",2017,"Safety Science",139,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955321043&doi=10.1016%2fj.ssci.2015.12.027&partnerID=40&md5=ebe86112b5d46f3ad1d0733f2ab133f3","Risk management in the AEC (Architecture, Engineering and Construction) industry is a global issue. Failure to adequately manage risks may not only lead to difficulties in meeting project objectives but also influence land-use planning and urban spatial design in the future growth of cities. Due to the rapid development and adoption of BIM (Building Information Modelling) and BIM-related digital technologies, the use of these technologies for risk management has become a growing research trend leading to a demand for a thorough review of the state-of-the-art of these developments. This paper presents a summary of traditional risk management, and a comprehensive and extensive review of published literature concerning the latest efforts of managing risk using technologies, such as BIM, automatic rule checking, knowledge based systems, reactive and proactive IT (information technology)-based safety systems. The findings show that BIM could not only be utilised to support the project development process as a systematic risk management tool, but it could also serve as a core data generator and platform to allow other BIM-based tools to perform further risk analysis. Most of the current efforts have concentrated on investigating technical developments, and the management of construction personnel safety has been the main interest so far. Because of existing technical limitations and the lack of “human factor” testing, BIM-based risk management has not been commonly used in real environments. In order to overcome this gap, future research is proposed that should: (1) have a multi-disciplinary system-thinking, (2) investigate implementation methods and processes, (3) integrate traditional risk management with new technologies, and (4) support the development process. © 2016 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-84955321043
"Tao F., Liu W., Zhang M., Hu T., Qi Q., Zhang H., Sui F., Wang T., Xu H., Huang Z., Ma X., Zhang L., Cheng J., Yao N., Yi W., Zhu K., Zhang X., Meng F., Jin X., Liu Z., He L., Cheng H., Zhou E., Li Y., Lyu Q., Luo Y.","Five-dimension digital twin model and its ten applications [数字孪生五维模型及十大领域应用]",2019,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",127,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064443425&doi=10.13196%2fj.cims.2019.01.001&partnerID=40&md5=597594d5d7007f34da4bca7e26bea2db","As an enabling technology for implementing smart manufacturing, industrial 4.0, industrial internet and smart city, digital twin has received great attention from both academics and industry, especially its industrial applications. Model is the foundation and core of digital twin theories and technologies, but the traditional three-dimension digital twin model can no longer meet the new application requirements and technology development trends. To promote the application of digital twin in more fields, a five-dimension digital twin model was put forward in authors' previous research to digital twin shop-floor. In view of the new demands on digital twin and based on the previous research, a more systematic five-dimension digital twin model was presented. Furthermore, its applications in ten fields were discussed, including satellite/space communication network, ships, vehicles, power plant, aircraft, complex equipment, stereoscopic warehouse, medical, shop-floor and smart city, which could provide theoretical and methodological references for the application of digital twin in the future. © 2019, Editorial Department of CIMS. All right reserved.",Article,"Final",Scopus,2-s2.0-85064443425
"Chen K., Lu W., Peng Y., Rowlinson S., Huang G.Q.","Bridging BIM and building: From a literature review to an integrated conceptual framework",2015,"International Journal of Project Management",123,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930762229&doi=10.1016%2fj.ijproman.2015.03.006&partnerID=40&md5=72c0b7d40fb549c157bf9c5020f5041e","A Building Information Model (BIM) is at risk of being 'blind and deaf' if its contained information cannot be synchronized with ongoing building processes in a real-time manner. Previous studies have attempted to explore solutions to the problem, with a view to making BIM a more useful decision-support system. However, an integrated conceptual framework summarizing these studies and structuring future development in the area is missing. Based on an ex post facto critical review of 75 papers of this kind published over the past decade, this paper proposes a conceptual framework for bridging BIM and building (BBB), which highlights the importance of synchronizing information between BIM and real-life building processes. The framework is further illustrated through a case study of prefabricated housing construction in Hong Kong. With this integrated conceptual framework, future research on BBB can proceed on a more solid footing. © 2015 Elsevier Ltd.",Article,"Final",Scopus,2-s2.0-84930762229
"Dave B., Buda A., Nurminen A., Främling K.","A framework for integrating BIM and IoT through open standards",2018,"Automation in Construction",104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051379498&doi=10.1016%2fj.autcon.2018.07.022&partnerID=40&md5=9daa502dc1dc7080a41fcd01842cb455","The built environment provides significant opportunities for IoT (Internet of Things) deployment, and can be singled out as one of the most important aspects for IoT related research. While the IoT deployment in the built environment is growing exponentially, there exists a gap in integrating these two in a systematic way through open standards and systems. From technological perspective, there is a need for convergence of diverse fields ranging from Building Information Systems and Building Services to Building Automation Systems, and IoT devices and finally the end user services to develop smart, user oriented applications. This paper outlines the efforts to develop a platform that integrates the built environment data with IoT sensors in a campus wide, web based system called Otaniemi3D that provides information about energy usage, occupancy and user comfort by integrating Building Information Models and IoT devices through open messaging standards (O-MI and O-DF) and IFC models. The paper describes the design criteria, the system architecture, the workflow and a proof of concept with potential use cases that integrate IoT with the built environment. Initial results show that both the end users and other research groups can benefit from such platforms by either consuming the data in their daily life or using the data for more advance research. © 2018 The Authors",Article,"Final",Scopus,2-s2.0-85051379498
"Ding L.Y., Zhou C.","Development of web-based system for safety risk early warning in urban metro construction",2013,"Automation in Construction",99,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878586886&doi=10.1016%2fj.autcon.2012.11.001&partnerID=40&md5=8f049a3c3b1e1bd6e3a4db7fb46d4165","At present, underground urban metro construction accidents in China are rising with the rapid growth of urbanization and infrastructure investment. Real-time safety and risk management during urban metro construction has become extremely important but is very difficult, time-consuming and unreliable due to the lack of information and experienced managers. This paper presents the development and application of a web-based system for safety risk early warning in urban metro construction. A hybrid data fusion model based on multisource information (monitoring measurements, calculated predictions, and visual inspections) is employed to imitate human experts to give safety risk assessment and early warnings automatically. In addition, it has significantly improved information collection, sharing and communication by establishing a collaborative platform instead of traditional manual management. The system has been successfully applied to several metro construction projects and has perfected the safety management performance in the cities of Wuhan, Shenyang, Zhengzhou and Kunming in China. © 2012 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-84878586886
"Dai H., Cao Z.","A Wavelet Support Vector Machine-Based Neural Network Metamodel for Structural Reliability Assessment",2017,"Computer-Aided Civil and Infrastructure Engineering",90,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014507347&doi=10.1111%2fmice.12257&partnerID=40&md5=d86ab794a38047c8865f5b5c935ce07b","Wavelet neural network (WNN) has been widely used in the field of civil engineering. However, WNN can only effectively handle problems of small dimensions as the computational cost for constructing wavelets of large dimensions is prohibitive. To expand the application of WNN to higher dimensions, this article develops a new wavelet support vector machine (SVM)-based neural network metamodel for reliability analysis. The method first develops an autocorrelation wavelet kernel SVM and then uses a set of wavelet SVMs with different resolution as the activation function of WNN. The output of network is obtained through aggregating outputs of different wavelet SVMs. The method takes advantage of the excellent capacities of SVM to handle high-dimensional problems and of the attractive properties of wavelet to represent complex functions. Four examples are given to demonstrate the application and effectiveness of the proposed method. © 2017 Computer-Aided Civil and Infrastructure Engineering",Article,"Final",Scopus,2-s2.0-85014507347
