Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Crawley D.B., Lawrie L.K., Winkelmann F.C., Buhl W.F., Huang Y.J., Pedersen C.O., Strand R.K., Liesen R.J., Fisher D.E., Witte M.J., Glazer J.","EnergyPlus: Creating a new-generation building energy simulation program",2001,"Energy and Buildings",1465,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034825352&doi=10.1016%2fS0378-7788%2800%2900114-6&partnerID=40&md5=2df05400b9e06e1139c4b63b544fb741","Many of the popular building energy simulation programs around the world are reaching maturity - some use simulation methods (and even code) that originated in the 1960s. For more than two decades, the US government supported development of two hourly building energy simulation programs, BLAST and DOE-2. Designed in the days of mainframe computers, expanding their capabilities further has become difficult, time-consuming, and expensive. At the same time, the 30 years have seen significant advances in analysis and computational methods and power - providing an opportunity for significant improvement in these tools. In 1996, a US federal agency began developing a new building energy simulation tool, EnergyPlus, building on development experience with two existing programs: DOE-2 and BLAST. EnergyPlus includes a number of innovative simulation features - such as variable time steps, user-configurable modular systems that are integrated with a heat and mass balance-based zone simulation - and input and output data structures tailored to facilitate third party module and interface development. Other planned simulation capabilities include multizone airflow, and electric power and solar thermal and photovoltaic simulation. Beta testing of EnergyPlus began in late 1999 and the first release is scheduled for early 2001.",Article,"Final",Scopus,2-s2.0-0034825352
"European Union","Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency",2018,"Off. J. Eur. Union",368,,[No abstract available],,"Final",Scopus,2-s2.0-85052957752
"Abanda F.H., Byers L.","An investigation of the impact of building orientation on energy consumption in a domestic building using emerging BIM (Building Information Modelling)",2016,"Energy",174,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958267901&doi=10.1016%2fj.energy.2015.12.135&partnerID=40&md5=539409e7dea99d982726c21f2b7ab33c","BIM (building information modelling) has developed into a powerful solution that can improve many aspects of construction industry. Current research regarding the impact of orientation on a building's energy needs seldom tap into the potential of BIM. This study investigates the impact of orientation on energy consumption in small-scale construction, and assesses how BIM can be used to facilitate this process. The methods adopted are three-fold. Firstly, a real-life building is modelled using Revit, one of the leading BIM tools. Secondly, through green building Extensible Markup Language, the model is exported to Green Building Studio, one of the leading energy simulation software. Thirdly, in the Green Building Studio, different building orientations are adopted and their impacts of the whole building energy are investigated. Based on the analysis of the energy consumption corresponding to the different orientations, it emerged that a well-orientated building can save a considerable amount of energy throughout its life cycle. Specifically, a total electricity use difference of 17 056 kWh and a total gas use difference of 27 988 MJ leading to a combined energy cost savings of £878 throughout a 30 year period between the best (+180°) and worst (+45°) orientations of the building was achieved. © 2016 Elsevier Ltd.",Article,"Final",Scopus,2-s2.0-84958267901
"Reynders G., Diriken J., Saelens D.","Quality of grey-box models and identified parameters as function of the accuracy of input and observation signals",2014,"Energy and Buildings",118,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905394749&doi=10.1016%2fj.enbuild.2014.07.025&partnerID=40&md5=355cdf74a69539a7b19c86ec8137c83a","The integration of buildings in a Smart Grid, enabling demand-side management and thermal storage, requires robust reduced-order building models that allow for the development and evaluation of demand-side management control strategies. To develop such models for existing buildings, with often unknown the thermal properties, data-driven system identification methods are proposed. In this paper, system identification is carried out to identify suitable reduced-order models. Therefore, grey-box models of increasing complexity are identified on results from simulations with a detailed physical model, deployed in the integrated district energy assessment simulation (IDEAS) package in Modelica. Firstly, the robustness of identified grey-box models for day-ahead predictions and simulations of the thermal response of a dwelling, as well as the physical interpretation of the identified parameters, are analyzed. The influence of the identification dataset is quantified, comparing the added value of dedicated identification experiments against identification on data from in use buildings. Secondly, the influence of the data used for identification on model performance and the reliability of the parameter estimates is quantified. Both alternative measurements and the influence of noise on the data are considered. © 2014 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-84905394749
"Gao H., Koch C., Wu Y.","Building information modelling based building energy modelling: A review",2019,"Applied Energy",95,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060224466&doi=10.1016%2fj.apenergy.2019.01.032&partnerID=40&md5=037b1fe548ab9cac14682a9fb469f873","The emerging of building information modelling provides opportunities to break through the limitations of conventional building energy modelling such as tedious model preparation, model inconsistency and costly implementation, and promotes building energy modelling into the digital building design process. The method of using building information modelling for the building energy modelling process, named building information modelling-based building energy modelling has become a prevalent and attractive topic in both the research and the industry society in recent years. This paper presents an overall review on the building design process, and applications of building information modelling and building energy modelling in the design process. It also provides an in-depth review on the development of building information modelling-based building energy modelling methods and the development of prevalent informational infrastructures. Meanwhile, this literature review provides a special consideration on the maturity of building data transformation between building information modelling and building energy modelling for building energy simulation process, from the step 1 identifying the geometry, thermal properties of buildings to the step 6 the information and components for HVAC systems. In general, the current building information modelling-based building energy modelling methods are thoroughly evaluated and the trends for future developments are outlined. It is realised that the Building Information Modelling based Building Energy Modelling is particular appropriate for the early design stage, where the most suitable and cost effective approaches for energy efficient design can be integrated into the overall building design process. © 2019 Elsevier Ltd",Review,"Final",Scopus,2-s2.0-85060224466
"Kamel E., Memari A.M.","Review of BIM's application in energy simulation: Tools, issues, and solutions",2019,"Automation in Construction",75,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056487862&doi=10.1016%2fj.autcon.2018.11.008&partnerID=40&md5=b8e8a2938d823a5c10eb5de2ef356b28","Building Information Modeling (BIM) initially emerged as a capability to transfer information and allow interaction or interoperability of various software tools used for architectural, structural, mechanical, electrical design, and building construction. Its application from developing 3D models, structural analysis, cost estimation, and mechanical analysis has now expanded to other applications such as energy simulation. Multiple computer-aided design (CAD) tools work as BIM authoring tools to generate BIM files in different formats containing various types of building information. In addition, there are various building energy modeling (BEM) tools capable of importing these BIM files to perform energy simulation. However, such tools have various capabilities and limitations and need to be investigated and categorized in order to facilitate choosing a proper tool for design professionals in different phases of project and purposes. In addition, interoperability and data exchange issues between BIM and BEM tools should be understood in order to find solutions such as developing proper corrective middleware tools to rectify them. This paper reviews the challenges, issues, and shortcomings in BIM-to-BEM interoperability process (BBIP) by proposing a detailed classification for these issues and studying the available solutions. The paper also explains how a corrective middleware, which is developed by the authors using Python, can be utilized to modify a gbXML file prior to adoption in energy simulation to resolve the issues related to building envelope in BBIP. To do so, initially a review is presented on research studies focused on different types of BIM schemas such as IFC and gbXML and energy simulation tools capable of reading these files such as Green Building Studio (GBS), DesignBuilder, Integrated Environmental Solutions-Virtual Environment (IES), and OpenStudio. In addition, some of the challenges in the application of BIM for energy simulation such as interoperability issues, lack of standards, and lack of easy solutions for extending existing BIM schemas and available corresponding solutions are also reviewed. With the focus on building envelope in mind, three case studies are discussed to observe the challenges and issues with respect to BBIP using Revit, GBS, and OpenStudio. Moreover, these case studies provide an opportunity to investigate the application of corrective middleware tools similar to what is developed in the study presented. © 2018 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-85056487862
"Sanhudo L., Ramos N.M.M., Poças Martins J., Almeida R.M.S.F., Barreira E., Simões M.L., Cardoso V.","Building information modeling for energy retrofitting – A review",2018,"Renewable and Sustainable Energy Reviews",73,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044594375&doi=10.1016%2fj.rser.2018.03.064&partnerID=40&md5=143cf8286513d30a3093eb96b0d85434","Building Information Modeling (BIM), as a rising technology in the Architecture, Engineering and Construction (AEC) industry, has been applied to various research topics from project planning, structural design, facility management, among others. Furthermore, with the increasing demand for energy efficiency, the AEC industry requires an expeditious energy retrofit of the existing building stock to successfully achieve the 2020 Energy Strategy targets. As such, this article seeks to survey the recent developments in the energy efficiency of buildings, combining energy retrofitting and the technological capabilities of BIM, providing a critical exposition in both engineering and energy domains. The result is a thorough review of the work done by other authors in relevant fields, comprising the entire spectrum from on-site data acquisition, through the generation of Building Energy Models (BEM), data transfer to energy analysis software and, finally, the identification of major issues throughout this process. Additionally, a BIM-based methodology centered on the acquired knowledge is presented. Solutions for as-built data acquisition such as laser scanning and infrared thermography, and on-site energy tests that benefit the acquisition of energy-related data are explored. The most predominant BIM software regarding not only energy analysis but also model development is examined. In addition, interoperability restrictions between BIM and energy analysis software are addressed using the Industry Foundation Classes (IFC) and Green Building Extensible Markup Language (gbXML) schemes. Lastly, the article argues the future innovations in this subject, predicting future trends and challenges for the industry. © 2018 Elsevier Ltd",Review,"Final",Scopus,2-s2.0-85044594375
"Ramos Ruiz G., Fernández Bandera C., Gómez-Acebo Temes T., Sánchez-Ostiz Gutierrez A.","Genetic algorithm for building envelope calibration",2016,"Applied Energy",67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958191405&doi=10.1016%2fj.apenergy.2016.01.075&partnerID=40&md5=00151792726c6bd70eff84fb0d74b31f","Buildings today represent 40% of world primary energy consumption and 24% of greenhouse gas emissions. In our society there is growing interest in knowing precisely when and how energy consumption occurs. This means that consumption measurement and verification plans are well-advanced. International agencies such as Efficiency Valuation Organization (EVO) and International Performance Measurement and Verification Protocol (IPMVP) have developed methodologies to quantify savings. This paper presents a methodology to accurately perform automated envelope calibration under option D (calibrated simulation) of IPMVP - vol. 1. This is frequently ignored because of its complexity, despite being more flexible and accurate in assessing the energy performance of a building. A detailed baseline energy model is used, and by means of a metaheuristic technique achieves a highly reliable and accurate Building Energy Simulation (BES) model suitable for detailed analysis of saving strategies. In order to find this BES model a Genetic Algorithm (NSGA-II) is used, together with a highly efficient engine to stimulate the objective, thus permitting rapid achievement of the goal. The result is a BES model that broadly captures the heat dynamic behaviour of the building. The model amply fulfils the parameters demanded by ASHRAE and EVO under option D. © 2016 Elsevier Ltd.",Article,"Final",Scopus,2-s2.0-84958191405
"Li Y., Kubicki S., Guerriero A., Rezgui Y.","Review of building energy performance certification schemes towards future improvement",2019,"Renewable and Sustainable Energy Reviews",62,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067995709&doi=10.1016%2fj.rser.2019.109244&partnerID=40&md5=13127535d76ff22d20cc728e08574e42","The building sector accounts for 40% of the total energy consumption in the EU. It faces great challenges to meet the goal of transforming the existing building stocks into near zero-energy buildings by 2050. The development of Energy Performance Certificate (EPC) schemes in the EU provides a powerful and comprehensive information tool to quantitatively predict annual energy demand from the building stock, creating a demand-driven market for energy-effective buildings. Properties with improved energy rating have had a positive impact on property investments and rental return because of the reduced energy bills. In addition, the EPC databases have been applied to energy planning and building renovations. However, it should be mentioned that the current evaluation system faces problems, such as not being fully implemented, delivering low quality and insufficient information to stimulate renovation, therefore requiring improvements to be made. This paper provides a review of the current EPC situations in the EU and discusses the direction of future improvements. The next generation EPC should rely on BIM technology, benefit from big data techniques and use building smart-readiness indicators to create a more reliable, affordable, comprehensive and customer-tailored instrument, which could better represent energy efficiency, together with occupants’ perceived comfort, and air quality. Improved EPC schemes are expected to play an active role in monitoring building performance, future energy planning and quantifying building renovation rates, promoting energy conservation and sustainability. © 2019 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-85067995709
"Dodier R.H., Henze G.P.","Statistical analysis of neural networks as applied to building energy prediction",2004,"Journal of Solar Energy Engineering, Transactions of the ASME",58,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-8744220352&doi=10.1115%2f1.1637640&partnerID=40&md5=9662589c80becdb7498fe0054cc06986","It has been shown that a neural network with sufficient hidden units can approximate any continuous function defined on a closed and bounded set. This has inspired the use of neural networks as general nonlinear regression models. As with other nonlinear regression models, tools of conventional statistical analysis can be applied to neural networks to yield a test for the relevance or irrelevance of a free parameter. The test, a version of Wald's test, can be extended to yield a test for the relevance or irrelevance of an input variable. This test was applied to the building energy use data of the Energy Prediction Shootout II contest. Input variables were selected by initially constructing a neural network model which had many inputs, then cutting out the inputs which were deemed irrelevant on the basis of the Wald test. Time-lagged values were included for some input variables, with the time lag chosen by inspecting the autocovariance function of the candidate variable. The results of the contest entry are summarized, and the benefits of applying Wald's test to this problem are assessed.",Article,"Final",Scopus,2-s2.0-8744220352
