Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Lasi H., Fettke P., Kemper H.-G., Feld T., Hoffmann M.","Industry 4.0",2014,"Business and Information Systems Engineering",1783,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926457128&doi=10.1007%2fs12599-014-0334-4&partnerID=40&md5=0014560768e4ea66aea0ca0d18555b59",[No abstract available],Article,"Final",Scopus,2-s2.0-84926457128
"Volk R., Stengel J., Schultmann F.","Building Information Modeling (BIM) for existing buildings - Literature review and future needs",2014,"Automation in Construction",1073,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890525940&doi=10.1016%2fj.autcon.2013.10.023&partnerID=40&md5=3cd62ca6374b6368ed35066db02442d2","While BIM processes are established for new buildings, the majority of existing buildings is not maintained, refurbished or deconstructed with BIM yet. Promising benefits of efficient resource management motivate research to overcome uncertainties of building condition and deficient documentation prevalent in existing buildings. Due to rapid developments in BIM research, involved stakeholders demand a state-of-the-art overview of BIM implementation and research in existing buildings. This paper presents a review of over 180 recent publications on the topic. Results show scarce BIM implementation in existing buildings yet, due to challenges of (1) high modeling/conversion effort from captured building data into semantic BIM objects, (2) updating of information in BIM and (3) handling of uncertain data, objects and relations in BIM occurring in existing buildings. Despite fast developments and spreading standards, challenging research opportunities arise from process automation and BIM adaption to existing buildings' requirements. © 2013 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-84890525940
"Azhar S.","Building information modeling (BIM): Trends, benefits, risks, and challenges for the AEC industry",2011,"Leadership and Management in Engineering",982,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960269657&doi=10.1061%2f%28ASCE%29LM.1943-5630.0000127&partnerID=40&md5=84ab73626fd5089c413d919fca41f7fe","Building information modeling (BIM) is one of the most promising recent developments in the architecture, engineering, and construction (AEC) industry. With BIM technology, an accurate virtual model of a building is digitally constructed. This model, known as a building information model, can be used for planning, design, construction, and operation of the facility. It helps architects, engineers, and constructors visualize what is to be built in a simulated environment to identify any potential design, construction, or operational issues. BIM represents a new paradigm within AEC, one that encourages integration of the roles of all stakeholders on a project. In this paper, current trends, benefits, possible risks, and future challenges of BIM for the AEC industry are discussed. The findings of this study provide useful information for AEC industry practitioners considering implementing BIM technology in their projects. © 2011 American Society of Civil Engineers.",Article,"Final",Scopus,2-s2.0-79960269657
"Barlish K., Sullivan K.","How to measure the benefits of BIM - A case study approach",2012,"Automation in Construction",389,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860281943&doi=10.1016%2fj.autcon.2012.02.008&partnerID=40&md5=84a4b552e6f04c94336e78307fa5777c","As a term and method that is rapidly gaining popularity, Building Information Modeling (BIM) is under the scrutiny of many building professionals questioning its potential benefits on their projects. A relevant and accepted calculation methodology and baseline to properly evaluate BIM's benefits have not been established, thus there are mixed perspectives and opinions of the benefits of BIM, creating a general misunderstanding of the expected outcomes. The purpose of this paper was to develop a more complete methodology to analyze the benefits of BIM, apply recent projects to this methodology to quantify outcomes, resulting in a more a holistic framework of BIM and its impacts on project efficiency. From the literature, a framework calculation model to determine the value of BIM is developed and presented. The developed model is applied via case studies within a large industrial setting where similar projects are evaluated, some implementing BIM and some with traditional, non-BIM approaches. Cost or investment metrics were considered along with benefit or return metrics. The return metrics were: requests for information, change orders, and duration improvements. The investment metrics were: design and construction costs. The methodology was tested against three separate cases and results on the returns and investments are presented. The findings indicate that in the tool installation department of semiconductor manufacturing, there is a high potential for BIM benefits to be realized. Actual returns and investments will vary with each project. © 2012 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-84860281943
"Manavalan E., Jayakrishna K.","A review of Internet of Things (IoT) embedded sustainable supply chain for industry 4.0 requirements",2019,"Computers and Industrial Engineering",242,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056989353&doi=10.1016%2fj.cie.2018.11.030&partnerID=40&md5=6138aee28760c0a595bca52d1611b3a6","Supply Chain organizations in the present global environment operate in market that is increasingly complex and dynamic in nature. Sustainable supply chain becomes inevitable to meet the aggressive change in the customer requirements. Based on the reviews, it is revealed that manufacturing companies need to speed up in shifting the focus towards sustainability and make use of technology like ‘Internet of Things’ (IoT) to meet the organization's goal. The objective of this research paper is to review the various aspects of SCM, ERP, IoT and Industry 4.0 and explore the potential opportunities available in IoT embedded sustainable supply chain for Industry 4.0 transformation. In this review, a comprehensive study on various factors, that affects the sustainable supply chain were analyzed and the results recorded. Based on the review, a framework for assessing the readiness of supply chain organization from various perspectives has been proposed to meet the requirements of the fourth Industrial Revolution. The conceptual framework model has been formulated from five important perspectives of supply chain management namely Business, Technology, Sustainable Development, Collaboration and Management Strategy. This study furnishes the criteria that can be assessed by companies to realize the readiness for industry 4.0 transformation. © 2018 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-85056989353
"Pärn E.A., Edwards D.J., Sing M.C.P.","The building information modelling trajectory in facilities management: A review",2017,"Automation in Construction",171,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006802917&doi=10.1016%2fj.autcon.2016.12.003&partnerID=40&md5=f35273eb3a2fc65085e083adca4d1dac","There is a paucity of literature that examines building information modelling (BIM) for asset management within the architecture, engineering, construction and owner-operated (AECO) sector. This paper therefore presents a thorough review of published literature on the latest research and standards development that impact upon BIM and its application in facilities management (FM) during the operations and maintenance (O&M) phase of building usage. The purpose is to generate new ideas and provide polemic clarity geared to intellectually challenge readers from across a range of academic and industrial disciplines. The findings reveal that significant challenges facing the FM sector include the need for: greater consideration of long-term strategic aspirations; amelioration of data integration/interoperability issues; augmented knowledge management; enhanced performance measurement; and enriched training and competence development for facilities managers to better deal with the amorphous range of services covered by FM. Future work is also proposed in several key areas and includes: case studies to observe and report upon current practice and development; and supplementary research related to concepts of knowledge capture in relation to FM and the growing use of BIM for asset management. © 2016 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-85006802917
"Wang Y., Wang X., Wang J., Yung P., Jun G.","Engagement of facilities management in design stage through BIM: Framework and a case study",2013,"Advances in Civil Engineering",125,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877980174&doi=10.1155%2f2013%2f189105&partnerID=40&md5=9dcad589bd6be6deef056e164cb00f33","Considering facilities management (FM) at the early design stage could potentially reduce the efforts for maintenance during the operational phase of facilities. Few efforts in construction industry have involved facility managers into the design phase. It was suggested that early adoption of facilities management will contribute to reducing the needs for major repairs and alternations that will otherwise occur at the operational phase. There should be an integrated data source providing information support for the building lifecycle. It is envisaged that Building Information Modelling (BIM) would fill the gap by acting as a visual model and a database throughout the building lifecycle. This paper develops a framework of how FM can be considered in design stage through BIM. Based on the framework, the paper explores how BIM will beneficially support FM in the design phase, such as space planning and energy analysis. A case study of using BIM to design facility managers' travelling path in the maintenance process is presented. The results show that early adoption of FM in design stage with BIM can significantly reduce life cycle costs. © 2013 Ying Wang et al.",Article,"Final",Scopus,2-s2.0-84877980174
"Cavka H.B., Staub-French S., Poirier E.A.","Developing owner information requirements for BIM-enabled project delivery and asset management",2017,"Automation in Construction",81,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027396980&doi=10.1016%2fj.autcon.2017.08.006&partnerID=40&md5=1ebcb53eb920ad8d05c3e9cc555ccb56","Building information modeling (BIM) is emerging as a potential solution for facility owners to address the challenges of poor information fidelity, interoperability, and usability in project delivery to support the lifecycle of their assets' information. Despite the many benefits offered by BIM, its use for facility operations remains significantly limited. The reality is that implementing BIM in large owner organisations is a complex challenge. In particular, a significant barrier to BIM adoption for owners is the challenge of identifying and formalizing the information requirements needed to support model-based project delivery and asset management. This paper presents the results of a longitudinal research project that investigated two large owner organisations in Canada to better understand the process of developing and formulating BIM requirements to support the lifecycle of their assets. Specifically, the objectives were to formalize an iterative approach to the identification and characterization of owner requirements and to develop a conceptual framework that would relate digital and physical products to owner requirements and organisational constructs, to underpin the formalization process. As part of this research an array of requirements documentation were analysed, interviews were performed with numerous facility management personnel, and BIMs from four projects were analysed. A methodology is introduced to support a rigorous and detailed analysis of BIM requirements. The investigation of the owner requirements helped to develop an understanding of the required information content, and its alignment with BIM. Finally the relationships between organisational constructs, owner requirements, and BIM were mapped. As the construction industry shifts towards model-based project delivery, this research will inform owners about how to think about handover of digital facility models, and what to require in models based on their specific needs. © 2017 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-85027396980
"Kovacic I., Zoller V.","Building life cycle optimization tools for early design phases",2015,"Energy",59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926300688&doi=10.1016%2fj.energy.2015.03.027&partnerID=40&md5=e2dadb90c7480f1252bedcd8b05a5c84","The early building design phases play crucial role for the determination of building's life cycle performance in terms of resources and energy consumption and development of LCC (life cycle costs). In this stage the optimization potential is still very large, at very low cost. In the latter planning phases the change possibility rapidly decreases with simultaneously increasing costs. The investors and planners are increasingly requiring design tools as decision support instruments, which would enable simulation and optimization of LCC already in the early planning phases. This paper will present a comparative study of three commercial software-tools for LCC-calculation, and test their fitness for the implementation in the early design phases. Using a Case Study of an energy efficient building, LCC were assessed employing the three tools and the deviations of the results were compared. The analysis showed, that the tested tools cannot be employed in the early design phases without adoption and customization, lacking of benchmarks and extensive data representing the largest problem for a reliable LCC calculation and optimization. In further step, a strategy for investors for the assessment of LCC in the architectural competitions as decision support was developed and verified on a real-life project. © 2015 Elsevier Ltd.",Article,"Final",Scopus,2-s2.0-84926300688
"Murgul V.","Features of energy efficient upgrade of historic buildings (illustrated with the example of saint-petersburg)",2014,"Journal of Applied Engineering Science",53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903176488&doi=10.5937%2fjaes12-5609&partnerID=40&md5=bbfd044895dbf41e272d021d4bc581c2","In most European countries, including Russia, the requirements for building heat insulation are increasingly stringent. Historic buildings have become ""energy inefficient"" in terms of walling thermal upgrading aimed at reduced energy consumption. However, unlike the mass series of buildings, the historic ones are of cultural and architectural value. The energy efficient upgrade must not result in the lost of their historical authenticity. The article questions the applicability of existing standards for the thermal insulation of historic buildings, in particular, the ""pros"" and ""cons"" of walling thermal insulation. It discusses the need to preserve the exterior of the buildings that are monuments of history and culture as well as the historically-formed construction system. It puts forward the idea of improving the quality of indoor climate in residential buildings instead of energy savings at all costs.",Article,"Final",Scopus,2-s2.0-84903176488
