Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Fischler M.A., Bolles R.C.","Random sample consensus: A Paradigm for Model Fitting with Applications to Image Analysis and Automated Cartography",1981,"Communications of the ACM",16385,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019574599&doi=10.1145%2f358669.358692&partnerID=40&md5=723688ad3a3685cd1b335a0ef3882605","A new paradigm, Random Sample Consensus (RANSAC), for fitting a model to experimental data is introduced. RANSAC is capable of interpreting/smoothing data containing a significant percentage of gross errors, and is thus ideally suited for applications in automated image analysis where interpretation is based on the data provided by error-prone feature detectors. A major portion of this paper describes the application of RANSAC to the Location Determination Problem (LDP): Given an image depicting a set of landmarks with known locations, determine that point in space from which the image was obtained. In response to a RANSAC requirement, new results are derived on the minimum number of landmarks needed to obtain a solution, and algorithms are presented for computing these minimum-landmark solutions in closed form. These results provide the basis for an automatic system that can solve the LDP under difficult viewing. © 1981, ACM. All rights reserved.",Article,"Final",Scopus,2-s2.0-0019574599
"Qi C.R., Su H., Mo K., Guibas L.J.","PointNet: Deep learning on point sets for 3D classification and segmentation",2017,"Proceedings - 30th IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2017",3556,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043534104&doi=10.1109%2fCVPR.2017.16&partnerID=40&md5=e11897ee95a057bbc78aef23d420f926","Point cloud is an important type of geometric data structure. Due to its irregular format, most researchers transform such data to regular 3D voxel grids or collections of images. This, however, renders data unnecessarily voluminous and causes issues. In this paper, we design a novel type of neural network that directly consumes point clouds, which well respects the permutation invariance of points in the input. Our network, named PointNet, provides a unified architecture for applications ranging from object classification, part segmentation, to scene semantic parsing. Though simple, PointNet is highly efficient and effective. Empirically, it shows strong performance on par or even better than state of the art. Theoretically, we provide analysis towards understanding of what the network has learnt and why the network is robust with respect to input perturbation and corruption. © 2017 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-85043534104
"Kazhdan M., Hoppe H.","Screened poisson surface reconstruction",2013,"ACM Transactions on Graphics",955,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879498472&doi=10.1145%2f2487228.2487237&partnerID=40&md5=c1cd2072cf559681dca373fea2c86218","Poisson surface reconstruction creates watertight surfaces from oriented point sets. In this work we extend the technique to explicitly incorporate the points as interpolation constraints. The extension can be interpreted as a generalization of the underlying mathematical framework to a screened Poisson equation. In contrast to other image and geometry processing techniques, the screening term is defined over a sparse set of points rather than over the full domain. We show that these sparse constraints can nonetheless be integrated efficiently. Because the modified linear system retains the same finite-element discretization, the sparsity structure is unchanged, and the system can still be solved using a multigrid approach. Moreover we present several algorithmic improvements that together reduce the time complexity of the solver to linear in the number of points, thereby enabling faster, higher-quality surface reconstructions. © 2013 ACM.",Article,"Final",Scopus,2-s2.0-84879498472
"Tang P., Huber D., Akinci B., Lipman R., Lytle A.","Automatic reconstruction of as-built building information models from laser-scanned point clouds: A review of related techniques",2010,"Automation in Construction",687,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956619234&doi=10.1016%2fj.autcon.2010.06.007&partnerID=40&md5=02fe8aaef91b458c0d2a1682bce87b22","Building information models (BIMs) are maturing as a new paradigm for storing and exchanging knowledge about a facility. BIMs constructed from a CAD model do not generally capture details of a facility as it was actually built. Laser scanners can be used to capture dense 3D measurements of a facility's as-built condition and the resulting point cloud can be manually processed to create an as-built BIM-a time-consuming, subjective, and error-prone process that could benefit significantly from automation. This article surveys techniques developed in civil engineering and computer science that can be utilized to automate the process of creating as-built BIMs. We sub-divide the overall process into three core operations: geometric modeling, object recognition, and object relationship modeling. We survey the state-of-the-art methods for each operation and discuss their potential application to automated as-built BIM creation. We also outline the main methods used by these algorithms for representing knowledge about shape, identity, and relationships. In addition, we formalize the possible variations of the overall as-built BIM creation problem and outline performance evaluation measures for comparing as-built BIM creation algorithms and tracking progress of the field. Finally, we identify and discuss technology gaps that need to be addressed in future research. © 2010 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-77956619234
"Rabbani T., Van Den Heuvel F.A., Vosselman G.","Segmentation of point clouds using smoothness constraint",2006,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",592,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021189132&partnerID=40&md5=e614b407c99ef4da37b4e8d90cbd7859","For automatic processing of point clouds their segmentation is one of the most important processes. The methods based on curvature and other higher level derivatives often lead to over segmentation, which later needs a lot of manual editing. We present a method for segmentation of point clouds using smoothness constraint, which finds smoothly connected areas in point clouds. It uses only local surface normals and point connectivity which can be enforced using either k-nearest or fixed distance neighbours. The presented method requires a small number of intuitive parameters, which provide a tradeoff between under- and over-segmentation. The application of the presented algorithm on industrial point clouds shows its effectiveness compared to curvature based approaches. © 2018 International Society for Photogrammetry and Remote Sensing. All rights reserved.",Conference Paper,"Final",Scopus,2-s2.0-85021189132
"Brodu N., Lague D.","3D terrestrial lidar data classification of complex natural scenes using a multi-scale dimensionality criterion: Applications in geomorphology",2012,"ISPRS Journal of Photogrammetry and Remote Sensing",356,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857315359&doi=10.1016%2fj.isprsjprs.2012.01.006&partnerID=40&md5=f8545f60c2c613bc6ccd549e4d35f394","3D point clouds of natural environments relevant to problems in geomorphology (rivers, coastal environments, cliffs,. ...) often require classification of the data into elementary relevant classes. A typical example is the separation of riparian vegetation from ground in fluvial environments, the distinction between fresh surfaces and rockfall in cliff environments, or more generally the classification of surfaces according to their morphology (e.g. the presence of bedforms or by grain size). Natural surfaces are heterogeneous and their distinctive properties are seldom defined at a unique scale, prompting the use of multi-scale criteria to achieve a high degree of classification success. We have thus defined a multi-scale measure of the point cloud dimensionality around each point. The dimensionality characterizes the local 3D organization of the point cloud within spheres centered on the measured points and varies from being 1D (points set along a line), 2D (points forming a plane) to the full 3D volume. By varying the diameter of the sphere, we can thus monitor how the local cloud geometry behaves across scales. We present the technique and illustrate its efficiency in separating riparian vegetation from ground and classifying a mountain stream as vegetation, rock, gravel or water surface. In these two cases, separating the vegetation from ground or other classes achieve accuracy larger than 98%. Comparison with a single scale approach shows the superiority of the multi-scale analysis in enhancing class separability and spatial resolution of the classification. Scenes between 10 and one hundred million points can be classified on a common laptop in a reasonable time. The technique is robust to missing data, shadow zones and changes in point density within the scene. The classification is fast and accurate and can account for some degree of intra-class morphological variability such as different vegetation types. A probabilistic confidence in the classification result is given at each point, allowing the user to remove the points for which the classification is uncertain. The process can be both fully automated (minimal user input once, all scenes treated in large computation batches), but also fully customized by the user including a graphical definition of the classifiers if so desired. Working classifiers can be exchanged between users independently of the instrument used to acquire the data avoiding the need to go through full training of the classifier. Although developed for fully 3D data, the method can be readily applied to 2.5D airborne lidar data. © 2012 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS).",Article,"Final",Scopus,2-s2.0-84857315359
"Pu S., Vosselman G.","Knowledge based reconstruction of building models from terrestrial laser scanning data",2009,"ISPRS Journal of Photogrammetry and Remote Sensing",310,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350622985&doi=10.1016%2fj.isprsjprs.2009.04.001&partnerID=40&md5=1bae0d7741dec872a8d9248ab59e0407","This paper presents an automatic method for reconstruction of building façade models from terrestrial laser scanning data. Important façade elements such as walls and roofs are distinguished as features. Knowledge about the features' sizes, positions, orientations, and topology is then introduced to recognize these features in a segmented laser point cloud. An outline polygon of each feature is generated by least squares fitting, convex hull fitting or concave polygon fitting, according to the size of the feature. Knowledge is used again to hypothesise the occluded parts from the directly extracted feature polygons. Finally, a polyhedron building model is combined from extracted feature polygons and hypothesised parts. The reconstruction method is tested with two data sets containing various building shapes. © 2009 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS).",Article,"Final",Scopus,2-s2.0-70350622985
"Lu X., Jain A.K., Colbry D.","Matching 2.5D face scans to 3D models",2006,"IEEE Transactions on Pattern Analysis and Machine Intelligence",293,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644819715&doi=10.1109%2fTPAMI.2006.15&partnerID=40&md5=1adb31ab8eee5015146bca4ce1ee9564","The performance of face recognition systems that use two-dimensional images depends on factors such as lighting and subject's pose. We are developing a face recognition system that utilizes three-dimensional shape information to make the system more robust to arbitrary pose and lighting. For each subject, a 3D face model is constructed by integrating several 2.5D face scans which are captured from different views. 2.5D is a simplified 3D (x, y, z) surface representation that contains at most one depth value (z direction) for every point in the (x, y) plane. Two different modalities provided by the facial scan, namely, shape and texture, are utilized and integrated for face matching. The recognition engine consists of two components, surface matching and appearance-based matching. The surface matching component is based on a modified Iterative Closest Point (ICP) algorithm. The candidate list from the gallery used for appearance matching is dynamically generated based on the output of the surface matching component, which reduces the complexity of the appearance-based matching stage. Three-dimensional models in the gallery are used to synthesize new appearance samples with pose and illumination variations and the synthesized face images are used in discriminant subspace analysis. The weighted sum rule is applied to combine the scores given by the two matching components. Experimental results are given for matching a database of 200 3D face models with 598 2.5D independent test scans acquired under different pose and some lighting and expression changes. These results show the feasibility of the proposed matching scheme. © 2006 IEEE.",Review,"Final",Scopus,2-s2.0-33644819715
"Murphy M., McGovern E., Pavia S.","Historic Building Information Modelling - Adding intelligence to laser and image based surveys of European classical architecture",2013,"ISPRS Journal of Photogrammetry and Remote Sensing",256,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873262334&doi=10.1016%2fj.isprsjprs.2012.11.006&partnerID=40&md5=2e13585f2f88c331374e42c8ae38c070","Historic Building Information Modelling (HBIM) is a novel prototype library of parametric objects, based on historic architectural data and a system of cross platform programmes for mapping parametric objects onto point cloud and image survey data. The HBIM process begins with remote collection of survey data using a terrestrial laser scanner combined with digital photo modelling. The next stage involves the design and construction of a parametric library of objects, which are based on the manuscripts ranging from Vitruvius to 18th century architectural pattern books. In building parametric objects, the problem of file format and exchange of data has been overcome within the BIM ArchiCAD software platform by using geometric descriptive language (GDL). The plotting of parametric objects onto the laser scan surveys as building components to create or form the entire building is the final stage in the reverse engineering process. The final HBIM product is the creation of full 3D models including detail behind the object's surface concerning its methods of construction and material make-up. The resultant HBIM can automatically create cut sections, details and schedules in addition to the orthographic projections and 3D models (wire frame or textured) for both the analysis and conservation of historic objects, structures and environments. © 2012 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS).",Article,"Final",Scopus,2-s2.0-84873262334
"Bosché F., Ahmed M., Turkan Y., Haas C.T., Haas R.","The value of integrating Scan-to-BIM and Scan-vs-BIM techniques for construction monitoring using laser scanning and BIM: The case of cylindrical MEP components",2015,"Automation in Construction",235,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926221924&doi=10.1016%2fj.autcon.2014.05.014&partnerID=40&md5=da2a570eacf24c3dd2ca1103f3563fa3","There is a growing need for tools automating the processing of as-built 3D laser scanned data, and more particularly the comparison of this as-built data with planned works. This paper particularly considers the case of tracking MEP components with circular cross-sections, which essentially include pipes, and some conduits and ducts. Discrepancies between the as-built and as-planned status of pipes, conduit and ductwork result from changes that occur in the field and that are either unnoticed (human error) or not reflected in the 3D model. Previous research has shown that the Hough transform, with judiciously applied domain constraints, is a practical and cost-effective approach to find, recognize and reconstruct cylindrical MEP works within point clouds automatically. Previous research has also shown that ""Scan-vs-BIM"" systems that are based on the geometric alignment and comparison of as-built laser scans with as-designed BIM models can effectively recognize and identify MEP components as long as they are constructed near their as-planned locations. The research presented in this paper combines the two techniques in a unified approach for more robust automated comparison of as-built and as-planned cylindrical MEP works, thereby providing the basis for automated earned value tracking, automated percent-built-as-planned measures, and assistance for the delivery of as-built BIM models from as-designed ones. The proposed approach and its improved performance are validated using data acquired from an actual construction site. The results are very encouraging and demonstrate the added value of the proposed integrated approach over the rather simpler Scan-vs-BIM system. The two main areas of improved performance are: (1) the enabled recognition and identification of objects that are not built at their as-planned locations; and (2) the consideration for pipe completeness in the pipe recognition and identification metric. © 2014 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-84926221924
