Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Goodhue D.L., Thompson R.L.","Task-technology fit and individual performance",1995,"MIS Quarterly: Management Information Systems",2904,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001019104&doi=10.2307%2f249689&partnerID=40&md5=47a015f8f4fc1b93975c509d70c24f05","A key concern in Information Systems (IS) research has been to better understand the linkage between information systems and individual performance. The research reported in this study has two primary objectives: (1) to propose a comprehensive theoretical model that incorporates valuable insights from two comple mentary streams of research, and (2) to empirically test the core of the model. At the heart of the new model is the assertion that for an information technology to have a positive impact on individual performance, the technology: (1) must be utilized and (2) must be a good fit with the tasks it supports. This new model is moderately supported by an analysis of data from over 600 individuals in two companies. This research highlights the importance of the fit between technologies and users' tasks in achieving individual performance impacts from information technology. It also suggests that task-technology fit, when decomposed into its more detailed components, could be the basis for a strong diagnostic tool to evaluate whether information systems and services in a given organization are meeting user needs.",Article,"Final",Scopus,2-s2.0-0001019104
"Tao F., Cheng J., Qi Q., Zhang M., Zhang H., Sui F.","Digital twin-driven product design, manufacturing and service with big data",2018,"International Journal of Advanced Manufacturing Technology",958,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015707925&doi=10.1007%2fs00170-017-0233-1&partnerID=40&md5=e9df82a6c28a363f7d0c22bcc013b053","Nowadays, along with the application of new-generation information technologies in industry and manufacturing, the big data-driven manufacturing era is coming. However, although various big data in the entire product lifecycle, including product design, manufacturing, and service, can be obtained, it can be found that the current research on product lifecycle data mainly focuses on physical products rather than virtual models. Besides, due to the lack of convergence between product physical and virtual space, the data in product lifecycle is isolated, fragmented, and stagnant, which is useless for manufacturing enterprises. These problems lead to low level of efficiency, intelligence, sustainability in product design, manufacturing, and service phases. However, physical product data, virtual product data, and connected data that tie physical and virtual product are needed to support product design, manufacturing, and service. Therefore, how to generate and use converged cyber-physical data to better serve product lifecycle, so as to drive product design, manufacturing, and service to be more efficient, smart, and sustainable, is emphasized and investigated based on our previous study on big data in product lifecycle management. In this paper, a new method for product design, manufacturing, and service driven by digital twin is proposed. The detailed application methods and frameworks of digital twin-driven product design, manufacturing, and service are investigated. Furthermore, three cases are given to illustrate the future applications of digital twin in the three phases of a product respectively. © 2017, Springer-Verlag London.",Article,"Final",Scopus,2-s2.0-85015707925
"Succar B.","Building information modelling framework: A research and delivery foundation for industry stakeholders",2009,"Automation in Construction",781,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-59049095324&doi=10.1016%2fj.autcon.2008.10.003&partnerID=40&md5=78f8c1b99d396371ae95905052c163db","Building Information Modelling (BIM) is an expansive knowledge domain within the Architecture, Engineering, Construction and Operations (AECO) industry. To allow a systematic investigation of BIM's divergent fields, its knowledge components must be defined and expanding boundaries delineated. This paper explores some of the publicly available international guidelines and introduces the BIM Framework, a research and delivery foundation for industry stakeholders. This is a 'scene-setting' paper identifying many conceptual parts (fields, stages, steps and lenses), providing examples of their application and listing some of the Framework's deliverables. This paper also identifies and deploys visual knowledge models and a specialised ontology to represent domain concepts and their relations. © 2008 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-59049095324
"Palmarini R., Erkoyuncu J.A., Roy R., Torabmostaedi H.","A systematic review of augmented reality applications in maintenance",2018,"Robotics and Computer-Integrated Manufacturing",286,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022209022&doi=10.1016%2fj.rcim.2017.06.002&partnerID=40&md5=8a86297715d34a3de7671fe44fa8d4b5","Augmented Reality (AR) technologies for supporting maintenance operations have been an academic research topic for around 50 years now. In the last decade, major progresses have been made and the AR technology is getting closer to being implemented in industry. In this paper, the advantages and disadvantages of AR have been explored and quantified in terms of Key Performance Indicators (KPI) for industrial maintenance. Unfortunately, some technical issues still prevent AR from being suitable for industrial applications. This paper aims to show, through the results of a systematic literature review, the current state of the art of AR in maintenance and the most relevant technical limitations. The analysis included filtering from a large number of publications to 30 primary studies published between 1997 and 2017. The results indicate a high fragmentation among hardware, software and AR solutions which lead to a high complexity for selecting and developing AR systems. The results of the study show the areas where AR technology still lacks maturity. Future research directions are also proposed encompassing hardware, tracking and user-AR interaction in industrial maintenance is proposed. © 2017 Elsevier Ltd",Review,"Final",Scopus,2-s2.0-85022209022
"Smithson S., Hirschheim R.","Analysing information systems evaluation: Another look at an old problem",1998,"European Journal of Information Systems",241,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-22444452011&doi=10.1057%2fpalgrave.ejis.3000304&partnerID=40&md5=b0ff15aabc5ae9e931d460274e4353c5","Information Systems (IS) evaluation is a thorny problem. In this paper we re-examine the area in light of recent developments in the field. Our examination begins with an example of a common contemporary IS assessment problem, viz. evaluating outsourcing. The example highlights the organizational and political issues that make evaluation fraught with difficulties. The paper argues that IS evaluation is a ‘necessary evil’ but the context in which IS are developed and used has become much more demanding and complex. A conceptual framework, first proposed in an earlier paper as a way to classify the literature, is presented and brought up to date. The framework is then used to re-examine the outsourcing example, demonstrating the usefulness of the framework. © 1998 Operational Research Society Ltd.",Article,"Final",Scopus,2-s2.0-22444452011
"Peleg S., Ben-Ezra M., Pritch Y.","Omnistereo: Panoramic stereo imaging",2001,"IEEE Transactions on Pattern Analysis and Machine Intelligence",234,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035279870&doi=10.1109%2f34.910880&partnerID=40&md5=079911aaa9a4c38fa8cafdd8da0af114","An Omnistereo panorama consists of a pair of panoramic images, where one panorama is for the left eye and another panorama is for the right eye. The panoramic stereo pair provides a stereo sensation up to a full 360 degrees. Omnistereo panoramas cannot be photographed by two omnidirectional cameras from two viewpoints, but can be constructed by mosaicing together images from a rotating stereo pair. A more convenient approach to generate omnistereo panoramas is by mosaicing images from a single rotating camera. This approach also enables the control of stereo disparity, giving larger baselines for faraway scenes, and a smaller baseline for closer scenes. Capturing panoramic omnistereo images with a rotating camera makes it impossible to capture dynamic scenes at video rates and limits omnistereo imaging to stationary scenes. We, therefore, present two possibilities for capturing omnistereo panoramas using optics without any moving parts. A special mirror is introduced such that viewing the scene through this mirror creates the same rays as those used with the rotating cameras. A lens for omnistereo panorama is also introduced. The designs of the mirror and of the lens are based on curves whose caustic is a circle. Omnistereo panoramas can also be rendered by computer graphics methods to represent virtual environments.",Article,"Final",Scopus,2-s2.0-0035279870
"Sacks R., Eastman C., Lee G., Teicholz P.","BIM Handbook: A Guide to Building Information Modeling for Owners, Designers, Engineers, Contractors, and Facility Managers",2018,"BIM Handbook: A Guide to Building Information Modeling for Owners, Designers, Engineers, Contractors, and Facility Managers",224,,[No abstract available],,"Final",Scopus,2-s2.0-85054559327
"Murphy M., Mcgovern E., Pavia S.","Historic building information modelling (HBIM)",2009,"Structural Survey",215,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350367834&doi=10.1108%2f02630800910985108&partnerID=40&md5=db048577f0807f71c301aeed288fd8c4","Purpose - The purpose of this research is to outline in detail the procedure of remote data capture using laser scanning and the subsequent processing required in order to identify a new methodology for creating full engineering drawings (orthographic and 3D models) from laser scan and image survey data for historic structures.Design/methodology/approach - Historic building information modelling (HBIM) is proposed as a new system of modelling historic structures; the HBIM process begins with remote collection of survey data using a terrestrial laser scanner combined with digital cameras. A range of software programs is then used to combine the image and scan data.Findings - Meshing of the point cloud followed by texturing from the image data creates a framework for the creation of a 3D model. Mapping of BIM objects onto the 3D surface model is the final stage in the reverse engineering process, creating full 2D and 3D models including detail behind the object's surface concerning its methods of construction and material makeup, this new process is described as HBIM.Originality/value - The future research within this area will concentrate on three main stands. The initial strand is to attempt improve the application of geometric descriptive language to build complex parametric objects. The second stand is the development of a library of parametric based on historic data (from Vitruvius to 18th century architectural pattern books). Finally, while it is possible to plot parametric objects onto the laser scan data, there is need to identify intermediate software platforms to accelerate this stage within the HBIM framework. © Emerald Group Publishing Limited.",Article,"Final",Scopus,2-s2.0-70350367834
"Moropoulou A., Labropoulos K.C., Delegou E.T., Karoglou M., Bakolas A.","Non-destructive techniques as a tool for the protection of built cultural heritage",2013,"Construction and Building Materials",144,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885951327&doi=10.1016%2fj.conbuildmat.2013.03.044&partnerID=40&md5=491d94245e47e1ae9a210606fbf04d10","Recent technological developments in the field of non-destructive techniques have enhanced their usefulness in the field of built cultural heritage protection, and are indispensable tools for the characterisation of materials, detection of wear and degradation of materials, assessment of interventions' effectiveness and evaluation of compatible materials and processes. State-of-the-art techniques such as digital image processing, infrared thermography, ground penetrating radar, ultrasonic testing and fibre-optic microscopy, and their respective signal and image analyses, validated by in-lab analyses, allow the successful implementation of an integrated approach for the protection of built cultural heritage which encompasses scientific support to decision making. © 2013 Elsevier Ltd. All rights reserved.",Article,"Final",Scopus,2-s2.0-84885951327
"Boje C., Guerriero A., Kubicki S., Rezgui Y.","Towards a semantic Construction Digital Twin: Directions for future research",2020,"Automation in Construction",113,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082386834&doi=10.1016%2fj.autcon.2020.103179&partnerID=40&md5=914efcd6c064d6a97299f00d812bb8fc","As the Architecture, Engineering and Construction sector is embracing the digital age, the processes involved in the design, construction and operation of built assets are more and more influenced by technologies dealing with value-added monitoring of data from sensor networks, management of this data in secure and resilient storage systems underpinned by semantic models, as well as the simulation and optimisation of engineering systems. Aside from enhancing the efficiency of the value chain, such information-intensive models and associated technologies play a decisive role in minimising the lifecycle impacts of our buildings. While Building Information Modelling provides procedures, technologies and data schemas enabling a standardised semantic representation of building components and systems, the concept of a Digital Twin conveys a more holistic socio-technical and process-oriented characterisation of the complex artefacts involved by leveraging the synchronicity of the cyber-physical bi-directional data flows. Moreover, BIM lacks semantic completeness in areas such as control systems, including sensor networks, social systems, and urban artefacts beyond the scope of buildings, thus requiring a holistic, scalable semantic approach that factors in dynamic data at different levels. The paper reviews the multi-faceted applications of BIM during the construction stage and highlights limits and requirements, paving the way to the concept of a Construction Digital Twin. A definition of such a concept is then given, described in terms of underpinning research themes, while elaborating on areas for future research. © 2020 The Authors",Review,"Final",Scopus,2-s2.0-85082386834
