Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Gil A.C.",[No title available],2002,"Como elaborar projetos de pesquisa",1458,,[No abstract available],,"Final",Scopus,2-s2.0-1842463355
"Want R.","An introduction to RFID technology",2006,"IEEE Pervasive Computing",1182,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-32844471136&doi=10.1109%2fMPRV.2006.2&partnerID=40&md5=9a19990804003d0093a54f5093878896","The radio frequency identification technology (RFID) and its applications are discussed. The RFID tags support a large set of unique IDs than bar codes and can incorporate additional data such as, manufacturer, product type, and even measure environmental factors such as temperatures. These devices are mainly classified into two main categories such as, the active and the passive. The active tags require a power source and are either connected to a powered infrastructure or use energy stored in an integrated battery and the passive device's lifetime is limited by the stored energy, balanced against the number of read operations the device must undergo.",Review,"Final",Scopus,2-s2.0-32844471136
"Finkenzeller K.","RFID Handbook: Fundamentals and Applications in Contactless Smart Cards, Radio Frequency Identification and near-Field Communication",2010,"RFID Handbook: Fundamentals and Applications in Contactless Smart Cards, Radio Frequency Identification and near-Field Communication",854,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891585200&doi=10.1002%2f9780470665121&partnerID=40&md5=5d8e2e930cb5621d8b4bfc580bad5c4a","This is the third revised edition of the established and trusted RFID Handbook; the most comprehensive introduction to radio frequency identification (RFID) available. This essential new edition contains information on electronic product code (EPC) and the EPC global network, and explains near-field communication (NFC) in depth. It includes revisions on chapters devoted to the physical principles of RFID systems and microprocessors, and supplies up-to-date details on relevant standards and regulations. Taking into account critical modern concerns, this handbook provides the latest information on: The use of RFID in ticketing and electronic passports; The security of RFID systems, explaining attacks on RFID systems and other security matters, such as transponder emulation and cloning, defence using cryptographic methods, and electronic article surveillance; Frequency ranges and radio licensing regulations. The text explores schematic circuits of simple transponders and readers, and includes new material on active and passive transponders, ISO/IEC 18000 family, ISO/IEC 15691 and 15692. It also describes the technical limits of RFID systems. A unique resource offering a complete overview of the large and varied world of RFID, Klaus Finkenzeller's volume is useful for end-users of the technology as well as practitioners in auto ID and IT designers of RFID products. Computer and electronics engineers in security system development, microchip designers, and materials handling specialists benefit from this book, as do automation, industrial and transport engineers. Clear and thorough explanations also make this an excellent introduction to the topic for graduate level students in electronics and industrial engineering design. Klaus Finkenzeller was awarded the Fraunhofer-Smart Card Prize 2008 for the second edition of this publication, which was celebrated for being an outstanding contribution to the smart card field. © 2010 John Wiley & Sons, Ltd.",Book,"Final",Scopus,2-s2.0-84891585200
"Oesterreich T.D., Teuteberg F.","Understanding the implications of digitisation and automation in the context of Industry 4.0: A triangulation approach and elements of a research agenda for the construction industry",2016,"Computers in Industry",513,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992398667&doi=10.1016%2fj.compind.2016.09.006&partnerID=40&md5=49fd6bbda78564ac6c803a50f787cc09","In recent years, Industry 4.0 has been introduced as a popular term to describe the trend towards digitisation and automation of the manufacturing environment. Despite its potential benefits in terms of improvements in productivity and quality, this concept has not gained much attention in the construction industry. This development is founded in the fact that the far-reaching implications of the increasingly digitised and automated manufacturing environment are still widely unknown. Against this backdrop, the primary objective of this paper is to explore the state of the art as well as the state of practice of Industry 4.0 relating technologies in the construction industry by pointing out the political, economic, social, technological, environmental and legal implications of its adoption. In this context, we present the results of our triangulation approach, which consists of a comprehensive systematic literature review and case study research, by illustrating a PESTEL framework and a value chain model. Additionally, we provide recommendations for further research within a research agenda. © 2016 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-84992398667
"Navon R.","Research in automated measurement of project performance indicators",2007,"Automation in Construction",89,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845966046&doi=10.1016%2fj.autcon.2006.03.003&partnerID=40&md5=cbd1f856b73125aaba9d23d9091057ed","Current monitoring and control methods rely on massive manual work. As a result, control information is expensive to produce, or is generated irregularly. Additionally, the information is only available infrequently - in many cases after the controlled activity was completed - and its quality and integrity are low. The purpose of the research presented in this paper is to improve monitoring and control information, i.e. to offer it on a daily basis, to improve its quality and integrity and to reduce the cost of generating it. To do all this, the Technion APPC researchers started exploring the use of automated data collection (ADC) technologies. We developed models for automated labor and equipment control, materials management and control as well as monitoring safety measures - all described in this paper. Based on the above, the paper discusses development issues and the prospects for commercializing such systems. Materials management and control is currently the most practical application. On the other end of the spectrum is labor control, which currently is the most challenging area. © 2006 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-33845966046
"Demiralp G., Guven G., Ergen E.","Analyzing the benefits of RFID technology for cost sharing in construction supply chains: A case study on prefabricated precast components",2012,"Automation in Construction",69,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860292786&doi=10.1016%2fj.autcon.2012.02.005&partnerID=40&md5=34fef5c37b429b1d0c8c34ab03a48099","The problems encountered in the current manual material tracking methods result in late deliveries, missing components and incorrect installations. Automated data collection technologies, such as Radio Frequency Identification (RFID), are promising technologies that can be used to efficiently track components in construction supply chains. However, it is still not clear how the cost of technology investment should be shared among supply chain members. This study proposes the use of a cost sharing ratio, which is calculated for each party based on the benefits received. A case study was conducted at a prefabricated exterior concrete wall panel supply chain, and a simulation based decision-support tool was used to model the current manual phase and automated phases. The simulation results were used to determine and analyze the benefits and related cost savings of RFID for each party, and a cost sharing ratio was calculated for distributing the technology investment cost among parties. © 2012 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-84860292786
"Sawhney A., Riley M., Irizarry J.",[No title available],2020,"Construction 4.0: An Innovation Platform for the Built Environment",52,,[No abstract available],,"Final",Scopus,2-s2.0-85084242190
[No author name available],"Associação Brasileira de Normas Técnicas",1998,"Associação Brasileira de Normas Técnicas",46,,[No abstract available],,"Final",Scopus,2-s2.0-84859980585
"Park J., Cho Y.K., Ahn C.R.","A Wireless Tracking System Integrated with BIM for Indoor Construction Applications",2016,"Construction Research Congress 2016: Old and New Construction Technologies Converge in Historic San Juan - Proceedings of the 2016 Construction Research Congress, CRC 2016",20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976343009&doi=10.1061%2f9780784479827.265&partnerID=40&md5=4441b335fec5eea5970a1a8d21231486","With enormous technological changes over the last decade, modern construction trends have become more complex and dynamic. This demands that construction professionals be more effective and organized to successfully complete their construction activities. However, recent research shows that current construction management techniques are ineffective. In addition, this research recognized the potential benefits of location awareness of construction resources in the construction management. The availability of location awareness information was identified to assist real-time decision making, provide more control over construction processes, and improve productivity and safety. In this context, this paper introduces an indoor location tracking system that integrates Bluetooth low energy (BLE) sensors and motion sensors with BIM. BLE Beacons were used to track a target by estimating its location. Motion sensors were used to enhance the quality of estimation. In addition, a BIM model was exploited to extract map knowledge for movement constraints. Two field tests were conducted at two indoor construction sites. Complex tracking scenarios were designed to thoroughly assess accuracy and reliability of the tracking system. The results demonstrated the capability of the proposed tracking system with an average accuracy of about 1~2 m, which indicated that the implementation of the BLE tracking system in construction applications would be effective and promising for potential widespread adoption. © ASCE.",Conference Paper,"Final",Scopus,2-s2.0-84976343009
"Lu Q., Xie X., Parlikad A.K., Schooling J.M., Konstantinou E.","Moving from building information models to digital twins for operation and maintenance",2020,"Proceedings of the Institution of Civil Engineers-Smart Infrastructure and Construction",15,,[No abstract available],,"Final",Scopus,2-s2.0-85087572642
