Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Huang Y., Li Y., Zhang Z., Liu R.W.","GPU-Accelerated Compression and Visualization of Large-Scale Vessel Trajectories in Maritime IoT Industries",2020,"IEEE Internet of Things Journal",43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096244465&doi=10.1109%2fJIOT.2020.2989398&partnerID=40&md5=a7ab11957e11c4af1ab8a7a276b9f88a","The automatic identification system (AIS), an automatic vessel-tracking system, has been widely adopted to perform intelligent traffic management and collision avoidance services in maritime Internet-of-Things (IoT) industries. With the rapid development of maritime transportation, tremendous numbers of AIS-based vessel trajectory data have been collected, which make trajectory data compression imperative and challenging. This article mainly focuses on the compression and visualization of large-scale vessel trajectories and their graphics processing unit (GPU)-accelerated implementations. The visualization was implemented to investigate the influence of compression on vessel trajectory data quality. In particular, the Douglas-Peucker (DP) and kernel density estimation (KDE) algorithms, respectively, utilized for trajectory compression and visualization, were significantly accelerated through the massively parallel computation capabilities of the GPU architecture. Comprehensive experiments on trajectory compression and visualization have been conducted on large-scale AIS data of recording ship movements collected from three different water areas, i.e., the South Channel of Yangtze River Estuary, the Chengshan Jiao Promontory, and the Zhoushan Islands. Experimental results illustrated that: 1) the proposed GPU-based parallel implementation frameworks could significantly reduce the computational time for both trajectory compression and visualization; 2) the influence of compressed vessel trajectories on trajectory visualization could be negligible if the compression threshold was selected suitably; and 3) the Gaussian kernel was capable of generating more appropriate KDE-based visualization performance by comparing with other seven kernel functions. © 2014 IEEE.",Article,"Final",Scopus,2-s2.0-85096244465
"Liu R.W., Nie J., Garg S., Xiong Z., Zhang Y., Hossain M.S.","Data-driven trajectory quality improvement for promoting intelligent vessel traffic services in 6g-enabled maritime iot systems",2021,"IEEE Internet of Things Journal",42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103314773&doi=10.1109%2fJIOT.2020.3028743&partnerID=40&md5=e3ec17ef89c5f1676b2ef396101dd3b5","Future generation communication systems, such as 5G and 6G wireless systems, exploit the combined satellite-terrestrial communication infrastructures to extend network coverage and data throughput for data-driven applications. These ground-breaking techniques have promoted the rapid development of Internet of Things (IoT) in maritime industries. In maritime IoT applications, intelligent vessel traffic services can be guaranteed by collecting and analyzing high volume of spatial data flows from automatic identification system (AIS). This AIS system includes a highly integrated automatic equipment, including functionalities of core communication, tracking, and sensing. The increased utilization of shipboard AIS devices allows the collection of massive trajectory data. However, the received raw AIS data often suffers from undesirable outliers (i.e., poorly tracked timestamped points for vessel trajectories) during signal acquisition and analog-to-digital conversion. The degraded AIS data will bring negative effects on vessel traffic services (e.g., maritime traffic monitoring, intelligent maritime navigation, vessel collision avoidance, etc.) in maritime IoT scenarios. To improve the quality of vessel trajectory records from AIS networks, we propose to develop a two-phase data-driven machine learning framework for vessel trajectory reconstruction. In particular, a density-based clustering method is introduced in the first phase to automatically recognize the undesirable outliers. The second phase proposes a bidirectional long short-term memory (BLSTM)-based supervised learning technique to restore the timestamped points degraded by random outliers in vessel trajectories. Comprehensive experiments on simulated and realistic data sets have verified the dominance of our two-phase vessel reconstruction framework compared to other competing methods. It thus has the capacity of promoting intelligent vessel traffic services in 6G-enabled maritime IoT systems. © 2014 IEEE.",Article,"Final",Scopus,2-s2.0-85103314773
"Park N., Cho S., Kim B.-D., Lee B., Won D.","Security enhancement of user authentication scheme using IVEF in vessel traffic service system",2012,"Lecture Notes in Electrical Engineering",32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868582995&doi=10.1007%2f978-94-007-5699-1_71&partnerID=40&md5=cb5dc572d4da989fc19d8810baedc812","Vessel Traffic System (VTS) is an important marine traffic monitoring system which is designed to improve the safety and efficiency of navigation and the protection of the marine environment. And the demand of Inter-VTS networking has been increased for realization of e-Navigation as shore side collaboration for maritime safety. And IVEF (Inter-VTS Data Exchange Format) for Inter-VTS network has become a hot research topic of VTS system. Currently, the IVEF developed by the International Association of Lighthouse Authorities (IALA) does not include any highly trusted certification technology for the connectors. However, the vessel traffic information requires high security since it is highly protected by the countries. Therefore, this study suggests the certification system to increase the security of the VTS systems using the main certification server and IVEF. © 2012 Springer Science+Business Media.",Conference Paper,"Final",Scopus,2-s2.0-84868582995
"Ten Broeke I.A.A., Willems C.P.M., Glansdorp C.C.","River information services: A joint European effort to enhance safety and usability of the Inland waterway network",2001,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034784347&partnerID=40&md5=ff402119d064d2c84d2b1d513e17c2cf","In Europe, a concept for harmonized Vessel Traffic Management Information Services to support traffic management in inland navigation has been recently developed under the name of River Information Services (RIS). The concept has been further detailed in the European INDRIS project. To date, a number of field tests have demonstrated the value of RIS for the users.",Conference Paper,"Final",Scopus,2-s2.0-0034784347
"Duan S., Yu G., Xing H., Wu Z.","Inland waterway transport in China: Situation and problems",2010,"ICLEM 2010: Logistics for Sustained Economic Development - Infrastructure, Information, Integration - Proceedings of the 2010 International Conference of Logistics Engineering and Management",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650050385&doi=10.1061%2f41139%28387%2954&partnerID=40&md5=608a73423325b4365dc25e8a3f42d842","Inland waterway transportation plays an important role in China's economic development. In recent years, state and local governments increased their investment in inland water transportation and inland shipping capacity grows continuously. Although inland water transportation developed steadily, it is still uncoordinated with the development of market economy in some respects. In comparison to the developed countries, China's inland water transportation resources and its advantages have not yet been fully developed and exploited. In this paper, the development status of China's inland water transportation, the present problems in shipping capacity, ship type, competition, management, technical equipment and security system were analyzed comprehensively and the methods to solve these problems were proposed. The results are instructive for the sustainable development of inland water transportation in China. © 2010 ASCE.",Conference Paper,"Final",Scopus,2-s2.0-78650050385
"Wu Z., Liu Z., Shi K., Wang L., Liang X.","Review on the Construction and Application of Digital Twins in Transportation Scenes [交通场景数字孪生构建与虚实融合应用研究]",2021,"Xitong Fangzhen Xuebao / Journal of System Simulation",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101786215&doi=10.16182%2fj.issn1004731x.joss.20-0754&partnerID=40&md5=9a2cfb1c2a6e1f1f74e04ae88261efb0","Digital twins connect the physical world and the information world, and provide new ideas for the analysis and solution of complex traffic problems. The research and application status of digital twins in transportation scenes are reviewed on the basis of sorting out the basic concepts, development history and key technologies of digital twins. The key technologies for the construction of digital twins in transportation scenes that need to be breakthrough are analyzed from the four aspects of ""people-vehicle-road-environment"" combined with the characteristics of the elements of traffic operation. The prospect of digital twin transportation applications in the development of vehicles, intelligent operation and maintenance of important infrastructure, unmanned virtual testing, analysis and experiments of traffic problems are expected. © 2021, The Editorial Board of Journal of System Simulation. All right reserved.",Review,"Final",Scopus,2-s2.0-85101786215
"Wu H., Zhang M., Zhai Z.","Intelligent navigation and intelligent waterway construction of inland vessels",2019,"Intell. Internet Things Technol.",2,,[No abstract available],,"Final",Scopus,2-s2.0-85097329552
"Erceg B.Č.","Inland waterways transport in the European union-flowing or still standing?",2019,"Proc. 6th Int. Sci. Conf. ‘Social Changes Global World",2,,[No abstract available],,"Final",Scopus,2-s2.0-85092235803
"Wang X., Sun W.","Application and prospect of new technology in inland waterway regulation",2019,"ICTE 2019 - Proceedings of the 6th International Conference on Transportation Engineering",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079039804&doi=10.1061%2f9780784482742.024&partnerID=40&md5=ae0cca102c123edc580974a6461d0a53","With the development of economy and society, the demand for inland river transportation is increasing. A large number of waterways is restricted by natural conditions and other factors. It is becoming more and more difficult to build a high-grade waterway. How to make full use of the limited waterway resources and improve comprehensive service capacity has become an important subject of inland waterway transportation. Based on the current situation and business scope of waterway regulation, this paper summarizes the requirements of waterway regulation. It also designs an intelligent waterway management system according to analyzing the applications of intelligent sensor, Internet of Things, big data, cloud computing, artificial intelligence, wireless communication in waterway management. This intelligent system can provide navigation security services including waterway maintenance, hydrometeorological, route planning, dynamic monitoring, automatic collision avoidance supporting, rescue service, and traffic flow management. It will bring a new form of modern shipping with more efficient production, more scientific management, more flexible and transparent service, and stronger guarantee. In the future, the application of waterway should gradually adapt to the development of economy and society. Finally, it will achieve the goal of the overall perception of shipping elements, the comprehensive sharing of shipping information, the comprehensive intelligence of shipping production, the comprehensive wisdom of shipping management, and the high quality of shipping service. © 2020 American Society of Civil Engineers.",Conference Paper,"Final",Scopus,2-s2.0-85079039804
"Spalding J.W., Shea K.M., Lewandowski M.J.","Intelligent waterway system and the waterway information network",2002,"Proceedings of the 2002 National Technical Meeting of The Institute of Navigation",2,,[No abstract available],,"Final",Scopus,2-s2.0-84900481639
