Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Russakovsky O., Deng J., Su H., Krause J., Satheesh S., Ma S., Huang Z., Karpathy A., Khosla A., Bernstein M., Berg A.C., Fei-Fei L.","ImageNet Large Scale Visual Recognition Challenge",2015,"International Journal of Computer Vision",15762,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947041871&doi=10.1007%2fs11263-015-0816-y&partnerID=40&md5=ba4833102503cf8586d4f777f98ea99e","The ImageNet Large Scale Visual Recognition Challenge is a benchmark in object category classification and detection on hundreds of object categories and millions of images. The challenge has been run annually from 2010 to present, attracting participation from more than fifty institutions. This paper describes the creation of this benchmark dataset and the advances in object recognition that have been possible as a result. We discuss the challenges of collecting large-scale ground truth annotation, highlight key breakthroughs in categorical object recognition, provide a detailed analysis of the current state of the field of large-scale image classification and object detection, and compare the state-of-the-art computer vision accuracy with human accuracy. We conclude with lessons learned in the 5 years of the challenge, and propose future directions and improvements. © 2015, Springer Science+Business Media New York.",Article,"Final",Scopus,2-s2.0-84947041871
"Ester M., Kriegel H.-P., Sander J., Xu X.","A density-based algorithm for discovering clusters in large spatial databases with noise",1996,"Proceedings of the 2nd International Conference on Knowledge Discovery and Data Mining",12047,,[No abstract available],,,Scopus,2-s2.0-0000550189
"Lloyd S.P.","Least Squares Quantization in PCM",1982,"IEEE Transactions on Information Theory",7886,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020102027&doi=10.1109%2fTIT.1982.1056489&partnerID=40&md5=93441bcaa6dfd4d4f33cec8fad6c4487","It has long been realized that in pulse-code modulation (PCM), with a given ensemble of signals to handle, the quantum values should be spaced more closely in the voltage regions where the signal amplitude is more likely to fall. It has been shown by Panter and Dite that, in the limit as the number of quanta becomes infinite, the asymptotic fractional density of quanta per unit voltage should vary as the one-third power of the probability density per unit voltage of signal amplitudes. In this paper the corresponding result for any finite number of quanta is derived; that is, necessary conditions are found that the quanta and associated quantization intervals of an optimum finite quantization scheme must satisfy. The optimization criterion used is that the average quantization noise power be a minimum. It is shown that the result obtained here goes over into the Panter and Dite result as the number of quanta become large. The optimum quantization schemes for 2b quanta, b = 1,2, ···, 7, are given numerically for Gaussian and for Laplacian distribution of signal amplitudes. ©1982 IEEE",Article,"Final",Scopus,2-s2.0-0020102027
"Qi C.R., Su H., Mo K., Guibas L.J.","PointNet: Deep learning on point sets for 3D classification and segmentation",2017,"Proceedings - 30th IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2017",3556,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043534104&doi=10.1109%2fCVPR.2017.16&partnerID=40&md5=e11897ee95a057bbc78aef23d420f926","Point cloud is an important type of geometric data structure. Due to its irregular format, most researchers transform such data to regular 3D voxel grids or collections of images. This, however, renders data unnecessarily voluminous and causes issues. In this paper, we design a novel type of neural network that directly consumes point clouds, which well respects the permutation invariance of points in the input. Our network, named PointNet, provides a unified architecture for applications ranging from object classification, part segmentation, to scene semantic parsing. Though simple, PointNet is highly efficient and effective. Empirically, it shows strong performance on par or even better than state of the art. Theoretically, we provide analysis towards understanding of what the network has learnt and why the network is robust with respect to input perturbation and corruption. © 2017 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-85043534104
"Ankerst M., Breunig M.M., Kriegel H.-P., Sander J.","OPTICS: Ordering Points to Identify the Clustering Structure",1999,"SIGMOD Record (ACM Special Interest Group on Management of Data)",2656,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347172110&doi=10.1145%2f304181.304187&partnerID=40&md5=eceeb8ae651e60091b35f5b5c6b75200","Cluster analysis is a primary method for database mining. It is either used as a stand-alone tool to get insight into the distribution of a data set, e.g. to focus further analysis and data processing, or as a preprocessing step for other algorithms operating on the detected clusters. Almost all of the well-known clustering algorithms require input parameters which are hard to determine but have a significant influence on the clustering result. Furthermore, for many real-data sets there does not even exist a global parameter setting for which the result of the clustering algorithm describes the intrinsic clustering structure accurately. We introduce a new algorithm for the purpose of cluster analysis which does not produce a clustering of a data set explicitly; but instead creates an augmented ordering of the database representing its density-based clustering structure. This cluster-ordering contains information which is equivalent to the density-based clusterings corresponding to a broad range of parameter settings. It is a versatile basis for both automatic and interactive cluster analysis. We show how to automatically and efficiently extract not only 'traditional' clustering information (e.g. representative points, arbitrary shaped clusters), but also the intrinsic clustering structure. For medium sized data sets, the cluster-ordering can be represented graphically and for very large data sets, we introduce an appropriate visualization technique. Both are suitable for interactive exploration of the intrinsic clustering structure offering additional insights into the distribution and correlation of the data.",Article,"Final",Scopus,2-s2.0-0347172110
"Fisher R.A., Yates F.",[No title available],1963,"Statistical Tables for Biological, Agricultural and Medical Research",2404,,[No abstract available],,,Scopus,2-s2.0-0003741171
"Hoppe Hugues, DeRose Tony, Duchamp Tom, McDonald John, Stuetzle Werner","Surface reconstruction from unorganized points",1992,"Computer Graphics (ACM)",2068,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026888013&doi=10.1145%2f142920.134011&partnerID=40&md5=eb79072c6bfc5a01dd3221f17830486d","We describe and demonstrate an algorithm that takes as input an unorganized set of points {X1,...,nRTBC ⊂ IR3 on or near an unknown manifold M, and produces as output a simplicial surface that approximates M. Neither the topology, the presence of boundaries, nor the geometry of M are assumed to be known in advance - all are inferred automatically from the data. This problem naturally arises in a variety of practical situations such as range scanning an object from multiple view points, recovery of biological shapes from two-dimensional slices, and interactive surface sketching.",Article,"Final",Scopus,2-s2.0-0026888013
"Su H., Maji S., Kalogerakis E., Learned-Miller E.","Multi-view convolutional neural networks for 3D shape recognition",2015,"Proceedings of the IEEE International Conference on Computer Vision",1564,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973882748&doi=10.1109%2fICCV.2015.114&partnerID=40&md5=2d51348e0c4b74c3dd228cfb09a73e4a","A longstanding question in computer vision concerns the representation of 3D shapes for recognition: should 3D shapes be represented with descriptors operating on their native 3D formats, such as voxel grid or polygon mesh, or can they be effectively represented with view-based descriptors? We address this question in the context of learning to recognize 3D shapes from a collection of their rendered views on 2D images. We first present a standard CNN architecture trained to recognize the shapes' rendered views independently of each other, and show that a 3D shape can be recognized even from a single view at an accuracy far higher than using state-of-the-art 3D shape descriptors. Recognition rates further increase when multiple views of the shapes are provided. In addition, we present a novel CNN architecture that combines information from multiple views of a 3D shape into a single and compact shape descriptor offering even better recognition performance. The same architecture can be applied to accurately recognize human hand-drawn sketches of shapes. We conclude that a collection of 2D views can be highly informative for 3D shape recognition and is amenable to emerging CNN architectures and their derivatives. © 2015 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-84973882748
"Lai K., Bo L., Ren X., Fox D.","A large-scale hierarchical multi-view RGB-D object dataset",2011,"Proceedings - IEEE International Conference on Robotics and Automation",1027,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455168545&doi=10.1109%2fICRA.2011.5980382&partnerID=40&md5=996bca38baf12014f8c173d60f066088","Over the last decade, the availability of public image repositories and recognition benchmarks has enabled rapid progress in visual object category and instance detection. Today we are witnessing the birth of a new generation of sensing technologies capable of providing high quality synchronized videos of both color and depth, the RGB-D (Kinect-style) camera. With its advanced sensing capabilities and the potential for mass adoption, this technology represents an opportunity to dramatically increase robotic object recognition, manipulation, navigation, and interaction capabilities. In this paper, we introduce a large-scale, hierarchical multi-view object dataset collected using an RGB-D camera. The dataset contains 300 objects organized into 51 categories and has been made publicly available to the research community so as to enable rapid progress based on this promising technology. This paper describes the dataset collection procedure and introduces techniques for RGB-D based object recognition and detection, demonstrating that combining color and depth information substantially improves quality of results. © 2011 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-84455168545
"Lee C.H., Varshney A., Jacobs D.W.","Mesh saliency",2005,"ACM Transactions on Graphics",600,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24944488335&doi=10.1145%2f1073204.1073244&partnerID=40&md5=9f2bf8dcf949fb98daee2210ba1bfce7","Research over the last decade has built a solid mathematical foundation for representation and analysis of 3D meshes in graphics and geometric modeling. Much of this work however does not explicitly incorporate models of low-level human visual attention. In this paper we introduce the idea of mesh saliency as a measure of regional importance for graphics meshes. Our notion of saliency is inspired by low-level human visual system cues. We define mesh saliency in a scale-dependent manner using a center-surround operator on Gaussian-weighted mean curvatures. We observe that such a definition of mesh saliency is able to capture what most would classify as visually interesting regions on a mesh. The human-perception-inspired importance measure computed by our mesh saliency operator results in more visually pleasing results in processing and viewing of 3D meshes, compared to using a purely geometric measure of shape, such as curvature. We discuss how mesh saliency can be incorporated in graphics applications such as mesh simplification and viewpoint selection and present examples that show visually appealing results from using mesh saliency. Copyright © 2005 by the Association for Computing Machinery, Inc.",Conference Paper,"Final",Scopus,2-s2.0-24944488335
