Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Tao F., Cheng J., Qi Q., Zhang M., Zhang H., Sui F.","Digital twin-driven product design, manufacturing and service with big data",2018,"International Journal of Advanced Manufacturing Technology",958,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015707925&doi=10.1007%2fs00170-017-0233-1&partnerID=40&md5=e9df82a6c28a363f7d0c22bcc013b053","Nowadays, along with the application of new-generation information technologies in industry and manufacturing, the big data-driven manufacturing era is coming. However, although various big data in the entire product lifecycle, including product design, manufacturing, and service, can be obtained, it can be found that the current research on product lifecycle data mainly focuses on physical products rather than virtual models. Besides, due to the lack of convergence between product physical and virtual space, the data in product lifecycle is isolated, fragmented, and stagnant, which is useless for manufacturing enterprises. These problems lead to low level of efficiency, intelligence, sustainability in product design, manufacturing, and service phases. However, physical product data, virtual product data, and connected data that tie physical and virtual product are needed to support product design, manufacturing, and service. Therefore, how to generate and use converged cyber-physical data to better serve product lifecycle, so as to drive product design, manufacturing, and service to be more efficient, smart, and sustainable, is emphasized and investigated based on our previous study on big data in product lifecycle management. In this paper, a new method for product design, manufacturing, and service driven by digital twin is proposed. The detailed application methods and frameworks of digital twin-driven product design, manufacturing, and service are investigated. Furthermore, three cases are given to illustrate the future applications of digital twin in the three phases of a product respectively. © 2017, Springer-Verlag London.",Article,"Final",Scopus,2-s2.0-85015707925
"Kritzinger W., Karner M., Traar G., Henjes J., Sihn W.","Digital Twin in manufacturing: A categorical literature review and classification",2018,,533,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052915281&doi=10.1016%2fj.ifacol.2018.08.474&partnerID=40&md5=89a5c6aec62d7a3f4ec83465a36abfa8","The Digital Twin (DT) is commonly known as a key enabler for the digital transformation, however, in literature is no common understanding concerning this term. It is used slightly different over the disparate disciplines. The aim of this paper is to provide a categorical literature review of the DT in manufacturing and to classify existing publication according to their level of integration of the DT. Therefore, it is distinct between Digital Model (DM), Digital Shadow (DS) and Digital Twin. The results are showing, that literature concerning the highest development stage, the DT, is scarce, whilst there is more literature about DM and DS. © 2018",Conference Paper,"Final",Scopus,2-s2.0-85052915281
"Uhlemann T.H.-J., Lehmann C., Steinhilper R.","The Digital Twin: Realizing the Cyber-Physical Production System for Industry 4.0",2017,"Procedia CIRP",433,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019987476&doi=10.1016%2fj.procir.2016.11.152&partnerID=40&md5=c5731a8c442c5dd06d70f59e9dc90f1f","Concerning current approaches to planning of manufacturing processes, the acquisition of a sufficient data basis of the relevant process information and subsequent development of feasible layout options requires 74% of the overall time-consumption. However, the application of fully automated techniques within planning processes is not yet common practice. Deficits are to be observed in the course of the use of a fully automated data acquisition of the underlying process data, a key element of Industry 4.0, as well as the evaluation and quantification and analysis of the gathered data. As the majority of the planning operations are conducted manually, the lack of any theoretical evaluation renders a benchmarking of the results difficult. Current planning processes analyze the manually achieved results with the aid of simulation. Evaluation and quantification of the planning procedure are limited by complexity that defies manual controllability. Research is therefore required with regard to automated data acquisition and selection, as the near real-time evaluation and analysis of a highly complex production systems relies on a real-time generated database. The paper presents practically feasible approaches to a multi-modal data acquisition approach, its requirements and limitations. The further concept of the Digital Twin for a production process enables a coupling of the production system with its digital equivalent as a base for an optimization with a minimized delay between the time of data acquisition and the creation of the Digital Twin. Therefore a digital data acquisition approach is necessary. As a consequence a cyber-physical production system can be generated, that opens up powerful applications. To ensure a maximum concordance of the cyber-physical process with its real-life model a multimodal data acquisition and evaluation has to be conducted. The paper therefore presents a concept for the composition of a database and proposes guidelines for the implementation of the Digital Twin in production systems in small and medium-sized enterprises. © 2017 The Authors.",Conference Paper,"Final",Scopus,2-s2.0-85019987476
"Gerrish T., Ruikar K., Cook M., Johnson M., Phillip M., Lowry C.","BIM application to building energy performance visualisation and managementChallenges and potential",2017,"Energy and Buildings",114,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016504107&doi=10.1016%2fj.enbuild.2017.03.032&partnerID=40&md5=5f7250f8f9b60bf6e40af03a3d43d529","This paper evaluates the potential for use of building information modelling (BIM) as a tool to support the visualisation and management of a building's performance; demonstrating a method for the capture, collation and linking of data stored across the currently disparate BIM and building management system (BMS) data environments. Its intention is to identify the barriers facing implementation of BIM for building designers and operators as a performance optimisation tool. The method developed links design documentation and metered building performance to identify the technological requirements for BIM and building performance connection in a real-world example. This is supplemented by interviews with designers and operators identifying associated behavioural and methodological challenges. The practicality of implementing BIM as a performance management tool using conventional technologies is established, and recognises the need for more effective data management in both design and operation to support interlinking of these data-rich environments. Requirements for linking these environments are proposed in conjunction with feedback from building designers and operators, providing guidance for the production and sourcing of data to support building performance management using BIM. © 2017 The Author(s)",Article,"Final",Scopus,2-s2.0-85016504107
"Gao X., Pishdad-Bozorgi P.","BIM-enabled facilities operation and maintenance: A review",2019,"Advanced Engineering Informatics",106,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060496584&doi=10.1016%2fj.aei.2019.01.005&partnerID=40&md5=35bf5d4a8c69335254ad53ba1f2190a3","Building Information modeling (BIM) has the potential to advance and transform facilities Operation and Maintenance (O&M) by providing a platform for facility managers to retrieve, analyze, and process building information in a digitalized 3D environment. Currently, because of rapid developments in BIM, researchers and industry professionals need a state-of-the-art overview of BIM implementation and research in facility O&M. This paper presents a review of recent publications on the topic. It aims to evaluate and summarize the current BIM-O&M research and application developments from a facility manager's point of view, analyze research trends, and identify research gaps and promising future research directions. The scope of this research includes the academic articles, industry reports and guidelines pertaining to using BIM to improve selected facility O&M activities, including maintenance and repair, emergency management, energy management, change/relocation management, and security. The content analysis results show that research on BIM for O&M is still in its early stage and most of the current research has focused on energy management. We have identified that the interoperability in the BIM-O&M context is still a challenge and adopting the National Institute of Standards and Technology (NIST) Cyber-Physical Systems (CPS) Framework is a potential starting point to address this issue. More studies involving surveys are needed to understand the underlying O&M principles for BIM implementation – data requirements, areas of inefficiencies, the process changes. In addition, more studies on the return on investment of the innovative systems are required to justify the value of BIM-O&M applications and an improved Life Cycle Cost Analysis method is critical for such justifications. © 2019 Elsevier Ltd",Review,"Final",Scopus,2-s2.0-85060496584
"Pishdad-Bozorgi P., Gao X., Eastman C., Self A.P.","Planning and developing facility management-enabled building information model (FM-enabled BIM)",2018,"Automation in Construction",99,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037547810&doi=10.1016%2fj.autcon.2017.12.004&partnerID=40&md5=6fd08528feacb6ad03eb898b4613d81c","Successful implementation of FM-enabled BIM can be achieved with 1) a clear definition of what FM-enabled BIM constitutes, 2) a seamless and practical process of collecting the FM-enabled BIM data throughout project development phases, and 3) a well-executed interoperability plan for exchanging data between BIM tools and facility management systems, such as Computerized Maintenance Management System (CMMS). This research contributes to the body of knowledge by first defining, and examining one of the first few pilots implementation of FM-enabled BIM, and discussing the challenges encountered and the lessons learned, and then by proposing a research framework for future researchers to systematically and strategically build the knowledge foundation on BIM for FM field. The implementation process described and the lessons learned captured in this pilot project provide valuable insights into the successful implementation of FM-enabled BIM. © 2017",Article,"Final",Scopus,2-s2.0-85037547810
"Hu Z.-Z., Tian P.-L., Li S.-W., Zhang J.-P.","BIM-based integrated delivery technologies for intelligent MEP management in the operation and maintenance phase",2018,"Advances in Engineering Software",79,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028002540&doi=10.1016%2fj.advengsoft.2017.08.007&partnerID=40&md5=724b153da51d56fed643a651830f9c54","Incomplete building information in delivery and the lack of compatible tools for Operation and Maintenance (O&M) have hindered the development of the intelligent management of Mechanical, Electrical and Plumbing (MEP) systems. In fact, the information related to the O&M management of the MEP system conventionally comes from the completion documents in the forms of hard copies or unstructured digital files, making it hard to search for useful information in the “sea” of documents and drawings. Therefore, digitalization of information is an urgent task to facilitate the intelligent management of the MEP system. As a project deliverable, the as-built information model shall not only contain geometrical information and necessary construction-related data, but also built-in information useful for the intelligent O&M management. In the present study, based on the Building Information Modeling/Model (BIM) technology, a set of solutions including the automatic establishment of the logic chain for MEP systems, an equipment grouping and labeling scheme and an algorithm to transform BIM information to GIS map model, is proposed to digitalize and integrate the MEP-related information into the as-built model. Subsequently, a cross-platform O&M management system is developed using the MEP-related information in the as-built model to run routine O&M tasks and to effectively response to MEP-related emergencies. The developed system is applied to aid the O&M management of MEP engineering in a real project, showing that the developed system facilitates the intelligent O&M management and guarantees the security of the MEP system and its subsystems. © 2017 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-85028002540
"Macchi M., Roda I., Negri E., Fumagalli L.","Exploring the role of Digital Twin for Asset Lifecycle Management",2018,,69,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052894447&doi=10.1016%2fj.ifacol.2018.08.415&partnerID=40&md5=e12d084047090dffe65da099a799038b","This work is an explorative study to reflect on the role of digital twins to support decisionmaking in asset lifecycle management. The study remarks the current convergence of needs for decision support from Asset Management and of potentials for decision support offered by Digital Twin modeling. The importance of digital twins is evident through state of the art as well as practical use case analysis. © 2018",Conference Paper,"Final",Scopus,2-s2.0-85052894447
"Peng Y., Lin J.-R., Zhang J.-P., Hu Z.-Z.","A hybrid data mining approach on BIM-based building operation and maintenance",2017,"Building and Environment",57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033726504&doi=10.1016%2fj.buildenv.2017.09.030&partnerID=40&md5=acadb156e52adbe2fad8bbcb0b735013","Huge amounts of data are generated daily during the operation and maintenance (O&M) phase of buildings. These accumulated data have the potential to provide deep information that can help improve facility management. Building Information Model/Modeling (BIM) technology has proven potential in O&M management in some studies, making it possible to store massive data. However, the complex and non-intuitive data records, as well as inaccurate manual inputs, raise difficulties in making full use of information in current O&M activities. This paper aims to address these problems by proposing a BIM-based Data Mining (DM) approach for extracting meaningful laws and patterns, as well as detecting improper records. In this approach, the BIM database is first transformed into a data warehouse. After that, three DM methods are combined to find useful information from the BIM. Specifically, the cluster analysis can find relationships of similarity among records, the outlier detection detects manually input improper data and keeps the database fresh, and the improved pattern mining algorithm finds deeper logic links among records. Particular emphasis is put on introducing the algorithms and how they should be used by building managers. Hence, the value of BIM is increased based on rules, extracted from data of O&M phase that appear irregular and disordered. Validated by an integrated on-site practice in an airport terminal, the proposed DM methods are helpful in prediction, early warning, and decision making, leading to the improvements of resource usage and maintenance efficiency during the O&M phase. © 2017 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-85033726504
"Gunay H.B., Shen W., Yang C.","Text-mining building maintenance work orders for component fault frequency",2019,"Building Research and Information",42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046092734&doi=10.1080%2f09613218.2018.1459004&partnerID=40&md5=9ebed38365fa132d8901c51733981544","Operators’ work order descriptions in computerized maintenance management systems (CMMS) represent an untapped opportunity to benchmark a facility’s maintenance and operation performance. However, it is challenging to carry out analytics on these large and amorphous databases. This paper puts forward a text-mining method to extract information about failure patterns in building systems and components from CMMS databases. The method is executed in three steps. Step 1 is pre-processing to convert work order descriptions into a mathematical form that lends itself to a quantitative lexical analysis. Step 2 is clustering to focus on interesting sections of a CMMS database that contain work orders about failures in building systems and components–rather than less interesting routine maintenance and inspection activities. Step 3 is association rule-mining to identify the coexistence tendencies among the terms of cluster of interest (e.g. coexistence of the terms ‘radiator’ and ‘leak’). This text-mining method is demonstrated by using two data sets. One data set was from a central heating and cooling plant with four boilers and five chillers; the other data set was from a cluster of 44 buildings. The results provide insights into per equipment breakdown of failure events, top system and component-level failure modes, and their occurrence frequencies. © 2018, © 2018 Crown Copyright.",Article,"Final",Scopus,2-s2.0-85046092734
