Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
[No author name available],[No title available],1993,"CEB-FIP Model Code 1990",1460,,[No abstract available],,,Scopus,2-s2.0-0003429121
"Mastali M., Kinnunen P., Dalvand A., Mohammadi Firouz R., Illikainen M.","Drying shrinkage in alkali-activated binders – A critical review",2018,"Construction and Building Materials",124,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053934731&doi=10.1016%2fj.conbuildmat.2018.09.125&partnerID=40&md5=2bc520cba267910ef265ee58a5bc6b99","Alkali-activated binders have been proposed and have emerged as an alternative to ordinary Portland cement (OPC) binders with acceptable mechanical and durability performances in addition to positive environmental impacts. These alternative binders use a wide range of aluminosilicate precursors, with differing availabilities, reactivities, costs and CO2 emissions. Despite all the studies published on improving the characteristics of these materials in the last decades, some aspects of alkali-activated binders require further investigations. For instance, shrinkage in alkali-activated binders due to the different chemical processes being involved is more complicated than OPC composites and it plays a key role in long-term performance. However, information on the shrinkage behavior of these binder systems is scattered and fragmented. Therefore, this review critically surveys the drying shrinkage behavior of alkali-activated binders with slag, fly ash and metakaolin. The mechanisms of the drying shrinkage and the factors that affect shrinkage are discussed. Different solutions to limit the shrinkage are also presented. Then, an analysis is conducted based on the literature, and the main chemical elements affecting the drying shrinkage of alkali-activated materials are proposed. Finally, the feasibility of using the developed empirical models for predicting the drying shrinkage of OPC concretes is also investigated for alkali activated binders. This review shows that alkali-activated slag binders generally have the higher rate of the drying shrinkage compared to other alkali activated binders, albeit, reinforcing the plain compositions with fibers, using expanding admixtures, curing at elevated temperatures, using a combination of slag with fly ash or metakaolin reduces successfully the drying shrinkage. Moreover, utilizing ternary diagrams, it is revealed that the molar ratio of Ca/Si has the greatest impact on the rate of drying shrinkage in the alkali-activated binders. © 2018 Elsevier Ltd",Review,"Final",Scopus,2-s2.0-85053934731
"Standards Australia","AS/NZS 1170.2:2011: Structural Design Actions. Part 2: Wind Actions",2011,"AS/NZS 1170–2:2011 Structural design actions, part 2: wind actions",74,,[No abstract available],,"Final",Scopus,2-s2.0-84873651198
"Golewski G.L.","Evaluation of morphology and size of cracks of the Interfacial Transition Zone (ITZ) in concrete containing fly ash (FA)",2018,"Journal of Hazardous Materials",72,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048579224&doi=10.1016%2fj.jhazmat.2018.06.016&partnerID=40&md5=444fd99afc57c8e9474a947e529f9534","Interfacial Transition Zone (ITZ) of coarse aggregate cement matrix is commonly regarded as the weakest element of concrete. In this phase – the first cracks in the material are initiated, and the process of destruction of the composite begins. An improvement of the ITZ properties are positively influenced by the mineral additives used for the composite. One of such a substitute for a binder is, potentially hazardous industrial waste, siliceous fly ash (FA). In this paper the ITZ between aggregate and cement paste in concretes containing FA is considered. The paper presents the results of tests on the effect of the addition of FA in the amount of: 0, 20 and 30% by weight of cement on morphology and size of cracks of the ITZ in composites. In matured concretes the smallest cracks occur in composite with the 20% FA additive. It can be concluded that composites with 20% addition of FA are characterized by low permeability and therefore high durability. The results of tests carried out can be helpful in obtaining concrete with the highest possible: strength, durability and reliability of operation. Moreover, such procedures also cause a restriction storage of hazardous materials, i.e. FA – by 160 million tons per year. © 2018 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-85048579224
"Golewski G.L.","An assessment of microcracks in the Interfacial Transition Zone of durable concrete composites with fly ash additives",2018,"Composite Structures",51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047951984&doi=10.1016%2fj.compstruct.2018.05.144&partnerID=40&md5=969b3352720b6b516b9a5685d5cceadb","This paper presents results of tests on the effect of the addition of fly ashes (FA) in the amount of: 0, 20 and 30% by weight of cement on the size of microcracks in concrete composites. The analyses were carried out based on the results of the microstructural tests, by using Scanning Electron Microscope (SEM). During investigations the size of microcracks occurring in the Interfacial Transition Zone (ITZ) of coarse aggregate with cement matrix was evaluated. In the own testing, it was demonstrated that addition of FA modifies the microstructure of the ITZ. Composites with FA at early age are characterized by greater microcrack width in the ITZ in comparison to the unmodified concrete. In matured concretes the smallest microcracks occur in composite with the 20% FA additive. It can be concluded that the mature composites with 20% addition of FA are characterized by low permeability and therefore high durability. © 2018 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-85047951984
"Schevers H., Mitchell J., Akhurst P., Marchant D., Bull S., McDonald K., Drogemuller R., Linning C.","Towards digital facility modelling for Sydney Opera House using IFC and semantic web technology",2007,"Electronic Journal of Information Technology in Construction",50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547514275&partnerID=40&md5=9fc7ec992de26f8e087bbc90629308c7","The challenges of maintaining a building such as Sydney Opera House are immense and are dependent upon a vast array of information. The value of information can be enhanced by its currency, accessibility and the ability to correlate data sets (integration of information sources). A building information model correlated to various information sources related to the facility is used as definition for a digital facility model. Such a digital facility model would give transparent and an integrated access to an array of dataseis and obviously would support Facility Management processes. In order to construct such a digital facility model, two state-of-the-art Information and Communication technologies are considered: an internationally standardized building information model called the Industry Foundation Classes (IFC) and a variety of advanced communication and integration technologies often referred to as the Semantic Web such as the Resource Description Framework (RDF) and the Web Ontology Language (OWL). This paper reports on some technical aspects for developing a digital facility model focusing on Sydney Opera House. The proposed digital facility model enables IFC data to participate in an ontology driven, service-oriented software environment. A proof-of-concept prototype has been developed demonstrating the usability of IFC information to collaborate with Sydney Opera House's specific data sources using semantic web ontologies.",Article,"Final",Scopus,2-s2.0-34547514275
"Abdollahnejad Z., Mastali M., Mastali M., Dalvand A.","Comparative study on the effects of recycled glass-fiber on drying shrinkage rate and mechanical properties of the self-compacting mortar and fly ash-slag geopolymer mortar",2017,"Journal of Materials in Civil Engineering",38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018967735&doi=10.1061%2f%28ASCE%29MT.1943-5533.0001918&partnerID=40&md5=101faba7e994d29c526ef92536fe078b","In this comprehensive experimental study, the effects of recycled glass fiber on the drying shrinkage and mechanical properties of the self-compacting mortar and fly ash-slag geopolymer mortar were investigated. An experimental/analytical approach was adopted to characterize the mechanical properties (compressive and flexural strength) and the drying shrinkage rate of the reinforced self-compacting mortars and fly ash-slag geopolymer mortars with inclusion of different recycled glass fiber volume fractions and lengths. To this end, a total of 207 specimens were experimentally tested. Scanning electron microscope (SEM) images were used to detect the failure mechanism of recycled glass fibers. Moreover, based on the collected data, some empirical equations were developed to correlate recycled glass fiber volume fractions to the mechanical properties of the reinforced fly ash-slag geopolymer mortars and self-compacting mortars, considering high values of coefficient of determination. The experimental results showed that adding recycled glass fiber has much greater effects on increasing the flexural strength and decreasing the drying shrinkage rate in fly ash-slag geopolymer mortars when compared to self-compacting mortars. © 2017 American Society of Civil Engineers.",Article,"Final",Scopus,2-s2.0-85018967735
"Sepasgozar S.M.E., Davis S.R., Li H., Luo X.","Modeling the Implementation Process for New Construction Technologies: Thematic Analysis Based on Australian and U.S. Practices",2018,"Journal of Management in Engineering",37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043778954&doi=10.1061%2f%28ASCE%29ME.1943-5479.0000608&partnerID=40&md5=c1be3db5d038b2360ee97bcea54b782a","With the boom of innovative technologies, information technologies in construction are getting enough attention, whereas construction technology implementation remains an undiscovered area. This paper explores the process of construction technology implementation, including the main activities, assessment criteria, and the mechanism through which it influences future technology purchase decisions. To achieve this purpose, 98 experienced practitioners from Australia and the United States were interviewed, and the process used by customers during technology adoption decisions was extracted in the form of thematic analysis. This paper presents an original framework including the key subprocesses of technology implementation describing the activities of customers and vendors, including operation commencement, maintenance set up, and assessment. In addition, the findings show that customers assess the implementation based on assessment criteria, including down time, interpersonal relationship, and technology operation quality. Comparison between the United States and Australia showed that rapport with the vendor is more important in large markets, whereas lead time and disposal are more important in remote markets. The findings contribute to the body of knowledge by validating a framework that incorporates both customer and vendor activities into a unique framework of three subprocesses. As for manufacturers, they can increase their competitive advantage by ensuring that their equipment has minimized downtime through swift provision of spare parts and maintenance information. © 2018 American Society of Civil Engineers.",Article,"Final",Scopus,2-s2.0-85043778954
"Murray P.","The Saga of the Sydney Opera House: The Dramatic Story of the Design and Construction of the Icon of Modern Australia.",2004,"The Saga of Sydney Opera House: The Dramatic Story of the Design and Construction of the Icon of Modern Australia",26,,[No abstract available],,"Final",Scopus,2-s2.0-77953311402
"Sepasgozaar S.M.E., Shirowzhan S., Wang C.","A Scanner Technology Acceptance Model for Construction Projects",2017,"Procedia Engineering",24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020508912&doi=10.1016%2fj.proeng.2017.04.285&partnerID=40&md5=57cbba0ef6a37c64fc75ee35a9bec2a3","Acquiring 3D building geometries is crucial for rapid energy exchange modelling of buildings. With a significant potential to contribute to high-performance built environment, positioning systems and laser scanners are being increasingly utilised to the construction industry for acquisition of 3D models of buildings. However, there are major barriers to successful scanner implementation in construction projects including a lack of knowledge about the scanner applications, low skilled workers and complicated data analysis processes. While many studies focus on general IT/ICT adoption in construction, there is a lack of understanding about the process of sensing technology adoption and its utilization in construction. To address the gap in the literature, this paper presents the Scanner Technology Acceptance Model (STAM) utilizing two main criteria; 'usefulness' and 'ease of use' each measured by a range of factors. The model is verified based on the result of the application of scanner and location system in a university building renovation project. The scanners were used to collect raw 3D point clouds to transfer into a compact, semantically rich models aiding in updating construction drawings. The findings show the effectiveness of the STAM. STAM enables technology suppliers to predict the technology diffusion rate, and helps the users to make decisions on choosing the right technology in construction projects. Further research based on this investigation will validate and enhance the model by using larger scale consultation and interview process, and this will be reported in a future research paper. © 2017 The Authors. Published by Elsevier Ltd.",Conference Paper,"Final",Scopus,2-s2.0-85020508912
