Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Grieves M.","Digital Twin: Manufacturing Excellence through Virtual Factory Replication",2014,"Digital Twin: Manufacturing Excellence Through Virtual Factory Replication",580,,[No abstract available],,"Final",Scopus,2-s2.0-84944689700
"Grieves M., Vickers J.","Digital twin: Mitigating unpredictable, undesirable emergent behavior in complex systems",2016,"Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches",549,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006339863&doi=10.1007%2f978-3-319-38756-7_4&partnerID=40&md5=f71116f0b25733bc9554a6f358ddfc0a","Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin. © Springer International Publishing Switzerland 2017.",Book Chapter,"Final",Scopus,2-s2.0-85006339863
"Stephenson J.","The Cultural Values Model: An integrated approach to values in landscapes",2008,"Landscape and Urban Planning",296,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049066973&doi=10.1016%2fj.landurbplan.2007.07.003&partnerID=40&md5=3e4caeb9a307e1bc177fd716a94bb5ca","Cultural identity is strongly associated with the ways in which people interact with their landscapes. A few special landscapes may have 'universal' or 'outstanding' values, but almost all landscapes will be valued in multiple ways by those people who are closely associated with them. It is important that those making decisions affecting landscapes are aware of the potential nature and range of cultural values, particularly where these values are not accounted for using standardised landscape assessment techniques. This article describes the development of the Cultural Values Model, which offers an integrated conceptual framework for understanding the potential range of values that might be present within a landscape, and the potential dynamics between these values. The model emerged out of community-based research undertaken in two landscapes in New Zealand, and is discussed in the context of the contribution that landscapes can make to cultural identity and sustainability. © 2007 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-38049066973
"Australia ICOMOS","The Burra charter",2017,"The Burra Charter",246,,[No abstract available],,"Final",Scopus,2-s2.0-32844470653
"Avrami E., Mason R., De La Torre M.",[No title available],2000,"Values and Heritage Conservation",223,,[No abstract available],,"Final",Scopus,2-s2.0-0007229665
"Australia I.","The Burra Charter: The Australia ICOMOS Charter for Places of Cultural Signiicance",2013,"The Burra Charter: The Australia ICOMOS Charter for Places of Cultural Significance",180,,[No abstract available],,"Final",Scopus,2-s2.0-84900546391
"Dore C., Murphy M.","Integration of Historic Building Information Modeling (HBIM) and 3D GIS for recording and managing cultural heritage sites",2012,"Proceedings of the 2012 18th International Conference on Virtual Systems and Multimedia, VSMM 2012: Virtual Systems in the Information Society",145,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872036464&doi=10.1109%2fVSMM.2012.6365947&partnerID=40&md5=38dc0b25e52387478a3c02da1c45aafd","This paper outlines a two stage approach for digitally recording cultural heritage sites. This approach involves a 3D modeling stage and the integration of the 3D model into a 3D GIS for further management and analysis. The modeling stage is carried out using a new concept; Historic Building Information Modeling (HBIM) which has been developed at the Dublin Institute of Technology [12]. Historic Building Information Modeling is a system for modeling historic structures from laser scan and photogrammetric data using Building Information Modeling (BIM) software. The HBIM process involves a reverse engineering solution whereby parametric objects representing architectural elements are mapped onto laser scan or photogrammetric survey data. A library of parametric architectural objects has been designed from historic manuscripts and architectural pattern books. These parametric objects were built using an embedded scripting language within the BIM software called Geometric Descriptive Language (GDL). These objects are combined and mapped onto the survey data to build the entire model. After the 3D model has been created the next stage involves integrating the 3D model into a 3D GIS for further analysis. The international framework for 3D city modeling, CityGML has been adopted for this purpose. CityGML provides an interoperable framework for modeling 3D geometries, semantics, topology and appearance properties [13]. The aim of this research is to bridge the gap between parametric CAD modeling and 3D GIS while using benefits from both systems to help document and analyze cultural heritage sites. © 2012 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-84872036464
"Macher H., Landes T., Grussenmeyer P.","From point clouds to building information models: 3D semi-automatic reconstruction of indoors of existing buildings",2017,"Applied Sciences (Switzerland)",137,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031418399&doi=10.3390%2fapp7101030&partnerID=40&md5=0297da80e2a31322c4930055cd24ab61","The creation of as-built Building Information Models requires the acquisition of the as-is state of existing buildings. Laser scanners are widely used to achieve this goal since they permit to collect information about object geometry in form of point clouds and provide a large amount of accurate data in a very fast way and with a high level of details. Unfortunately, the scan-to-BIM (Building Information Model) process remains currently largely a manual process which is time consuming and error-prone. In this paper, a semi-automatic approach is presented for the 3D reconstruction of indoors of existing buildings from point clouds. Several segmentations are performed so that point clouds corresponding to grounds, ceilings and walls are extracted. Based on these point clouds, walls and slabs of buildings are reconstructed and described in the IFC format in order to be integrated into BIM software. The assessment of the approach is proposed thanks to two datasets. The evaluation items are the degree of automation, the transferability of the approach and the geometric quality of results of the 3D reconstruction. Additionally, quality indexes are introduced to inspect the results in order to be able to detect potential errors of reconstruction. © 2017 by the authors.",Article,"Final",Scopus,2-s2.0-85031418399
"Letellier R.",[No title available],2007,"Recording, Documentation, and Information Management for the Conservation of Heritage Places",129,,[No abstract available],,"Final",Scopus,2-s2.0-79960661254
"Watt D.S.",[No title available],1999,"Building Pathology: Principles and Practice",111,,[No abstract available],,"Final",Scopus,2-s2.0-0009908944
"Wijesuriya G., Thompson J., Young C.","Managing cultural world heritage",2013,"Managing Cultural World Heritage",92,,[No abstract available],,"Final",Scopus,2-s2.0-84940111594
