Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Fanger P.O.",[No title available],1970,"Thermal Comfort: Analysis and Applications in Environmental Engineering",3368,,[No abstract available],,"Final",Scopus,2-s2.0-0004119966
"Parsons K.C.",[No title available],1993,"Human Thermal Environments",998,,[No abstract available],,,Scopus,2-s2.0-0003836979
[No author name available],[No title available],1998,"Ergonomics of the Thermal Environment - Instruments for Measuring Physical Quantities",959,,[No abstract available],,"Final",Scopus,2-s2.0-0003814222
[No author name available],"Ergonomics of the thermal environment - Analytical determination and interpretation of heat stress using calculation of the predicted heat strain. ISO Standard",2004,"Ergonomics of the Thermal Environment - Analytical Determination and Interpretation of Heat Stress Using Calculation of the Predicted Heat Strain",440,,[No abstract available],,"Final",Scopus,2-s2.0-33745940520
"Rupp R.F., Vásquez N.G., Lamberts R.","A review of human thermal comfort in the built environment",2015,"Energy and Buildings",426,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939477479&doi=10.1016%2fj.enbuild.2015.07.047&partnerID=40&md5=3999260b5e2f8c6c3ce4a63a7529859b","Abstract The aim of this paper is to review the literature on human thermal comfort in the built environment. First an overview about the subject area is presented. This is followed by a review of papers published in the last 10 years that examine the various sub-areas of research related to human thermal comfort. Some remarkable works about both the Fanger's and adaptive thermal comfort models are also discussed. This review does not contain simulation works and/or experimental studies without subjective results of people. As a result of the literature review, 466 articles were classified and grouped to form the body of this article. The article examines standards, indoor experiments in controlled environments (climate chamber) and semi-controlled environments, indoor field studies in educational, office, residential and other building types, productivity, human physiological models, outdoor and semi-outdoor field studies. Several research topics are also addressed involving naturally ventilated, air-conditioned and mixed-mode buildings, personalized conditioning systems and the influence of personal (age, weight, gender, thermal history) and environmental (controls, layout, air movement, humidity, among others) variables on thermal comfort. © 2015 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-84939477479
"Minerva R., Biru A., Rotondi D.","Towards a definition of the Internet of Things (IoT)",2015,"Towards A Definition of the Internet of Things (IoT)",353,,[No abstract available],,"Final",Scopus,2-s2.0-84962053564
"Abergel T., Dean B., Dulac J., Hamilton I.","2018 Global Status Report: towards a zero-emission, efficient and resilient buildings and construction sector",2018,"2018 Global Status Report: Towards a Zero-Emission, Efficient and Resilient Buildings and Construction Sector",349,,[No abstract available],,"Final",Scopus,2-s2.0-85068157350
"Stein B., Reynolds J.",[No title available],1992,"Mechanical and Electrical Equipment for Buildings",269,,[No abstract available],,"Final",Scopus,2-s2.0-0004306288
"Karjalainen S.","Gender differences in thermal comfort and use of thermostats in everyday thermal environments",2007,"Building and Environment",263,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751538902&doi=10.1016%2fj.buildenv.2006.01.009&partnerID=40&md5=b79b588a9ff966c8a98f4edb0187755f","Differences in thermal comfort between male and female subjects are generally considered to be small. In this study gender differences in thermal comfort and use of thermostats were examined by a quantitative interview survey with a total of 3094 respondents, and by controlled experiments. The studies were carried out in Finland and considered everyday thermal environments: homes, offices and a university. The results show significant gender differences in thermal comfort, temperature preference, and use of thermostats. Females are less satisfied with room temperatures than males, prefer higher room temperatures than males, and feel both uncomfortably cold and uncomfortably hot more often than males. Although females are more critical of their thermal environments, males use thermostats in households more often than females. © 2006 Elsevier Ltd. All rights reserved.",Article,"Final",Scopus,2-s2.0-33751538902
"Tang S., Shelden D.R., Eastman C.M., Pishdad-Bozorgi P., Gao X.","A review of building information modeling (BIM) and the internet of things (IoT) devices integration: Present status and future trends",2019,"Automation in Construction",180,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060885881&doi=10.1016%2fj.autcon.2019.01.020&partnerID=40&md5=7f882d4aa0b2c069887a02c5094892d6","The integration of Building Information Modeling (BIM) with real-time data from the Internet of Things (IoT) devices presents a powerful paradigm for applications to improve construction and operational efficiencies. Connecting real-time data streams from the rapidly expanding set of IoT sensor networks to the high-fidelity BIM models provides numerous applications. However, BIM and IoT integration research are still in nascent stages, there is a need to understand the current situation of BIM and IoT device integration. This paper conducts a comprehensive review with the intent to identify common emerging areas of application and common design patterns in the approach to tackling BIM-IoT device integration along with an examination of current limitations and predictions of future research directions. Altogether, 97 papers from 14 AEC related journals and databases in other industry over the last decade were reviewed. Several prevalent domains of application namely Construction Operation and Monitoring, Health & Safety Management, Construction Logistic & Management, and Facility Management were identified. The authors summarized 5 integration methods with description, examples, and discussion. These integration methods are utilizing BIM tools’ APIs and relational database, transform BIM data into a relational database using new data schema, create new query language, using semantic web technologies and hybrid approach. Based on the observed limitations, prominent future research directions are suggested, focusing on service-oriented architecture (SOA) patterns and web services-based strategies for BIM and IoT integration, establishing information integration & management standards, solving interoperability issue, and cloud computing. © 2019 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-85060885881
