Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Marszal A.J., Heiselberg P., Bourrelle J.S., Musall E., Voss K., Sartori I., Napolitano A.","Zero Energy Building - A review of definitions and calculation methodologies",2011,"Energy and Buildings",727,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951517816&doi=10.1016%2fj.enbuild.2010.12.022&partnerID=40&md5=33a6422864c9a6251699f477666cd123","The concept of Zero Energy Building (ZEB) has gained wide international attention during last few years and is now seen as the future target for the design of buildings. However, before being fully implemented in the national building codes and international standards, the ZEB concept requires clear and consistent definition and a commonly agreed energy calculation methodology. The most important issues that should be given special attention before developing a new ZEB definition are: (1) the metric of the balance, (2) the balancing period, (3) the type of energy use included in the balance, (4) the type of energy balance, (5) the accepted renewable energy supply options, (6) the connection to the energy infrastructure and (7) the requirements for the energy efficiency, the indoor climate and in case of gird connected ZEB for the building-grid interaction. This paper focuses on the review of the most of the existing ZEB definitions and the various approaches towards possible ZEB calculation methodologies. It presents and discusses possible answers to the abovementioned issues in order to facilitate the development of a consistent ZEB definition and a robust energy calculation methodology. © 2011 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-79951517816
"EPA",[No title available],2013,"Inventory of US Greenhouse Gas Emissions and Sinks: 1990-2011",693,,[No abstract available],,"Final",Scopus,2-s2.0-84894378197
"Sartori I., Napolitano A., Voss K.","Net zero energy buildings: A consistent definition framework",2012,"Energy and Buildings",537,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858071872&doi=10.1016%2fj.enbuild.2012.01.032&partnerID=40&md5=21b552c2d15008691b20997f4f939292","The term Net ZEB, Net Zero Energy Building, indicates a building connected to the energy grids. It is recognized that the sole satisfaction of an annual balance is not sufficient to fully characterize Net ZEBs and the interaction between buildings and energy grids need to be addressed. It is also recognized that different definitions are possible, in accordance with a country's political targets and specific conditions. This paper presents a consistent framework for setting Net ZEB definitions. Evaluation of the criteria in the definition framework and selection of the related options becomes a methodology to set Net ZEB definitions in a systematic way. The balance concept is central in the definition framework and two major types of balance are identified, namely the import/export balance and the load/generation balance. As compromise between the two a simplified monthly net balance is also described. Concerning the temporal energy match, two major characteristics are described to reflect a Net ZEB's ability to match its own load by on-site generation and to work beneficially with respect to the needs of the local grids. Possible indicators are presented and the concept of grid interaction flexibility is introduced as a desirable target in the building energy design. © 2011 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-84858071872
"Torcellini P., Pless S., Deru M., Crawley D.","Zero Energy Buildings: A Critical Look at the Definition",2006,"Zero Energy Buildings: A Critical Look at the Definition",399,,[No abstract available],,"Final",Scopus,2-s2.0-37249010887
"Pacheco R., Ordóñez J., Martínez G.","Energy efficient design of building: A review",2012,"Renewable and Sustainable Energy Reviews",354,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860223899&doi=10.1016%2fj.rser.2012.03.045&partnerID=40&md5=07540d187aa143494c4098d3bb5b5ed0","Energy saving is a high-priority in developed countries. For this reason, energy-efficient measures are being increasingly implemented in all sectors. The residential sector is responsible for an important part of the energy consumption in the world. Most of this energy is used in heating, cooling, and artificial ventilation systems.With a view to developing energy-efficient structures, this article provides an overview of building design criteria that can reduce the energy demand for the heating and cooling of residential buildings. These criteria are based on the adoption of suitable parameters for building orientation, shape, envelope system, passive heating and cooling mechanisms, shading, and glazing. An analysis was made of previous studies that evaluated the influence of these parameters on the total energy demand and suggested the best design options. This study is useful for professionals who are responsible for decision-making during the design phase of energy-efficient residential buildings. © 2012 Elsevier Ltd. All right reserved.",Review,"Final",Scopus,2-s2.0-84860223899
"Akadiri P.O., Chinyio E.A., Olomolaiye P.O.","Design of a sustainable building: A conceptual framework for implementing sustainability in the building sector",2012,"Buildings",204,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077711816&doi=10.3390%2fbuildings2020126&partnerID=40&md5=fb83f6e434a0f23e8bc774131941ebce","This paper presents a conceptual framework aimed at implementing sustainability principles in the building industry. The proposed framework based on the sustainable triple bottom line principle, includes resource conservation, cost efficiency and design for human adaptation. Following a thorough literature review, each principle involving strategies and methods to be applied during the life cycle of building projects is explained and a few case studies are presented for clarity on the methods. The framework will allow design teams to have an appropriate balance between economic, social and environmental issues, changing the way construction practitioners think about the information they use when assessing building projects, thereby facilitating the sustainability of building industry. © 2012 by the authors.",Article,"Final",Scopus,2-s2.0-85077711816
"Kaewunruen S., Sussman J.M., Matsumoto A.","Grand challenges in transportation and transit systems",2016,"Frontiers in Built Environment",167,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997615254&doi=10.3389%2ffbuil.2016.00004&partnerID=40&md5=208668e50dd3cce84fe066edf7518ff8","Transportation and transit systems draw upon broad spectra of research fields due to the diversity and interconnectivity of transport modes, including road, rail, aviation, pipeline, maritime, or even aerospace. These systems have evolved over centuries to be considerably more efficient and environment-friendly for a wide range of customers. The fundamental principle “safety first” is still the key priority in most research today. However, thanks to extensive interface with various customers; research and innovation in practices have shifted from optimizing functional purposes and targets through each stage of life cycle toward modernization, reliability, resilience, and better quality of life. These initiatives additionally coincide with the grand challenges for engineering proposed by the National Academy of Engineering and the United Nations’ Millennium Development Goals (National Academy of Engineering, 2015). © 2016 Kaewunruen, Sussman and Matsumoto.",Editorial,"Final",Scopus,2-s2.0-84997615254
"Hermelink A., Schimschar S., Boermans T., Pagliano L., Zangheri P., Armani R., Voss K., Musall E.","Towards Nearly Zero-Energy Buildings. Definition of Common Principles Under the EPBD. Final Report",2013,"Towards Nearly Zero-energy Buildings: Definition of Common Principles under the EPBD",113,,[No abstract available],,"Final",Scopus,2-s2.0-84906815954
"Huang J., Lv H., Gao T., Feng W., Chen Y., Zhou T.","Thermal properties optimization of envelope in energy-saving renovation of existing public buildings",2014,"Energy and Buildings",50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896530062&doi=10.1016%2fj.enbuild.2014.02.040&partnerID=40&md5=e7e8bad8e1f6d2498996efdc46d9d5ee","The shape factor and windows-to-wall ratio are different from building to building. How to design the thermal properties of building envelope affects energy-saving renovation economy of existing public buildings. The limited heat consumption per unit volume and equivalent heat transfer coefficient of external windows and wall were proposed based on the prescription of China national standard ""Design standard for energy efficiency of public buildings""(GB50189-2005) for envelope design. Mathematical model on economical thermal insulation thickness of building envelope and thermal properties optimizing of envelope were built considering the impact of house orientation, windows-to-wall ratio and types of windows. The model is verified to be feasible by an existing public building in Shenyang. The variation of windows-to-wall ratio for different orientation leads to the different economical thermal insulation thickness of building envelope and payback period. The project optimization design for envelope renovation could be determined by the technical and economic analysis considering the impact of house orientation, windows-to-wall ratio, types of insulation materials and windows. © 2014 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-84896530062
"Kaewunruen S., Rungskunroch P., Welsh J.","A digital-twin evaluation of Net Zero Energy Building for existing buildings",2019,"Sustainability (Switzerland)",45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059346336&doi=10.3390%2fsu11010159&partnerID=40&md5=b78130fc521a6ad16c8faacbd7661f1d","With buildings around the world accounting for nearly one-third of global energy demand and the availability of fossil fuels constantly on the decline, there is a need to ensure that this energy demand is efficiently and effectively managed using renewable energy now more than ever. Most research and case studies have focused on energy efficiency of 'new' buildings. In this study, both technical and financial viability of Net Zero Energy Buildings (NZEB) for 'existing' buildings will be highlighted. A rigorous review of open literatures concerning seven principal areas that in themselves define the concept of NZEB building is carried out. In practice, a suitable option of the NZEB solutions is needed for the evaluation and improvement for a specific geographical area. The evaluation and improvement has been carried out using a novel hierarchy-flow chart coupled with a Building Information Model (BIM). This BIM or digital twin is then used to thoroughly visualize each option, promote collaboration among stakeholders, and accurately estimate associated costs and associated technical issues encountered with producing an NZEB in a pre-determined location. This paper also provides a future model for NZEB applications in existing buildings, which applies renewable technologies to the building by aiming to identify ultimate benefit of the building especially in terms of effectiveness and efficiency in energy consumption. It is revealed that the digital twin is proven to be feasible for all renewable technologies applied on the NZEB buildings. Based on the case study in the UK, it can be affirmed that the suitable NZEB solution for an existing building can achieve the 23 year return period. © 2018 by the authors.",Article,"Final",Scopus,2-s2.0-85059346336
"Visa I., Moldovan M.D., Comsit M., Duta A.","Improving the renewable energy mix in a building toward the nearly zero energy status",2014,"Energy and Buildings",45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886457808&doi=10.1016%2fj.enbuild.2013.09.023&partnerID=40&md5=dfaf66ffe15cf37d6b2544dd06f149a8","Developing Nearly Zero Energy Buildings (NyZEB) represents a path toward sustainable communities and is required by international regulations, starting with 2018. Combined measures for reducing the energy demand and increasing the share of renewable energy systems in buildings are very much investigated for different types of buildings. One specific case is represented by the buildings where - as result of the green energy policies - renewables are already installed, but the NyZEB status is not reached yet. These buildings are main candidates in getting this status as the initial investment required is significantly lower. A novel methodology is presented for this type of buildings aiming at identifying the optimal combination of actions to be taken for reducing the energy demand and developing optimized renewable energy mixes, integrating the existing ones, up to the (Ny)ZEB status. Following this methodology, a cases study is presented - the Solar House (low energy building with geothermal system and solar energy convertors) and the steps followed for reaching the Zero Energy Building standards are presented. Considering the current energy status of the building, the renewable energy potential and the costs, a tracked PV string array is proposed to be added and the steps in design optimization are outlined. © 2013 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-84886457808
"Chua K.J., Yang W.M., Wong T.Z., Ho C.A.","Integrating renewable energy technologies to support building trigeneration - A multi-criteria analysis",2012,"Renewable Energy",41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155166959&doi=10.1016%2fj.renene.2011.11.017&partnerID=40&md5=050d578e368d62d959cca8b75481d767","This paper evaluates the potential of hybridising renewable technologies to support trigeneration. A model for trigeneration has been developed for simulation and evaluation. The developed trigeneration system aims to be self-sustaining where cooling, heating and power needs of a commercial building are simultaneously fulfilled. The system comprises four key sub-systems, namely, photovoltaic-thermal, solar-thermal, fuel cell, microturbine and absorption chiller-water system. Conventionally, a trigeneration system is analysed based on cost reduction without considering the energy used and the level of carbon dioxide emission. In contrast, this paper presents an analysis of the system using a multi-criteria analysis approach in terms of: (1) operation cost reduction, (2) energy saving; and (3) minimum environmental impact. For the present trigeneration system layout, our result has indicated that a trigeneration system consisting of 80% of microturbine, 10% of photovoltaic-thermal and 10% fuel cell to be the optimum system composition in terms of reducing operational cost, improving energy saving and minimising environment impact. The methodology portrayed in this study provides a pragmatic approach in the design of renewable energy systems to support trigeneration applications. © 2011 Elsevier Ltd.",Article,"Final",Scopus,2-s2.0-84155166959
"Roos A., Karlsson B.","Optical and thermal characterization of multiple glazed windows with low U-values",1994,"Solar Energy",30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028413030&doi=10.1016%2f0038-092X%2894%2990138-4&partnerID=40&md5=f8aac0d87f5ab62152c23f9219facbd8","The optical reflectance and transmittance spectra of complete windows for near normal and oblique angles of incidence are calculated from spectra of the individual panes taking multiple reflections into account. Calculated and experimental spectra are compared for triple and quadruple glazed windows with different combinations of low-e coatings. For the annual energy balance of a window the total solar transmission at oblique incidence is more relevant than the near normal performance. It is shown that, owing to the experimental difficulties involved in optical measurements at oblique incidence, great care must be taken when evaluating the annual performance. A simple equation for the annual energy balance of the window taking solar radiation and thermal heat losses into consideration is presented. Annual meteorological data for the insolation and outside temperature are used together with the optical performance to evaluate the net energy heat flow through a window. This can be performed for the complete heating season to evaluate the heat load needed for the building as well as for the warm season to evaluate the cooling load needed owing to solar overheating. This model provides a simple way of comparing the thermal performance of windows with different combinations of advanced glazings in both cold and hot climates, and makes it possible to estimate the cost efficiency of such windows. © 1994.",Article,"Final",Scopus,2-s2.0-0028413030
"Sierra-Pérez J., Rodríguez-Soria B., Boschmonart-Rives J., Gabarrell X.","Integrated life cycle assessment and thermodynamic simulation of a public building's envelope renovation: Conventional vs. Passivhaus proposal",2018,"Applied Energy",29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040317509&doi=10.1016%2fj.apenergy.2017.12.101&partnerID=40&md5=b6f10070eff9bf3f19d2ae2a4686bc7c","The need to improve the energy efficiency of buildings has introduced the concept of nearly zero-energy buildings into European energy policies. Moreover, a percentage of the building stock will have to be renovated annually to attain high energy performance. Conventional passive interventions in buildings are focused on increasing the insulation of the building envelope to increase its energy efficiency during the operating phase. Often, however, intervention practices imply the incorporation of embodied energy into the building materials and increase the associated environmental impacts. This paper presents and evaluates a comparison of two different proposals for a real-world building renovation. The first proposal was a conventional project for energy renovation, while the second was a low-energy building proposal (following the Passivhaus standard). This study analysed the proposals using an integrated life cycle and thermal dynamic simulation assessment to identify the adequacy of each renovation alternative regarding the post-renovation energy performance of the building, including an evaluation of the introduction of a renewable insulation material into the low-energy building proposal, specifically a specific cork solution. The most significant conclusion was the convenience of the renovation, achieving energy savings of 60% and 80% for the conventional and Passivhaus renovations (ENERPHIT), respectively. The former supposed less embodied energy and environmental impacts but also generated less energy savings. The latter increased the embodied impacts in the building, mainly for the large amount of insulation material. The environmental implications of both proposals can be compensated for within a reasonable period of time, over 2 years in the majority of alternatives and impact categories. However, the ENERPHIT project was 30% better than the conventional proposal when the total lifespan of the building was considered. The introduction of cork did not fit the requirements for competing with the common non-renewable insulation materials because it did not imply better environmental performance in buildings, but cork insulation solutions currently present ample room for improvement. © 2017 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-85040317509
"Aksamija A.","Regenerative Design of Existing Buildings for Net-Zero Energy Use",2015,"Procedia Engineering",24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948443104&doi=10.1016%2fj.proeng.2015.08.405&partnerID=40&md5=06963ad0bd8b74063dfb4a2b0f2d743d","This paper explores feasibility of achieving net-zero energy goals in retrofitting commercial buildings. An existing commercial building in Holyoke, Massachusetts was chosen as the research target to study how to integrate passive design strategies and energy-efficient building systems to improve the building performance and reduce energy consumption. Also, the objective was to investigate how to maximize energy savings and reach net zero energy goals by utilizing renewable energy sources for building's energy needs. Based on extensive energy modeling and simulations, multiple design considerations were investigated, such as material selection, improvements to building envelope, retrofitting of HVAC and lighting systems, occupancy loads, as well as application of renewable energy sources. The comparative analysis of simulation results was used to determine how specific techniques lead to energy saving and cost reductions. The research results show that this commercial building is able to meet net-zero energy use after appropriate design manipulations and use of renewable energy sources. The strategies and methodologies can be applied to other adaptive reuse and retrofit projects, and improve energy performance of existing buildings. © 2015 The Authors. Published by Elsevier Ltd.",Conference Paper,"Final",Scopus,2-s2.0-84948443104
"Karlsson J.","Control system and energy saving potential for switchable windows",2001,"Proceedings of Seventh International IBPSA Conference",18,,[No abstract available],,"Final",Scopus,2-s2.0-0011876305
"de Berardinis P., Rotilio M., Capannolo L.","Energy and sustainable strategies in the renovation of existing buildings: An Italian Case Study",2017,"Sustainability (Switzerland)",17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027696109&doi=10.3390%2fsu9081472&partnerID=40&md5=7a018dcc3610bcf73e51d29294edf662","The re-use of historical buildings, in some cases those that have been abandoned for years, is currently generating a lot of interest, and brings into discussion topics such as land recycling and the use of new resources. Our project on the rehabilitation of the former San Salvatore hospital in L'Aquila is an example of this re-use, and illustrates how best-practice strategies can be implemented in the rehabilitation of an existing building. There were two themes of evaluation: firstly, the adaptive re-use of a historical building of great impact in a strategic position within the urban core; secondly, the implementation of sustainable strategies when upgrading both the building envelope and building systems. © 2017 by the authors.",Abstract Report,"Final",Scopus,2-s2.0-85027696109
"González-Julián E., Xamán J., Moraga N.O., Chávez Y., Zavala-Guillén I., Simá E.","Annual thermal evaluation of a double pane window using glazing available in the Mexican market",2018,"Applied Thermal Engineering",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050146968&doi=10.1016%2fj.applthermaleng.2018.07.053&partnerID=40&md5=9e438c40cac7dac6728d9d30d8de7796","The annual thermal evaluation of a double pane window (DPW) is presented; the DPW is modeled using three different types of panes commercially available in Mexico. Hourly climatic data of the coldest and the warmest day of each month of 2016 were used to model the behavior of the DPW in a warm region of Mexico (Chetumal, Q. Roo). The simulations were carried out using an in-house code based on the finite volume method. To carry out the annual thermal analysis of the DPW, four cases were defined; Case C1: corresponds to single clear glazing window (reference case); Case C2: clear glass + air gap + clear glass; Case C3: clear glass + air gap + reflective glass and Case C4: clear glass + air gap + Low-ε glass. Results showed that case C3 reduces the heat flux to the inside about 72.6% regarding case C1. Besides respect to case C1, cases C2 and C4 showed an energy saving of 12 and 28.6% respectively. On the other hand, case C3 resulted to be the best option for energy savings, where a saving of $30.73 USD a year was computed with respect to case C1, with an approximate cost recovery period of 3.5 years. Hence, the use of a reflective pane in a DPW is highly recommended for warm weather conditions in Mexico. © 2018 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-85050146968
"Sadooghi P., Kherani N.P.","Thermal analysis of triple and quadruple windows using partitioning radiant energy veils™ with different physical and optical properties",2018,"Solar Energy",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055081957&doi=10.1016%2fj.solener.2018.07.034&partnerID=40&md5=c70e35ee828b9a43edc2d4994cf0046b","One of the key performance parameters for any energy efficient window product is the center of glass U-value or thermal transmittance. This paper presents a new methodology to compute the thermal performance of fenestration systems incorporating partitioning radiant energy veils™ between two panes of a window. A conduction heat transfer model is used for glazing layers coupled with radiation and convection models at the layer boundary surfaces. Partitioning radiant energy veils™ are treated as individual layers with effective radiative properties. The effect of a wide range of optical properties, pane thicknesses, pane distances and different gas fill types on thermal transmittance of the window are considered. The novel use of partitioning radiant energy veils™, having application specific properties, between two panes of a window allows to customize the thermal performance of a triple or quadruple window. It is shown that using one or two internal partitioning layers, with appropriate pane/inter-layer distances and high spectrally reflective metallo-dielectric coated layers, results in highly enhanced U-Values. © 2018 Elsevier Ltd",Article,"Final",Scopus,2-s2.0-85055081957
