Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Grieves M.","Digital Twin: Manufacturing Excellence through Virtual Factory Replication",2014,"Digital Twin: Manufacturing Excellence Through Virtual Factory Replication",580,,[No abstract available],,"Final",Scopus,2-s2.0-84944689700
"Grieves M., Vickers J.","Digital twin: Mitigating unpredictable, undesirable emergent behavior in complex systems",2016,"Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches",549,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006339863&doi=10.1007%2f978-3-319-38756-7_4&partnerID=40&md5=f71116f0b25733bc9554a6f358ddfc0a","Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin. © Springer International Publishing Switzerland 2017.",Book Chapter,"Final",Scopus,2-s2.0-85006339863
"Stephenson J.","The Cultural Values Model: An integrated approach to values in landscapes",2008,"Landscape and Urban Planning",296,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049066973&doi=10.1016%2fj.landurbplan.2007.07.003&partnerID=40&md5=3e4caeb9a307e1bc177fd716a94bb5ca","Cultural identity is strongly associated with the ways in which people interact with their landscapes. A few special landscapes may have 'universal' or 'outstanding' values, but almost all landscapes will be valued in multiple ways by those people who are closely associated with them. It is important that those making decisions affecting landscapes are aware of the potential nature and range of cultural values, particularly where these values are not accounted for using standardised landscape assessment techniques. This article describes the development of the Cultural Values Model, which offers an integrated conceptual framework for understanding the potential range of values that might be present within a landscape, and the potential dynamics between these values. The model emerged out of community-based research undertaken in two landscapes in New Zealand, and is discussed in the context of the contribution that landscapes can make to cultural identity and sustainability. © 2007 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-38049066973
"Lemaire R., Stovel H.","The Nara Document on Authenticity",1994,"The Nara Document on Authenticity",294,,[No abstract available],,"Final",Scopus,2-s2.0-34548571403
"Dore C., Murphy M.","Integration of Historic Building Information Modeling (HBIM) and 3D GIS for recording and managing cultural heritage sites",2012,"Proceedings of the 2012 18th International Conference on Virtual Systems and Multimedia, VSMM 2012: Virtual Systems in the Information Society",145,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872036464&doi=10.1109%2fVSMM.2012.6365947&partnerID=40&md5=38dc0b25e52387478a3c02da1c45aafd","This paper outlines a two stage approach for digitally recording cultural heritage sites. This approach involves a 3D modeling stage and the integration of the 3D model into a 3D GIS for further management and analysis. The modeling stage is carried out using a new concept; Historic Building Information Modeling (HBIM) which has been developed at the Dublin Institute of Technology [12]. Historic Building Information Modeling is a system for modeling historic structures from laser scan and photogrammetric data using Building Information Modeling (BIM) software. The HBIM process involves a reverse engineering solution whereby parametric objects representing architectural elements are mapped onto laser scan or photogrammetric survey data. A library of parametric architectural objects has been designed from historic manuscripts and architectural pattern books. These parametric objects were built using an embedded scripting language within the BIM software called Geometric Descriptive Language (GDL). These objects are combined and mapped onto the survey data to build the entire model. After the 3D model has been created the next stage involves integrating the 3D model into a 3D GIS for further analysis. The international framework for 3D city modeling, CityGML has been adopted for this purpose. CityGML provides an interoperable framework for modeling 3D geometries, semantics, topology and appearance properties [13]. The aim of this research is to bridge the gap between parametric CAD modeling and 3D GIS while using benefits from both systems to help document and analyze cultural heritage sites. © 2012 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-84872036464
"Isikdag U., Zlatanova S.","Towards defining a framework for automatic generation of buildings in citygml using building information models",2009,"Lecture Notes in Geoinformation and Cartography",107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879636398&doi=10.1007%2f978-3-540-87395-2_6&partnerID=40&md5=a4ab42cd87b3957ca457172bd098bba1","Increased demand for tools that allow merging of Building Information Models with GIS models is observed in the last several years. Professionals from both domains are looking for solutions to seamlessly integrate such models for various purposes such as, building and construction analysis, urban planning, tourism, cadastre, homeland security, etc. Researchers suggested that the best approach for such integration is harmonised semantics, which will allow formal mappings between the design (BIM) and real world (GIS) models. Although many geometric models have been developed in both domains, the number of semantic models is relatively few. Two most prominent semantic models in the design and real worlds are currently IFC and CityGML. Several studies demonstrate the transfer of information from IFC models into the CityGML but the literature is lacking a formal and descriptive framework for automatic generation of buildings in CityGML using the IFC models. This paper presents preliminary ideas for defining a semantic mapping, which will allow automatic transformations between the two models. © Springer-Verlag Berlin Heidelberg 2009.",Conference Paper,"Final",Scopus,2-s2.0-84879636398
"Fredheim L.H., Khalaf M.","The significance of values: heritage value typologies re-examined",2016,"International Journal of Heritage Studies",83,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963859765&doi=10.1080%2f13527258.2016.1171247&partnerID=40&md5=c26c566f7ee89a0f577978d20cbdca3f","A critical discussion of value typologies for heritage conservation and management is offered, from the perspective of objects and urban conservation, in light of a review of published literature on heritage values. It is suggested that value typologies are often designed and implemented without understanding the implicit consequences of the inclusion and omission of ‘values’. It is also suggested that typologies often fail to prompt the necessary questions to develop satisfactorily detailed understandings of heritage significance, resulting in decisions being based on implicit, rather than explicit, value assessments in practice. Mindful of the problems associated with ‘universalising’ context specific typologies, a broad framework for assessing and communicating significance is proposed. In order to encourage holistic approaches, the framework is designed to combat the false dichotomies of cultural/natural and tangible/intangible heritage; it is hoped this will make the framework widely applicable. Without downplaying the necessity of diverse participation in assessing significance, the framework is designed to identify aspects of weakness and preference in cases where adequate consultation is not possible. © 2016 L. Harald Fredheim and Manal Khalaf. Published with license by Taylor & Francis.",Article,"Final",Scopus,2-s2.0-84963859765
"Chiabrando F., Lo Turco M., Rinaudo F.","Modeling the decay in an hbim starting from 3d point clouds. A followed approach for cultural heritage knowledge",2017,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030257680&doi=10.5194%2fisprs-archives-XLII-2-W5-605-2017&partnerID=40&md5=58198bad6257a84bf0bbaf037dce186c","The recent trends in architectural data management imply the scientific and professional collaborations of several disciplines involved in the design, restoration and maintenance. It seems an achieved concept that, in the next future, all the information connected to new interventions or conservation activities on historical buildings will be managed by using a BIM platform. Nowadays the actual range or image based metric survey techniques (mainly produced by using Terrestrial Laser Scanner or photogrammetric platform today more based on projective geometry) allow to generate 3D point clouds, 3D models, orthophotos and other outputs with assessed accuracy. The subsequent conversion of 3D information into parametric components, especially in an historical environment, is not easy and has a lot of open issues. According to the actual BIM commercial software and to the embedded tools or plugin, the paper deals with the methodology followed for the realization of two parametric 3D models (Palazzo Sarmatoris and Smistamento RoundHouse, two historical building in the north-west part of Italy). The paper describes the proposed workflow according to the employed plug-in for automatic reconstruction and to the solution adopted for the well-known problems connected to the modeling phase such as the vaults realization or the 3D irregular surfaces modeling. Finally, the studied strategy for mapping the decay in a BIM environment and the connected results with the conclusions and future perspectives are critically discussed. © Authors 2017.",Conference Paper,"Final",Scopus,2-s2.0-85030257680
"Barazzetti L., Banfi F., Brumana R., Oreni D., Previtali M., Roncoroni F.","HBIM and augmented information: Towards a wider user community of image and range-based reconstructions",2015,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974539449&doi=10.5194%2fisprsarchives-XL-5-W7-35-2015&partnerID=40&md5=247ab45d43c5d3d6edbf6a52e2e09fab","This paper describes a procedure for the generation of a detailed HBIM which is then turned into a model for mobile apps based on augmented and virtual reality. Starting from laser point clouds, photogrammetric data and additional information, a geometric reconstruction with a high level of detail can be carried out by considering the basic requirements of BIM projects (parametric modelling, object relations, attributes). The work aims at demonstrating that a complex HBIM can be managed in portable devices to extract useful information not only for expert operators, but also towards a wider user community interested in cultural tourism.",Conference Paper,"Final",Scopus,2-s2.0-84974539449
"Van Balen K.","The Nara grid: An evaluation scheme based on the Nara document on authenticity",2008,"APT Bulletin",38,,[No abstract available],,"Final",Scopus,2-s2.0-79960207920
