Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Volk R., Stengel J., Schultmann F.","Building Information Modeling (BIM) for existing buildings - Literature review and future needs",2014,"Automation in Construction",1073,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890525940&doi=10.1016%2fj.autcon.2013.10.023&partnerID=40&md5=3cd62ca6374b6368ed35066db02442d2","While BIM processes are established for new buildings, the majority of existing buildings is not maintained, refurbished or deconstructed with BIM yet. Promising benefits of efficient resource management motivate research to overcome uncertainties of building condition and deficient documentation prevalent in existing buildings. Due to rapid developments in BIM research, involved stakeholders demand a state-of-the-art overview of BIM implementation and research in existing buildings. This paper presents a review of over 180 recent publications on the topic. Results show scarce BIM implementation in existing buildings yet, due to challenges of (1) high modeling/conversion effort from captured building data into semantic BIM objects, (2) updating of information in BIM and (3) handling of uncertain data, objects and relations in BIM occurring in existing buildings. Despite fast developments and spreading standards, challenging research opportunities arise from process automation and BIM adaption to existing buildings' requirements. © 2013 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-84890525940
"Roca P., Cervera M., Gariup G., Pela' L.","Structural analysis of masonry historical constructions. Classical and advanced approaches",2010,"Archives of Computational Methods in Engineering",423,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955569570&doi=10.1007%2fs11831-010-9046-1&partnerID=40&md5=79cefcc635eb72dfaa6fa82273908293","A review of methods applicable to the study of masonry historical construction, encompassing both classical and advanced ones, is presented. Firstly, the paper offers a discussion on the main challenges posed by historical structures and the desirable conditions that approaches oriented to the modeling and analysis of this type of structures should accomplish. Secondly, the main available methods which are actually used for study masonry historical structures are referred to and discussed. The main available strategies, including limit analysis, simplified methods, FEM macro- or micro-modeling and discrete element methods (DEM) are considered with regard to their realism, computer efficiency, data availability and real applicability to large structures. A set of final considerations are offered on the real possibility of carrying out realistic analysis of complex historic masonry structures. In spite of the modern developments, the study of historical buildings is still facing significant difficulties linked to computational effort, possibility of input data acquisition and limited realism of methods. © 2010 CIMNE, Barcelona, Spain.",Article,"Final",Scopus,2-s2.0-77955569570
"Xiong X., Adan A., Akinci B., Huber D.","Automatic creation of semantically rich 3D building models from laser scanner data",2013,"Automation in Construction",422,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873283130&doi=10.1016%2fj.autcon.2012.10.006&partnerID=40&md5=61d3cec103ae96e1a906eb4213c948fc","In the Architecture, Engineering, and Construction (AEC) domain, semantically rich 3D information models are increasingly used throughout a facility's life cycle for diverse applications, such as planning renovations, space usage planning, and managing building maintenance. These models, which are known as building information models (BIMs), are often constructed using dense, three dimensional (3D) point measurements obtained from laser scanners. Laser scanners can rapidly capture the ""as-is"" conditions of a facility, which may differ significantly from the design drawings. Currently, the conversion from laser scan data to BIM is primarily a manual operation, and it is labor-intensive and can be error-prone. This paper presents a method to automatically convert the raw 3D point data from a laser scanner positioned at multiple locations throughout a facility into a compact, semantically rich information model. Our algorithm is capable of identifying and modeling the main visible structural components of an indoor environment (walls, floors, ceilings, windows, and doorways) despite the presence of significant clutter and occlusion, which occur frequently in natural indoor environments. Our method begins by extracting planar patches from a voxelized version of the input point cloud. The algorithm learns the unique features of different types of surfaces and the contextual relationships between them and uses this knowledge to automatically label patches as walls, ceilings, or floors. Then, we perform a detailed analysis of the recognized surfaces to locate openings, such as windows and doorways. This process uses visibility reasoning to fuse measurements from different scan locations and to identify occluded regions and holes in the surface. Next, we use a learning algorithm to intelligently estimate the shape of window and doorway openings even when partially occluded. Finally, occluded surface regions are filled in using a 3D inpainting algorithm. We evaluated the method on a large, highly cluttered data set of a building with forty separate rooms. © 2012 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-84873283130
"Azhar S., Carlton W.A., Olsen D., Ahmad I.","Building information modeling for sustainable design and LEED ® rating analysis",2011,"Automation in Construction",343,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551681843&doi=10.1016%2fj.autcon.2010.09.019&partnerID=40&md5=c5cda69e6fbaebb3f6f798ba36c036e6","Today, there is a high level of demand for sustainable buildings. The most important decisions regarding a building's sustainable features are made during the design and preconstruction stages. Leadership in Energy and Environmental Design (LEED®) is the most widely adopted sustainable building rating system in the United States. For projects pursuing LEED® certification, designers have to conduct in-depth sustainability analyses based on a building's form, materials, context, and mechanical-electrical-plumbing (MEP) systems. Since Building Information Modeling (BIM) allows for multi-disciplinary information to be superimposed within one model, it creates an opportunity to conduct these analyses accurately and efficiently as compared to the traditional methods. In this exploratory research, a case study was conducted on Salisbury University's Perdue School of Business building to demonstrate the use of BIM for sustainable design and the LEED® certification process. First, a conceptual framework was developed to establish the relationship between BIM-based sustainability analyses and the LEED ® certification process. Next, the framework was validated via this case study. The results of this study indicate that documentation supporting LEED® credits may be directly or indirectly prepared using the results of BIM-based sustainability analyses software. This process could streamline the LEED® certification process and save substantial time and resources which would otherwise be required using traditional methods. © 2010 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-79551681843
"Murphy M., McGovern E., Pavia S.","Historic Building Information Modelling - Adding intelligence to laser and image based surveys of European classical architecture",2013,"ISPRS Journal of Photogrammetry and Remote Sensing",256,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873262334&doi=10.1016%2fj.isprsjprs.2012.11.006&partnerID=40&md5=2e13585f2f88c331374e42c8ae38c070","Historic Building Information Modelling (HBIM) is a novel prototype library of parametric objects, based on historic architectural data and a system of cross platform programmes for mapping parametric objects onto point cloud and image survey data. The HBIM process begins with remote collection of survey data using a terrestrial laser scanner combined with digital photo modelling. The next stage involves the design and construction of a parametric library of objects, which are based on the manuscripts ranging from Vitruvius to 18th century architectural pattern books. In building parametric objects, the problem of file format and exchange of data has been overcome within the BIM ArchiCAD software platform by using geometric descriptive language (GDL). The plotting of parametric objects onto the laser scan surveys as building components to create or form the entire building is the final stage in the reverse engineering process. The final HBIM product is the creation of full 3D models including detail behind the object's surface concerning its methods of construction and material make-up. The resultant HBIM can automatically create cut sections, details and schedules in addition to the orthographic projections and 3D models (wire frame or textured) for both the analysis and conservation of historic objects, structures and environments. © 2012 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS).",Article,"Final",Scopus,2-s2.0-84873262334
"Armeni I., Sax A., Zamir A.R., Savarese S.","Joint 2D-3D-Semantic Data for Indoor Scene Understanding",2017,"Joint 2D-3D-Semantic Data for Indoor Scene Understanding",232,,[No abstract available],,"Final",Scopus,2-s2.0-85030773563
"Murphy M., Mcgovern E., Pavia S.","Historic building information modelling (HBIM)",2009,"Structural Survey",215,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350367834&doi=10.1108%2f02630800910985108&partnerID=40&md5=db048577f0807f71c301aeed288fd8c4","Purpose - The purpose of this research is to outline in detail the procedure of remote data capture using laser scanning and the subsequent processing required in order to identify a new methodology for creating full engineering drawings (orthographic and 3D models) from laser scan and image survey data for historic structures.Design/methodology/approach - Historic building information modelling (HBIM) is proposed as a new system of modelling historic structures; the HBIM process begins with remote collection of survey data using a terrestrial laser scanner combined with digital cameras. A range of software programs is then used to combine the image and scan data.Findings - Meshing of the point cloud followed by texturing from the image data creates a framework for the creation of a 3D model. Mapping of BIM objects onto the 3D surface model is the final stage in the reverse engineering process, creating full 2D and 3D models including detail behind the object's surface concerning its methods of construction and material makeup, this new process is described as HBIM.Originality/value - The future research within this area will concentrate on three main stands. The initial strand is to attempt improve the application of geometric descriptive language to build complex parametric objects. The second stand is the development of a library of parametric based on historic data (from Vitruvius to 18th century architectural pattern books). Finally, while it is possible to plot parametric objects onto the laser scan data, there is need to identify intermediate software platforms to accelerate this stage within the HBIM framework. © Emerald Group Publishing Limited.",Article,"Final",Scopus,2-s2.0-70350367834
"Letellier R.",[No title available],2007,"Recording, Documentation, and Information Management for the Conservation of Heritage Places",129,,[No abstract available],,"Final",Scopus,2-s2.0-79960661254
"Azhar S., Brown J.","Bim for sustainability analyses",2009,"International Journal of Construction Education and Research",128,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020545524&doi=10.1080%2f15578770903355657&partnerID=40&md5=4a8c6b011cec54c5948f25fad01c0ff2","Buildings consume close to 40% of total energy used in the United States and account for 30% of greenhouse gas emissions. With the rising cost of energy and growing environmental concerns, the demand for sustainable buildings with minimal environmental impact is increasing. The most effective decisions related to the sustainable design of a building can be made in the early design and preconstruction stages. In this context, Building Information Modeling (BIM) can aid in performing complex building performance analyses to ensure an optimized sustainable building design. This research project investigated the viability of BIM-based sustainability analyses. The objectives were: 1) determination of current state and benefits of BIM-based sustainability analyses; 2) evaluation of various building performance analyses softwares; and 3) development of a conceptual framework to illustrate the use of BIM for sustainability analyses throughout the project life-cycle. Necessary data were collected via a questionnaire survey, a case study and semi-structured interviews. It is expected that the research findings would be useful for architecture and construction organizations interested in using BIM technology for sustainable design. © 2009 Taylor & Francis Group, LLC.",Article,"Final",Scopus,2-s2.0-85020545524
"Logothetis S., Delinasiou A., Stylianidis E.","Building information modelling for cultural heritage: A review",2015,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",113,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056537362&doi=10.5194%2fisprsannals-II-5-W3-177-2015&partnerID=40&md5=0e964741853cfbb4f0c704b49bd9b491","We discuss the evolution and state-of-the-art of the use of Building Information Modelling (BIM) in the field of culture heritage documentation. BIM is a hot theme involving different characteristics including principles, technology, even privacy rights for the cultural heritage objects. Modern documentation needs identified the potential of BIM in the recent years. Many architects, archaeologists, conservationists, engineers regard BIM as a disruptive force, changing the way professionals can document and manage a cultural heritage structure. The latest years, there are many developments in the BIM field while the developed technology and methods challenged the cultural heritage community in the documentation framework. In this review article, following a brief historic background for the BIM, we review the recent developments focusing in the cultural heritage documentation perspective. © 2015 Copernicus GmbH. All rights reserved.",Conference Paper,"Final",Scopus,2-s2.0-85056537362
