Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Murphy M., Mcgovern E., Pavia S.","Historic building information modelling (HBIM)",2009,"Structural Survey",215,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350367834&doi=10.1108%2f02630800910985108&partnerID=40&md5=db048577f0807f71c301aeed288fd8c4","Purpose - The purpose of this research is to outline in detail the procedure of remote data capture using laser scanning and the subsequent processing required in order to identify a new methodology for creating full engineering drawings (orthographic and 3D models) from laser scan and image survey data for historic structures.Design/methodology/approach - Historic building information modelling (HBIM) is proposed as a new system of modelling historic structures; the HBIM process begins with remote collection of survey data using a terrestrial laser scanner combined with digital cameras. A range of software programs is then used to combine the image and scan data.Findings - Meshing of the point cloud followed by texturing from the image data creates a framework for the creation of a 3D model. Mapping of BIM objects onto the 3D surface model is the final stage in the reverse engineering process, creating full 2D and 3D models including detail behind the object's surface concerning its methods of construction and material makeup, this new process is described as HBIM.Originality/value - The future research within this area will concentrate on three main stands. The initial strand is to attempt improve the application of geometric descriptive language to build complex parametric objects. The second stand is the development of a library of parametric based on historic data (from Vitruvius to 18th century architectural pattern books). Finally, while it is possible to plot parametric objects onto the laser scan data, there is need to identify intermediate software platforms to accelerate this stage within the HBIM framework. © Emerald Group Publishing Limited.",Article,"Final",Scopus,2-s2.0-70350367834
"Rowland I.D., Howe T.N., Dewar M.J.","Vitruvius: ‘Ten books on architecture’",2014,"Vitruvius: 'Ten Books on Architecture'",107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953234594&doi=10.1017%2fCBO9780511840951&partnerID=40&md5=2de6e88c43530c3b6adbf94772bfe97d","For the first time in more than half a century, Vitruvius’ Ten Books on Architecture is being published in English. The only full treatise on architecture and its related arts to survive from classical antiquity, the Architecture libri decem (Ten Books on Architecture) is the single most important work of architectural history in the Western world, having shaped architecture and the image of the architect from the Renaissance to the present. Demonstrating the range of Vitruvius’ style, this new edition includes examples from archaeological sites discovered since World War II and not previously published in English language translations. Rowland’s new translation and Howe’s critical commentary and illustrations provide a new image of Vitruvius, who emerges as an inventive and creative thinker, rather than the normative summarizer, as he was characterized in the Middle Ages and Renaissance. Ingrid D. Rowland is an associate professor of Art History at the University of Chicago. Thomas Noble Howe is a professor in the Department of Art at Southwestern University in Georgetown, Texas. © Cambridge University Press 1999.",Book,"Final",Scopus,2-s2.0-84953234594
"Brumana R., Della Torre S., Previtali M., Barazzetti L., Cantini L., Oreni D., Banfi F.","Generative HBIM modelling to embody complexity (LOD, LOG, LOA, LOI): surveying, preservation, site intervention—the Basilica di Collemaggio (L’Aquila)",2018,"Applied Geomatics",67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055423071&doi=10.1007%2fs12518-018-0233-3&partnerID=40&md5=bda3a631d2f3213ae459680492f3da1a","In December 2012, EniServizi (the Italian multinational energy company), after the Earthquake that occurred at L’Aquila in April 2009, decided to undertake the project “Re-start from Collemaggio”, funding around 14 million Euro to restore the Basilica di Collemaggio. EniServizi, aware of the BIM potential role in the complex building and infrastructure domain in the world, required an advanced HBIM based on laser scanner and photogrammetric surveying to address decision-making processes among the different actors involved in the preservation process. The Basilica of Collemaggio has been re-opened to the public on December 2017. This paper tries to make a synthesis of the different lessons learnt, in relation to both positive and critical aspects relating HBIM feasibility, sustainability and usefulness to the challenging restoration and preservation field. The theoretical and practical HBIM approach here tackled overcomes the current BIM logic based on the sequential process adopted by the AIA and NBS Level of Development (LOD), characterized by a simple-to-complex-detailing process, working in the new construction domain and generally following the conceptualizing phase, the preliminary design, the executive design, the construction phase till to the facility management. A complex-mixed LOD approach, able to entail the richness, unicity and multiplicity of each component and to get the maximum degree of knowledge, has been experimented in order to derive informed decisions in terms of preservation, restoration and management since the starting phases of the architectural design. To this aim, a Level of Geometry (LOG) coherent to the Level of Accuracy gained by the high-resolution surveys has been adapted to the specificity of the restoration process of a historic monument and is here proposed through different Grade of Generation (GOG) protocols developed in the object modelling to support the preliminary and definitive design proposal of the conservation plan of the Basilica. Particularly, a NURBS-based parametric generative modelling process (GOG9-10) is here proposed in order to get models “BIM abled” to describe the complex geometry and to match the related information. Specific Level of Information (LOI) has been introduced to support the preservation process, to document the as-built and the management of the building after the intervention, moving HBIM toward multi-actor domain. Given the effort required by such approach, obtaining a cost-effective HBIM modelling embodying the complexity of each damaged element as acquired by the surveys (i.e. walls, pillars, vaults, beams) represents a challenging issue. The result of the overall process aims to contribute in lowering the initial HBIM modelling costs by deploying a sustainable complexity delivering protocols and specification and by boosting at the same time an interoperable cooperative HBIM habit among multi-actors across all the phases, spreading its usability after the restoration process. On the lesson learnt, the process of updating the current Codification criteria (UNI11337-2009) has been started with a draft proposal stimulating the debate for the future of HBIM adoption in the case of restoration, preservation and maintenance (UNI11337-2017): in the conviction that transferring the HBIM richness into the Life Cycle Management process will allow multi-actors to take in account the knowledge and information gained during the restoration, integrating the as-built updating and keeping updated the monument monitoring during the time being. © 2018, Società Italiana di Fotogrammetria e Topografia (SIFET).",Article,"Final",Scopus,2-s2.0-85055423071
"Quattrini R., Pierdicca R., Morbidoni C.","Knowledge-based data enrichment for HBIM: Exploring high-quality models using the semantic-web",2017,"Journal of Cultural Heritage",63,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020011815&doi=10.1016%2fj.culher.2017.05.004&partnerID=40&md5=bc2543c8832fe02a7a1a15bb75361422","In the last decade, the paradigm Historical Building Information Modeling (HBIM) was investigated to exploit the possibilities offered by the application of BIM to historical buildings. In the Cultural Heritage domain, the BIM-oriented approach can produce 3D models that are data collector populated by both geometrical and non-geometrical information related to various themes: historical documents, monitoring data, structural information, conservation or restoration state and so on. The realization of a 3D model fully interoperable and rich in its informative content could represent a very important change towards a more efficient management of the historical real estate. The work presented in these pages outlines a novel approach to solve this interoperability issue, by developing and testing a workflow that exploits the advantages of BIM platforms and Semantic-Web technologies, enabling the user to query a repository composed of semantically structured and rich HBIM data. The presented pipeline follows four main steps: (i) the first step consists on modeling an ontology with the main information needs for the domain of interest, providing a data structure that can be leveraged to inform the data-enrichment phase and, later, to meaningfully query the data. (ii) Afterwards, the data enrichment was performed, by creating a set of shared parameters reflecting the properties in our domain ontology. (iii) To structure data in a machine-readable format, a data conversion was needed to represent the domain (ontology) and analyze data of specific buildings respectively; this step is mandatory to reuse the analysis data together with the 3D model, providing the end-user with a querying tool. (iv) As a final step in our workflow, we developed a demonstrative data exploration web application based on the faceted browsing paradigm and allowing to exploit both structured metadata and 3D visualization. This research demonstrates how is possible to represent a huge amount of specialized information models with appropriate LOD and Grade in BIM environment and then guarantee a complete interoperability with IFC/RDF format. Relying on semantically structured data (ontologies) and on the Linked Data stack appears a valid approach for addressing existing information system issues in the CH domain and constitutes a step forward in the management of repositories and web libraries devoted to historical buildings. © 2017 Elsevier Masson SAS",Article,"Final",Scopus,2-s2.0-85020011815
"Brumana R., Oreni D., Raimondi A., Georgopoulos A., Bregianni A.","From survey to HBIM for documentation, dissemination and management of built heritage: The case study of St. Maria in Scaria d'Intelvi",2013,"Proceedings of the DigitalHeritage 2013 - Federating the 19th Int'l VSMM, 10th Eurographics GCH, and 2nd UNESCO Memory of the World Conferences, Plus Special Sessions fromCAA, Arqueologica 2.0 et al.",62,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896778600&doi=10.1109%2fDigitalHeritage.2013.6743789&partnerID=40&md5=88d0300077a7a86e5287058e44198477","The research presented here is the result of two related theses, carried out in collaboration between PoliMi, (Italy) and NTUA, (Greece). Part of it is carried out within the INTERREG EU project framework, which aims to the valuation and dissemination of the role of the Church of S. Maria di Scaria (Vall' Intelvi) in the international European exchange of skills in the past centuries. It mainly focuses on the Carloni's intervention (XVIII century), a local family of craftsmen, famous across many European cities and regions for the construction of monuments with rich decorations. In this way they managed to send holy gifts and money, but also offered their skills in order to enrich the church of Scaria as a symbol of their success. The laser scanning and photogrammetric surveys have been carried out with the on-site stratigraphic analysis and with the quest for the scarcely available historical documents, in an attempt to study the reconstruction and the main transformations and chronological phases, from the Romanic to the Baroque interventions and to the more recent ones: An integrated BIM approach has been chosen as an experimental way of transmitting a piece of the history of the church life to the local people and also for touristic purposes. In order to disseminate the information on the transformations of the building and on the various decorations in a way that would facilitate the readability and interpretation of the monument by the visitors, a little local museum, co-funded by the EU Interreg programme, is planned to be realized mainly containing the exhibition of the collections of the sacred vessels and furnishings donated to the church in the past. To enhance this aim a 3D object modeling will also be exposed in the multimedia section of the museum. A Heritage Building Information Modeling (HBIM) has been developed, while investigating the potential of an object library specially generated to illustrate the various structural elements, the multiple construction technologies for the walls, the vault system, the roof etc., and the decorative layers (frescos, stuccos and frames), along with the critical aspects faced by standard BIM in a complex geometry shift from Surface approach to Object modeling. The research contributes to the explanation of the sequence and construction technologies adopted for the vault system, the first two vaults of the nave (their interesting texturing and the particular geometry registered by laser scanning related to the hypothesized centering), with respect to the vault covering the altar and the apse. The HBIM approach development is analyzed to help the generation of a vocabulary and an abacus of elements to be geographically referenced across Europe to disseminate typical construction elements and skills. © 2013 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-84896778600
"Khodeir L.M., Aly D., Tarek S.","Integrating HBIM (Heritage Building Information Modeling) tools in the application of sustainable retrofitting of heritage buildings in Egypt",2016,"Procedia Environmental Sciences",55,,[No abstract available],,"Final",Scopus,2-s2.0-85015489529
"Chiabrando F., Sammartano G., Spanò A.","Historical buildings models and their handling via 3d survey: From points clouds to user-oriented hbim",2016,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979210390&doi=10.5194%2fisprsarchives-XLI-B5-633-2016&partnerID=40&md5=8c4fa48c9e0f7647c55e3074c0e9fe50","This paper retraces some research activities and application of 3D survey techniques and Building Information Modelling (BIM) in the environment of Cultural Heritage. It describes the diffusion of as-built BIM approach in the last years in Heritage Assets management, the so-called Built Heritage Information Modelling/Management (BHIMM or HBIM), that is nowadays an important and sustainable perspective in documentation and administration of historic buildings and structures. The work focuses the documentation derived from 3D survey techniques that can be understood like a significant and unavoidable knowledge base for the BIM conception and modelling, in the perspective of a coherent and complete management and valorisation of CH. It deepens potentialities, offered by 3D integrated survey techniques, to acquire productively and quite easilymany 3D information, not only geometrical but also radiometric attributes, helping the recognition, interpretation and characterization of state of conservation and degradation of architectural elements. From these data, they provide more and more high descriptive models corresponding to the geometrical complexity of buildings or aggregates in the well-known 5D (3D + time and cost dimensions). Points clouds derived from 3D survey acquisition (aerial and terrestrial photogrammetry, LiDAR and their integration) are reality-based models that can be use in a semi- Automatic way to manage, interpret, and moderately simplify geometrical shapes of historical buildings that are examples, as is well known, of non-regular and complex geometry, instead of modern constructions with simple and regular ones. In the paper, some of these issues are addressed and analyzed through some experiences regarding the creation and the managing of HBIMprojects on historical heritage at different scales, using different platforms and various workflow. The paper focuses on LiDAR data handling with the aim to manage and extract geometrical information; on development and optimization of semi- Automatic process of segmentation, recognition and modelling of historical shapes of complex structures; on communication of historical heritage by virtual and augmented reality (VR/AR) in a 3D reconstruction of buildings aggregates from a LiDAR and UAV survey. The HBIM model have been implemented and optimized to be managed and browse by mobile devices for not only touristic or informative scopes, but also to ensure that HBIM platforms will become more easy and valuable tools helping all professionals of AEC involved in the documentation and valorisation process, that nowadays more and more distinguish CH policies.",Conference Paper,"Final",Scopus,2-s2.0-84979210390
"Yang X., Lu Y.-C., Murtiyoso A., Koehl M., Grussenmeyer P.","HBIM modeling from the surface mesh and its extended capability of knowledge representation",2019,"ISPRS International Journal of Geo-Information",32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069581674&doi=10.3390%2fijgi8070301&partnerID=40&md5=7955ece84168f3ced6e71de2fc823880","Built heritage has been documented by reality-based modeling for geometric description and by ontology for knowledge management. The current challenge still involves the extraction of geometric primitives and the establishment of their connection to heterogeneous knowledge. As a recently developed 3D information modeling environment, building information modeling (BIM) entails both graphical and non-graphical aspects of the entire building, which has been increasingly applied to heritage documentation and generates a new issue of heritage/historic BIM (HBIM). However, HBIM needs to additionally deal with the heterogeneity of geometric shape and semantic knowledge of the heritage object. This paper developed a new mesh-to-HBIM modeling workflow and an integrated BIM management system to connect HBIM elements and historical knowledge. Using the St-Pierre-le-Jeune Church, Strasbourg, France as a case study, this project employs Autodesk Revit as a BIM environment and Dynamo, a built-in visual programming tool of Revit, to extend the new HBIM functions. The mesh-to-HBIM process segments the surface mesh, thickens the triangle mesh to 3D volume, and transfers the primitives to BIM elements. The obtained HBIM is then converted to the ontology model to enrich the heterogeneous knowledge. Finally, HBIM geometric elements and ontology semantic knowledge is joined in a unified BIM environment. By extending the capability of the BIM platform, the HBIM modeling process can be conducted in a time-saving way, and the obtained HBIM is a semantic model with object-oriented knowledge. © 2019 by the authors.",Article,"Final",Scopus,2-s2.0-85069581674
"Megahed N.A.","Towards a theoretical framework for HBIM approach in historic preservation and management",2015,"Archnet-IJAR",31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950135155&doi=10.26687%2farchnet-ijar.v9i3.737&partnerID=40&md5=c9118a1014c99c6cd13ea4b18d4fcfbc","In the context of rapid technology development, the theory of using building information modelling (BIM) has been used in several historic places. With BIM technology, an accurate virtual model of a historic building is digitally constructed in order to maintain the building through its entire lifecycle, including demolition. This model, known as historic building information modelling (HBIM), represents a new paradigm within architectural heritage that can be used for creating, conserving, documenting, and managing complete engineering drawings and information. Therefore, the aim of this paper is to give an overview of the concepts, as well as surveying and representation techniques that are used in HBIM in order to support the process of further integration and demonstrate how the complexity of built heritage resources can be dealt with. In addition, the study presents a theoretical framework that has been constructed as a guide towards understanding the different aspects of historic preservation and management through a smart open platform. © 2015 Archnet-IJAR.",Article,"Final",Scopus,2-s2.0-84950135155
"Park J.","BIM-based parametric design methodology for modernized Korean traditional buildings",2011,"Journal of Asian Architecture and Building Engineering",21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82755190434&doi=10.3130%2fjaabe.10.327&partnerID=40&md5=98a564ec18a9799262c47feacfae74b3","With rising social interest in the quality of life and sustainable development in architecture, demands are growing for Hanok, traditional buildings of Korea, as a viable alternative to modernized architecture of Western origin. However, even as the so-called ""New Hanok""-which updates the traditional structure with modern design-is gaining popularity among the general public, its design and construction are still a minor practice, in the sense that they rely on a small group of professional carpenters whose practice largely rests on their personal experience. Aiming to build an information system of Hanok that can contribute to the industrialization of its production, this research proposes a new design process for traditional architecture, utilizing a parametric design methodology. This process, based on the understanding of tectonic joints and spatial composition of our traditional architecture, defines a parametric relationship among the structural elements that compose Hanok. The research uses Gehry Technologies' Digital Project and Autodesk Revit Architecture-most useful commercial programs of parametric (and associate) design among today's CAD/CAE/CAM applications-to apply a concurrent parametric design methodology, approaching the project from both ""bottom-up"" (building initiated by the assembly of smallest elements) and ""top-down"" (building from partial modifications on a pre-determined whole), to present a new design process for Hanok elements.",Article,"Final",Scopus,2-s2.0-82755190434
