Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
[No author name available],[No title available],2010,"Guideline for the Geotechnical Design of Underground Structures with Conventional Excavation",40,,[No abstract available],,"Final",Scopus,2-s2.0-84856725172
"Voit K., Amvrazis S., Cordes T., Bergmeister K.","Drill and blast excavation forecasting using 3D laser scanning [Ausbruchprognose beim Sprengvortrieb mittels 3D-Laser scanning]",2017,"Geomechanik und Tunnelbau",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020900182&doi=10.1002%2fgeot.201600057&partnerID=40&md5=c19b5d84259bbf4ff09ea4923ff62da6","The application of 3D laser scanning technology in tunnelling has gained increasing significance in recent years. Laser scanning is an innovative holistic approach for data acquisition in tunnelling regarding the geometrical parameters. It is a distance-based imaging technique for three-dimensional and high-resolution illustration (3D point cloud) of the surrounding rock that can be applied at various times to provide a variety of visualization and analysis possibilities. A new approach deals with excavation forecasting by linking the acquisition of the 3D geometry of previously excavated rounds with the geological documentation of the tunnel face. This approach enables the gathering of information about the expected overbreak or underprofile of subsequent excavation in similar rock conditions. Using this information, an optimization of the borehole positions (especially of the peripheral boreholes) can achieve the best possible excavation profile. This approach offers an improvement of excavation performance and saving potential with regard to excavation quantity and shotcrete consumption. The uniform excavation shape and consistent shotcrete thickness improve tunnel stability and finally increases the service life the tunnel structure. Copyright © 2017 Ernst & Sohn Verlag für Architektur und technische Wissenschaften GmbH & Co. KG, Berlin",Article,"Final",Scopus,2-s2.0-85020900182
"Stascheit J., Ninić J., Meschke G., Hegemann F., Maidl U.","Building Information Modelling in mechanised shield tunnelling – A practitioner's outlook to the near future [Building Information Modelling im maschinellen Schildvortrieb – Ein praxisorienterter Blick in die nähere Zukunft]",2018,"Geomechanik und Tunnelbau",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042162870&doi=10.1002%2fgeot.201700060&partnerID=40&md5=b1db70b319930fd6d9ab43a727cff294","The contribution takes a glance at the application of BIM technologies in the design and construction phases of shield tunnelling projects. The intention is to show how Building Information Modelling can be translated into actual benefit, not only in the operation phase but also in the design and construction phases of bored tunnels. Emphasising the integrative character of referencing data uniformly in space and time, examples are given of seamless communication between 3D geometrical modelling, efficient numerical simulation and model adaptation based on measured data acquired during the boring process. The article covers the complete range from predesign through structural analysis and detailed design until the actual excavation process including its interactions with the environment. Special emphasis is given to data management, which is the key to transforming a mere 3D visualisation into a Building Information Model. The article therefore presents a concept for database-supported, web-based integration of software modules for geometrical modelling in various levels of detail, efficient numerical simulation tools that are based upon this representation, and process controlling that manages all data acquired during the construction process in a spatially and temporally coordinated reference system. Copyright © 2018 Ernst & Sohn Verlag für Architektur und technische Wissenschaften GmbH & Co. KG, Berlin",Article,"Final",Scopus,2-s2.0-85042162870
"Schubert W., Vavrovsky G.","The New Austrian tunneling method [Die Neue Österreichische Tunnelbaumethode]",1996,"Öster- reichische Ingenieur- und Architekten-Zeitschrift",3,,[No abstract available],,,Scopus,2-s2.0-2142642914
"Schönfeld S.","Partnerschaftliche Zusammenarbeit in der frühen Phase durch BIM",2017,"Planen, Errichten und Betreiben – Digitalisierung im Bau – Tagungsband 4. Internationaler BBB-Kongress",2,,[No abstract available],,"Final",Scopus,2-s2.0-85057713583
"Goger G., Piskernik M., Urban H.",[No title available],2018,"Studie: Potenziale der Digitalisierung im Bauwesen",1,,[No abstract available],,"Final",Scopus,2-s2.0-85057766430
"Chylik B.",[No title available],2018,"Vergleich nationaler und internationaler Vertrags- und Vergütungsmodelle im maschinellen Tunnelvortrieb",1,,[No abstract available],,"Final",Scopus,2-s2.0-85057762552
"Goger G.",[No title available],2018,"Die Zukunft des Baubetriebs – Prozess vermeidet Prozess!",1,,[No abstract available],,"Final",Scopus,2-s2.0-85057758595
"Kvasina G.",[No title available],2018,"Dokumentation bei zyklischem Tunnelvortrieb – Erhebung von wesentlichen Parametern von Bauzeit und Kosten als Grundlage für ein digitales Modell",1,,[No abstract available],,"Final",Scopus,2-s2.0-85057724017
"Wennmohs K.H.",[No title available],2018,"Stand der Bohrtechnik im Tunnelbau",1,,[No abstract available],,"Final",Scopus,2-s2.0-85057721977
"Girmscheid G.",[No title available],2013,"Bauprozesse und Bauverfahren des Tunnelbaus",1,,[No abstract available],,"Final",Scopus,2-s2.0-85057756079
[No author name available],[No title available],2005,"ÖNORM B 2203-2, 2005 01 01: Untertagebauarbeiten – Werkvertragsnorm – Teil 2: Kontinuierlicher Vortrieb",1,,[No abstract available],,"Final",Scopus,2-s2.0-85057766223
[No author name available],[No title available],2001,"ÖNORM B 2203-1, 2001 12 01: Untertagebauarbeiten – Werkvertragsnorm – Teil 1: Zyklischer Vortrieb",1,,[No abstract available],,"Final",Scopus,2-s2.0-85057714040
