PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
C	Qi, QL; Tao, F; Zuo, Y; Zhao, DM		Wang, L		Qi, Qinglin; Tao, Fei; Zuo, Ying; Zhao, Dongming			Digital Twin Service towards Smart Manufacturing	51ST CIRP CONFERENCE ON MANUFACTURING SYSTEMS	Procedia CIRP				51st CIRP Conference on Manufacturing Systems (CIRP CMS)	MAY 16-18, 2018	Stockholm, SWEDEN	KTH Royal Inst Technol, Int Acad Prod Engn									Qi, Qinglin/N-3496-2018; Zuo, Ying/Q-8298-2017	Qi, Qinglin/0000-0002-3247-0440; Zuo, Ying/0000-0002-9067-3932												2212-8271						2018	72						237	242		10.1016/j.procir.2018.03.103								WOS:000526120800041						
J	Alaa, M; Zaidan, AA; Zaidan, BB; Talal, M; Kiah, MLM				Alaa, Mussab; Zaidan, A. A.; Zaidan, B. B.; Talal, Mohammed; Kiah, M. L. M.			A review of smart home applications based on Internet of Things	JOURNAL OF NETWORK AND COMPUTER APPLICATIONS																	Mat Kiah, Miss Laiha/B-2767-2010; Zaidan, Aos Alaa/F-7289-2010; zaidan, bilal/AAJ-7841-2021; Talal, Mohammed/AAI-8918-2020	Mat Kiah, Miss Laiha/0000-0002-1240-5406; Zaidan, Aos Alaa/0000-0001-6090-0391; 												1084-8045					NOV 1	2017	97						48	65		10.1016/j.jnca.2017.08.017								WOS:000413281600005						
J	Ghaffarianhoseini, A; Tookey, J; Ghaffarianhoseini, A; Naismith, N; Azhar, S; Efimova, O; Raahemifar, K				Ghaffarianhoseini, Ali; Tookey, John; Ghaffarianhoseini, Amirhosein; Naismith, Nicola; Azhar, Salman; Efimova, Olia; Raahemifar, Kaamran			Building Information Modelling (BIM) uptake: Clear benefits, understanding its implementation, risks and challenges	RENEWABLE & SUSTAINABLE ENERGY REVIEWS																	Azhar, Salman/J-6438-2014	GhaffarianHoseini, Ali/0000-0002-0787-8399												1364-0321					AUG	2017	75						1046	1053		10.1016/j.rser.2016.11.083								WOS:000401395000084						
J	Darroudi, SM; Gomez, C				Darroudi, Seyed Mahdi; Gomez, Carles			Bluetooth Low Energy Mesh Networks: A Survey	SENSORS																	Gomez, Carles/G-4719-2015; Darroudi, Seyed Mahdi/AAY-4043-2021	Gomez, Carles/0000-0002-4186-8418; DARROUDI, SEYED MAHDI/0000-0002-9110-8476												1424-8220					JUL	2017	17	7							1467	10.3390/s17071467								WOS:000407517600006						
J	Liu, Y; Van Nederveen, S; Hertogh, M				Liu, Yan; Van Nederveen, Sander; Hertogh, Marcel			Understanding effects of BIM on collaborative design and construction: An empirical study in China	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Liu, Yan/H-4315-2019; Jeong, Yongwook/N-7413-2016	Liu, Yan/0000-0001-8706-6712; van Nederveen, Sander/0000-0002-9623-3364												0263-7863	1873-4634				MAY	2017	35	4					686	698		10.1016/j.ijproman.2016.06.007								WOS:000399862900012						
J	Minoli, D; Sohraby, K; Occhiogrosso, B				Minoli, Daniel; Sohraby, Kazem; Occhiogrosso, Benedict			IoT Considerations, Requirements, and Architectures for Smart Buildings-Energy Optimization and Next-Generation Building Management Systems	IEEE INTERNET OF THINGS JOURNAL																														2327-4662					FEB	2017	4	1					269	283		10.1109/JIOT.2017.2647881								WOS:000395769400024						
J	Schleich, B; Anwer, N; Mathieu, L; Wartzack, S				Schleich, Benjamin; Anwer, Nabil; Mathieu, Luc; Wartzack, Sandro			Shaping the digital twin for design and production engineering	CIRP ANNALS-MANUFACTURING TECHNOLOGY																	anwer, nabil/AAG-3942-2019; ANWER, NABIL/C-8538-2015	anwer, nabil/0000-0002-0771-4685; ANWER, NABIL/0000-0002-0771-4685; Schleich, Benjamin/0000-0002-3638-4179; Wartzack, Sandro/0000-0002-0244-5033												0007-8506	1726-0604					2017	66	1					141	144		10.1016/j.cirp.2017.04.040								WOS:000407985900036						
J	Alam, KM; El Saddik, A				Alam, Kazi Masudul; El Saddik, Abdulmotaleb			C2PS: A Digital Twin Architecture Reference Model for the Cloud-Based Cyber-Physical Systems	IEEE ACCESS																	El Saddik, Abdulmotaleb/D-4159-2009	El Saddik, Abdulmotaleb/0000-0002-7690-8547; ALAM, KAZI MASUDUL/0000-0003-4731-9847												2169-3536						2017	5						2050	2062		10.1109/ACCESS.2017.2657006								WOS:000397136900116						
J	Stojkoska, BLR; Trivodaliev, KV				Stojkoska, Biljana L. Risteska; Trivodaliev, Kire V.			A review of Internet of Things for smart home: Challenges and solutions	JOURNAL OF CLEANER PRODUCTION																	Jeong, Yongwook/N-7413-2016	Risteska Stojkoska, Biljana/0000-0003-4435-2676												0959-6526	1879-1786				JAN 1	2017	140		3				1454	1464		10.1016/j.jclepro.2016.10.006								WOS:000388775300039						
C	Coraglia, UM; Simeone, D; Cursi, S; Fioravanti, A; Wurzer, G; D'Alessandro, D		Fioravanti, A; Cursi, S; Elahmar, S; Gargaro, S; Loffreda, G; Novembri, G; Trento, A		Coraglia, Ugo Maria; Simeone, Davide; Cursi, Stefano; Fioravanti, Antonio; Wurzer, Gabriel; D'Alessandro, Daniela			A Simulation Model for Logical and Operative Clash Detection	ECAADE 2017: SHARING OF COMPUTABLE KNOWLEDGE! (SHOCK!), VOL 2					35th International Conference on Education and Research in Computer Aided Architectural Design in Europe (eCAADe)	SEP 20-22, 2017	Rome, ITALY	Sapienza Univ Rome, Fac Civil & Ind Engn, Dept Civil Bldg & Environm Engn, A Sapiens Univ Rete, A T Adv Technologies s r l, Autodesk, Bentley, 3TI, Genres, Gangemi Editore Int Publishing, Epson, It Solut, Noumena, Sapienza Univ Roma									Cursi, Stefano/AAL-3154-2020; D'ALESSANDRO, DANIELA D./F-9529-2017; Fioravanti, Antonio/D-2784-2014	Cursi, Stefano/0000-0002-8499-1459; D'ALESSANDRO, DANIELA D./0000-0002-7980-2908; Fioravanti, Antonio/0000-0002-7539-9947														978-94-91207-13-6				2017							519	526										WOS:000431847900056						
C	Kuzminykh, I; Snihurov, A; Carlsson, A			IEEE	Kuzminykh, Ievgeniia; Snihurov, Arkadii; Carlsson, Anders			Testing of Communication Range in ZigBee Technology	2017 14TH INTERNATIONAL CONFERENCE: THE EXPERIENCE OF DESIGNING AND APPLICATION OF CAD SYSTEMS IN MICROELECTRONICS (CADSM)	Experience of Designing and Application of CAD Systems in Microelectronics-CADSM				14th International Conference on the Experience of Designing and Application of CAD Systems in Microelectronics (CADSM)	FEB 21-25, 2017	Svalyava, UKRAINE	IEEE, IEEE Ukraine Sect, Minist Sci & Educ Ukraine, Lviv Polytechn Nat Univ, CAD Dept, IEEE MTT ED AP CPMT SSC W Ukraine Chapter									Kuzminykh, Ievgeniia/ABG-6493-2020; Snihurov, Arkadii/W-1080-2017; Kuzminykh, Ievgeniia/AAD-4400-2020	Kuzminykh, Ievgeniia/0000-0001-6917-4234; Snihurov, Arkadii/0000-0003-1355-7978; 												2572-7583	2572-7591	978-1-5090-5045-1				2017							133	136										WOS:000403602400032						
J	Motlagh, NH; Taleb, T; Arouk, O				Motlagh, Naser Hossein; Taleb, Tarik; Arouk, Osama			Low-Altitude Unmanned Aerial Vehicles-Based Internet of Things Services: Comprehensive Survey and Future Perspectives	IEEE INTERNET OF THINGS JOURNAL																	Motlagh, Naser Hossein/AAG-9568-2019; Taleb, Tarik/ABD-6339-2021	Motlagh, Naser Hossein/0000-0001-9923-9879; 												2327-4662					DEC	2016	3	6					899	922		10.1109/JIOT.2016.2612119								WOS:000393048500004						
J	Bronzi, W; Frank, R; Castignani, G; Engel, T				Bronzi, Walter; Frank, Raphael; Castignani, German; Engel, Thomas			Bluetooth Low Energy performance and robustness analysis for Inter-Vehicular Communications	AD HOC NETWORKS																														1570-8705	1570-8713				FEB	2016	37		1		SI		76	86		10.1016/j.adhoc.2015.08.007								WOS:000366775000007						
C	Baranwal, T; Nitika; Pateriya, PK		Bansal, A; Singhal, A		Baranwal, Tanmay; Nitika; Pateriya, Pushpendra Kumar			Development of IoT based Smart Security and Monitoring Devices for Agriculture	2016 6th International Conference - Cloud System and Big Data Engineering (Confluence)					6th International Conference on Cloud System and Big Data Engineering (Confluence)	JAN 14-15, 2016	Amity University, Amity Sch Engn & Technol, Dept Comp Sci & Engn, Noida, INDIA	Comp Soc India, IEEE Computat Intelligence Soc, IEEE UP Sect, Inst Engineers, Inst Elect & Telecommunicat Engineers, Inst Engn & Technol, EMC Corp, IEEE	Amity University, Amity Sch Engn & Technol, Dept Comp Sci & Engn																							978-1-4673-8203-8				2016							597	602										WOS:000389314400113						
J	Kerosuo, Hannele; Miettinen, Reijo; Paavola, Sami; Mäki, Tarja; Korpela, Jenni				Kerosuo, Hannele; Miettinen, Reijo; Paavola, Sami; Mäki, Tarja; Korpela, Jenni			Challenges of the expansive use of Building Information Modeling (BIM) in construction projects	Production																														1980-5411					06	2015	25	2					289	297		10.1590/0103-6513.106512														
J	Ghayvat, H; Mukhopadhyay, S; Gui, X; Suryadevara, N				Ghayvat, Hemant; Mukhopadhyay, Subhas; Gui, Xiang; Suryadevara, Nagender			WSN- and IOT-Based Smart Homes and Their Extension to Smart Buildings	SENSORS																	Mukhopadhyay, Subhas/AAJ-5336-2020; Suryadevara, Nagender Kumar/G-6095-2016; Suryadevara, Nagender Kumar/AAJ-6160-2020	Suryadevara, Nagender Kumar/0000-0002-7786-9500; Suryadevara, Nagender Kumar/0000-0002-7786-9500; Mukhopadhyay, Subhas/0000-0002-8600-5907												1424-8220					MAY	2015	15	5					10350	10379		10.3390/s150510350								WOS:000357183100040	25946630					
J	Lee, HW; Oh, H; Kim, Y; Choi, K				Lee, Hyun Woo; Oh, Hyuntak; Kim, Youngchul; Choi, Kunhee			Quantitative analysis of warnings in building information modeling (BIM)	AUTOMATION IN CONSTRUCTION																	KIM, Youngchul/C-3814-2013; Bagga, Ankit/AAG-8019-2021	KIM, Youngchul/0000-0001-7945-028X; Lee, Hyun Woo/0000-0003-1994-2850												0926-5805	1872-7891				MAR	2015	51						23	31		10.1016/j.autcon.2014.12.007								WOS:000349732500003						
C	Wang, DY; Lo, D; Bhimani, J; Sugiura, K		Ahamed, SI; Chang, CK; Chu, W; Crnkovic, I; Hsiung, PA; Huang, G; Yang, J		Wang, Dongyu; Lo, Dixon; Bhimani, Janak; Sugiura, Kazunori			AnyControl - IoT based Home Appliances Monitoring and Controlling	IEEE 39TH ANNUAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE WORKSHOPS (COMPSAC 2015), VOL 3	Proceedings International Computer Software and Applications Conference				39th IEEE Annual International Computer Software and Applications Conference Workshops (COMPSAC)	JUL 01-05, 2015	Taichung, TAIWAN	IEEE, IEEE Comp Soc, IEEE Big Data, IEEE Cloud Comp, IPS, Korean Inst Informat Scientists & Engineers, CCF, Natl Cent Univ, Natl Chung Cheng Univ, Natl Chung Hsing Univ, Feng Chia Univ, Natl Ilan Univ, Iowa State Univ Sci & Technol, Marquette Univ, Natl Tsing Hua univ, Natl Taichung Univ Sci & Technol, Tunghai Univ, Minist Ssci & Technol, Minist Econ Affairs, R O C, Minist Educ, Unison Healthcare Grp, Inventec, Academia Sinica, Natl Appl Res Labs										Wang, Dongyu/0000-0002-6208-2385												0730-3157		978-1-4673-6563-5				2015							487	492		10.1109/COMPSAC.2015.259								WOS:000381598900082						
C	Pavithra, D; Balakrishnan, R			IEEE	Pavithra, D.; Balakrishnan, Ranjith			IoT based Monitoring and Control System for Home Automation	2015 GLOBAL CONFERENCE ON COMMUNICATION TECHNOLOGIES (GCCT)					Global Conference on Communication Technologies (GCCT)	APR 23-24, 2015	Thuckalay, INDIA	IEEE, Noorul Univ, Noorul Islam Ctr Higher Educ, Dept Elect & Commun Engn, IEEE Electron Devices Soc, IEEE Madras Sect									Bethapudi, Prakash/Q-1116-2015	Bethapudi, Prakash/0000-0002-1709-5208														978-1-4799-8553-1				2015							169	173										WOS:000377375000035						
C	Lee, JS; Dong, MF; Sun, YH			IEEE	Lee, Jin-Shyan; Dong, Ming-Feng; Sun, Yuan-Heng			A Preliminary Study of Low Power Wireless Technologies: ZigBee and Bluetooth Low Energy	PROCEEDINGS OF THE 2015 10TH IEEE CONFERENCE ON INDUSTRIAL ELECTRONICS AND APPLICATIONS	IEEE Conference on Industrial Electronics and Applications				10th IEEE Conference on Industrial Electronics and Applications	JUN 15-17, 2015	Auckland, NEW ZEALAND	IEEE, Univ Auckland, Univ Canterbury, Massey Univ, IEEE Ind Elect Soc, IEEE Singapore Sect, IEEE New Zealand N Sect, IEEE New Zealand S Sect, IEEE IES IAS Joint Chapter, IEEE Ind Elect Chapter										Lee, Jin-Shyan/0000-0001-7709-8788												2156-2318		978-1-4799-8389-6				2015							135	139										WOS:000377208900025						
J	Lee, SK; Kim, KR; Yu, JH				Lee, Seul-Ki; Kim, Ka-Ram; Yu, Jung-Ho			BIM and ontology-based approach for building cost estimation	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016	Yu, Jung-Ho/0000-0001-5514-9409												0926-5805	1872-7891				MAY	2014	41						96	105		10.1016/j.autcon.2013.10.020								WOS:000334139500011						
J	Volk, R; Stengel, J; Schultmann, F				Volk, Rebekka; Stengel, Julian; Schultmann, Frank			Building Information Modeling (BIM) for existing buildings - literature review and future needs	AUTOMATION IN CONSTRUCTION																	Volk, Rebekka D/R-6755-2017; Bagga, Ankit/AAG-8019-2021; Schultmann, Frank/AAF-6300-2020; Jeong, Yongwook/N-7413-2016	Volk, Rebekka D/0000-0001-9930-5354; Schultmann, Frank/0000-0001-6405-9763; 												0926-5805	1872-7891				MAR	2014	38						109	127		10.1016/j.autcon.2013.10.023								WOS:000333380600010						
C	Gerla, M; Lee, EK; Pau, G; Lee, U			IEEE	Gerla, Mario; Lee, Eun-Kyu; Pau, Giovanni; Lee, Uichin			Internet of Vehicles: From Intelligent Grid to Autonomous Cars and Vehicular Clouds	2014 IEEE WORLD FORUM ON INTERNET OF THINGS (WF-IOT)					1st IEEE World Forum on Internet of Things (WF-IoT)	MAR 06-08, 2014	Seoul, SOUTH KOREA	IEEE										Pau, Giovanni/0000-0003-2216-7170														978-1-4799-3459-1				2014							241	246										WOS:000340717500061						
J	Bryde, D; Broquetas, M; Volm, JM				Bryde, David; Broquetas, Marti; Volm, Juergen Marc			The project benefits of Building Information Modelling (BIM)	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Bagga, Ankit/AAG-8019-2021	Bryde, David/0000-0003-1779-9691												0263-7863	1873-4634				OCT	2013	31	7					971	980		10.1016/j.ijproman.2012.12.001								WOS:000324156700005						
J	Kelly, SDT; Suryadevara, NK; Mukhopadhyay, SC				Kelly, Sean Dieter Tebje; Suryadevara, Nagender Kumar; Mukhopadhyay, Subhas Chandra			Towards the Implementation of IoT for Environmental Condition Monitoring in Homes	IEEE SENSORS JOURNAL																	Suryadevara, Nagender Kumar/AAJ-6160-2020; Mukhopadhyay, Subhas/AAJ-5336-2020; Suryadevara, Nagender Kumar/G-6095-2016	Suryadevara, Nagender Kumar/0000-0002-7786-9500; Suryadevara, Nagender Kumar/0000-0002-7786-9500; Kelly, Susyn/0000-0002-6151-545X; Mukhopadhyay, Subhas/0000-0002-8600-5907												1530-437X	1558-1748				OCT	2013	13	10					3846	3853		10.1109/JSEN.2013.2263379								WOS:000324337900019						
C	Dementyev, A; Smith, JR			IEEE	Dementyev, Artem; Smith, Joshua R.			A Wearable UHF RFID-Based EEG System	2013 IEEE INTERNATIONAL CONFERENCE ON RFID (RFID)					IEEE International Conference on RFID (RFID)	APR 30-MAY 02, 2013	Orlando, FL	IEEE																								978-1-4673-5750-0; 978-1-4673-5748-7				2013							1	7										WOS:000326738900001						
C	Wang, M; Zhang, GQ; Zhang, CH; Zhang, JB; Li, CD			IEEE	Wang, Ming; Zhang, Guiqing; Zhang, Chenghui; Zhang, Jianbin; Li, Chengdong			An IoT-based Appliance Control System for Smart Homes	PROCEEDINGS OF THE 2013 FOURTH INTERNATIONAL CONFERENCE ON INTELLIGENT CONTROL AND INFORMATION PROCESSING (ICICIP)					4th International Conference on Intelligent Control and Information Processing (ICICIP)	JUN 09-11, 2013	Beijing, PEOPLES R CHINA	IEEE, Inst Automat, Chinese Acad Sci, Univ Illinois Chicago, Natl Nat Sci Fdn China																								978-1-4673-6249-8; 978-1-4673-6248-1				2013							744	747										WOS:000326374300144						
J	Gomez, C; Oller, J; Paradells, J				Gomez, Carles; Oller, Joaquim; Paradells, Josep			Overview and Evaluation of Bluetooth Low Energy: An Emerging Low-Power Wireless Technology	SENSORS																	Paradells, Josep/I-4736-2015; Oller, Joaquim/AAY-9736-2020; Gomez, Carles/G-4719-2015	Paradells, Josep/0000-0003-4185-2202; Oller, Joaquim/0000-0003-4008-6112; Gomez, Carles/0000-0002-4186-8418												1424-8220					SEP	2012	12	9					11734	11753		10.3390/s120911734								WOS:000309269900017						
C	Siekkinen, M; Hiienkari, M; Nurminen, JK; Nieminen, J			IEEE	Siekkinen, Matti; Hiienkari, Markus; Nurminen, Jukka K.; Nieminen, Johanna			How Low Energy is Bluetooth Low Energy? Comparative Measurements with ZigBee/802.15.4	2012 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE WORKSHOPS (WCNCW)					IEEE Wireless Communications and Networking Conference (WCNC)	APR 01-04, 2012	Paris, FRANCE	IEEE									Nurminen, Jukka K/H-7824-2012; Siekkinen, Matti/H-2447-2018	Siekkinen, Matti/0000-0003-0423-1060; Nurminen, Jukka/0000-0001-5083-1927														978-1-4673-0682-9				2012							232	237										WOS:000309204200042						
J	Tang, PB; Huber, D; Akinci, B; Lipman, R; Lytle, A				Tang, Pingbo; Huber, Daniel; Akinci, Burcu; Lipman, Robert; Lytle, Alan			Automatic reconstruction of as-built building information models from laser-scanned point clouds: A review of related techniques	AUTOMATION IN CONSTRUCTION																	Tang, Pingbo/I-7649-2012; Tang, Pingbo/I-9534-2012	Tang, Pingbo/0000-0001-9048-1327; Tang, Pingbo/0000-0002-4910-1326												0926-5805	1872-7891				NOV	2010	19	7					829	843		10.1016/j.autcon.2010.06.007								WOS:000283388600002						
J	Cao, HS; Leung, V; Chow, C; Chan, H				Cao, Huasong; Leung, Victor; Chow, Cupid; Chan, Henry			Enabling Technologies for Wireless Body Area Networks: A Survey and Outlook	IEEE COMMUNICATIONS MAGAZINE																	Leung, Victor C.M./X-6823-2019	Leung, Victor C.M./0000-0003-3529-2640; Chan, Henry/0000-0001-8024-0597												0163-6804	1558-1896				DEC	2009	47	12					84	93		10.1109/MCOM.2009.5350373								WOS:000272693000016						
J	Armesto, J; Lubowiecka, I; Ordonez, C; Rial, FI				Armesto, Julia; Lubowiecka, Izabela; Ordonez, Celestino; Rial, Fernando I.			FEM modeling of structures based on close range digital photogrammetry	AUTOMATION IN CONSTRUCTION																	Ordóñez, Celestino/AAP-9826-2020; Armesto, Julia/T-6600-2019; Lubowiecka, Izabela/S-6832-2016	Ordóñez, Celestino/0000-0002-6912-6299; Armesto, Julia/0000-0002-8173-8319; Lubowiecka, Izabela/0000-0003-0452-383X												0926-5805					AUG	2009	18	5					559	569		10.1016/j.autcon.2008.11.006								WOS:000267483700005						
J	Succar, B				Succar, Bilal			Building information modelling framework: A research and delivery foundation for industry stakeholders	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016	Succar, Bilal/0000-0001-5377-1026												0926-5805	1872-7891				MAY	2009	18	3					357	375		10.1016/j.autcon.2008.10.003								WOS:000264211200014						
C	Dickinson, J; Pardasani, A; Ahamed, S; Kruithof, S		Belloni, K; Kojima, J; Seppa, IP		Dickinson, John; Pardasani, Ajit; Ahamed, Shafee; Kruithof, Steve			A Survey of Automation Technology for Realising As-built Models of Services	FIRST INTERNATIONAL CONFERENCE ON IMPROVING CONSTRUCTION AND USE THROUGH INTEGRATED DESIGN SOLUTIONS	VTT Symposia				1st International Conference on Improving Construction and Use Through Integrated Design Solutions	JUN 10-12, 2009	Espoo, FINLAND	Skanska, Tekla, Nokia, SRV Group									Dickinson, John/AAA-9889-2020	Dickinson, John/0000-0002-6266-7463												0357-9387		978-951-38-6341-8				2009	259						365	381										WOS:000282533200025						
