Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Box G.E.P., Jenkins G.M.",[No title available],1976,"Time Series Analysis: Forecasting and Control",20358,,[No abstract available],,,Scopus,2-s2.0-0004311217
"Hevner A.R., March S.T., Park J., Ram S.","Design science in information systems research",2004,"MIS Quarterly: Management Information Systems",7819,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242652022&doi=10.2307%2f25148625&partnerID=40&md5=fb1dde6271e2c2d4d646405dcddea0d1","Two paradigms characterize much of the research in the Information Systems discipline: behavioral science and design science. The behavioral-science paradigm seeks to develop and verify theories that explain or predict human or organizational behavior. The design-science paradigm seeks to extend the boundaries of human and organizational capabilities by creating new and innovative artifacts. Both paradigms are foundational to the IS discipline, positioned as it is at the confluence of people, organizations, and technology. Our objective is to describe the performance of design-science research in Information Systems via a concise conceptual framework and clear guidelines for understanding, executing, and evaluating the research. In the design-science paradigm, knowledge and understanding of a problem domain and its solution are achieved in the building and application of the designed artifact. Three recent exemplars in the research literature are used to demonstrate the application of these guidelines. We conclude with an analysis of the challenges of performing high-quality design-science research in the context of the broader IS community.",Article,"Final",Scopus,2-s2.0-0242652022
"Van der Aalst W.","Process mining: Data science in action",2016,"Process Mining: Data Science in Action",1144,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979530122&doi=10.1007%2f978-3-662-49851-4&partnerID=40&md5=2c9677c2cfe2b253453b40c50e86ebb3","This is the second edition of Wil van der Aalst’s seminal book on process mining, which now discusses the field also in the broader context of data science and big data approaches. It includes several additions and updates, e.g. on inductive mining techniques, the notion of alignments, a considerably expanded section on software tools and a completely new chapter of process mining in the large. It is self-contained, while at the same time covering the entire process-mining spectrum from process discovery to predictive analytics. After a general introduction to data science and process mining in Part I, Part II provides the basics of business process modeling and data mining necessary to understand the remainder of the book. Next, Part III focuses on process discovery as the most important process mining task, while Part IV moves beyond discovering the control flow of processes, highlighting conformance checking, and organizational and time perspectives. Part V offers a guide to successfully applying process mining in practice, including an introduction to the widely used open-source tool ProM and several commercial products. Lastly, Part VI takes a step back, reflecting on the material presented and the key open challenges. Overall, this book provides a comprehensive overview of the state of the art in process mining. It is intended for business process analysts, business consultants, process managers, graduate students, and BPM researchers. © Springer-Verlag Berlin Heidelberg 2011, 2016.",Book,"Final",Scopus,2-s2.0-84979530122
"Günther C.W., Van Der Aalst W.M.P.","Fuzzy mining - Adaptive process simplification based on multi-perspective metrics",2007,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",591,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049156249&doi=10.1007%2f978-3-540-75183-0_24&partnerID=40&md5=a8035428ca9ad8f15a5151a0273117cf","Process Mining is a technique for extracting process models from execution logs. This is particularly useful in situations where people have an idealized view of reality. Real-life processes turn out to be less structured than people tend to believe. Unfortunately, traditional process mining approaches have problems dealing with unstructured processes. The discovered models are often ""spaghetti-like"", showing all details without distinguishing what is important and what is not. This paper proposes a new process mining approach to overcome this problem. The approach is configurable and allows for different faithfully simplified views of a particular process. To do this, the concept of a roadmap is used as a metaphor. Just like different roadmaps provide suitable abstractions of reality, process models should provide meaningful abstractions of operational processes encountered in domains ranging from healthcare and logistics to web services and public administration. © Springer-Verlag Berlin Heidelberg 2007.",Conference Paper,"Final",Scopus,2-s2.0-38049156249
"Schleich B., Anwer N., Mathieu L., Wartzack S.","Shaping the digital twin for design and production engineering",2017,"CIRP Annals - Manufacturing Technology",508,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018723536&doi=10.1016%2fj.cirp.2017.04.040&partnerID=40&md5=ba7049ec32c79b6298cc70581af3c133","The digitalization of manufacturing fuels the application of sophisticated virtual product models, which are referred to as digital twins, throughout all stages of product realization. Particularly, more realistic virtual models of manufactured products are essential to bridge the gap between design and manufacturing and to mirror the real and virtual worlds. In this paper, we propose a comprehensive reference model based on the concept of Skin Model Shapes, which serves as a digital twin of the physical product in design and manufacturing. In this regard, model conceptualization, representation, and implementation as well as applications along the product life-cycle are addressed. © 2017",Article,"Final",Scopus,2-s2.0-85018723536
"Qi Q., Tao F.","Digital Twin and Big Data Towards Smart Manufacturing and Industry 4.0: 360 Degree Comparison",2018,"IEEE Access",488,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041173790&doi=10.1109%2fACCESS.2018.2793265&partnerID=40&md5=421f931c692160832c81d6535ddfea0a","With the advances in new-generation information technologies, especially big data and digital twin, smart manufacturing is becoming the focus of global manufacturing transformation and upgrading. Intelligence comes from data. Integrated analysis for the manufacturing big data is beneficial to all aspects of manufacturing. Besides, the digital twin paves a way for the cyber-physical integration of manufacturing, which is an important bottleneck to achieve smart manufacturing. In this paper, the big data and digital twin in manufacturing are reviewed, including their concept as well as their applications in product design, production planning, manufacturing, and predictive maintenance. On this basis, the similarities and differences between big data and digital twin are compared from the general and data perspectives. Since the big data and digital twin can be complementary, how they can be integrated to promote smart manufacturing are discussed. © 2013 IEEE.",Article,"Final",Scopus,2-s2.0-85041173790
"Tao F., Zhang H., Liu A., Nee A.Y.C.","Digital Twin in Industry: State-of-the-Art",2019,"IEEE Transactions on Industrial Informatics",484,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054374767&doi=10.1109%2fTII.2018.2873186&partnerID=40&md5=2fd1fcedbc08dff8d43df76d7de1d53f","Digital twin (DT) is one of the most promising enabling technologies for realizing smart manufacturing and Industry 4.0. DTs are characterized by the seamless integration between the cyber and physical spaces. The importance of DTs is increasingly recognized by both academia and industry. It has been almost 15 years since the concept of the DT was initially proposed. To date, many DT applications have been successfully implemented in different industries, including product design, production, prognostics and health management, and some other fields. However, at present, no paper has focused on the review of DT applications in industry. In an effort to understand the development and application of DTs in industry, this paper thoroughly reviews the state-of-the-art of the DT research concerning the key components of DTs, the current development of DTs, and the major DT applications in industry. This paper also outlines the current challenges and some possible directions for future work. © 2005-2012 IEEE.",Article,"Final",Scopus,2-s2.0-85054374767
"Tao F., Zhang M.","Digital Twin Shop-Floor: A New Shop-Floor Paradigm Towards Smart Manufacturing",2017,"IEEE Access",450,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030752762&doi=10.1109%2fACCESS.2017.2756069&partnerID=40&md5=ec2b49226948f1c7116612c0f78f846e","With the developments and applications of the new information technologies, such as cloud computing, Internet of Things, big data, and artificial intelligence, a smart manufacturing era is coming. At the same time, various national manufacturing development strategies have been put forward, such as Industry 4.0, Industrial Internet, manufacturing based on Cyber-Physical System, and Made in China 2025. However, one of specific challenges to achieve smart manufacturing with these strategies is how to converge the manufacturing physical world and the virtual world, so as to realize a series of smart operations in the manufacturing process, including smart interconnection, smart interaction, smart control and management, etc. In this context, as a basic unit of manufacturing, shop-floor is required to reach the interaction and convergence between physical and virtual spaces, which is not only the imperative demand of smart manufacturing, but also the evolving trend of itself. Accordingly, a novel concept of digital twin shop-floor (DTS) based on digital twin is explored and its four key components are discussed, including physical shop-floor, virtual shop-floor, shop-floor service system, and shop-floor digital twin data. What is more, the operation mechanisms and implementing methods for DTS are studied and key technologies as well as challenges ahead are investigated, respectively. © 2013 IEEE.",Article,"Final",Scopus,2-s2.0-85030752762
"Deb C., Zhang F., Yang J., Lee S.E., Shah K.W.","A review on time series forecasting techniques for building energy consumption",2017,"Renewable and Sustainable Energy Reviews",365,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015085852&doi=10.1016%2fj.rser.2017.02.085&partnerID=40&md5=626c23f1474b8b76416c0413c27c464a","Energy consumption forecasting for buildings has immense value in energy efficiency and sustainability research. Accurate energy forecasting models have numerous implications in planning and energy optimization of buildings and campuses. For new buildings, where past recorded data is unavailable, computer simulation methods are used for energy analysis and forecasting future scenarios. However, for existing buildings with historically recorded time series energy data, statistical and machine learning techniques have proved to be more accurate and quick. This study presents a comprehensive review of the existing machine learning techniques for forecasting time series energy consumption. Although the emphasis is given to a single time series data analysis, the review is not just limited to it since energy data is often co-analyzed with other time series variables like outdoor weather and indoor environmental conditions. The nine most popular forecasting techniques that are based on the machine learning platform are analyzed. An in-depth review and analysis of the ‘hybrid model’, that combines two or more forecasting techniques is also presented. The various combinations of the hybrid model are found to be the most effective in time series energy forecasting for building. © 2017 Elsevier Ltd",Review,"Final",Scopus,2-s2.0-85015085852
"Leemans S.J.J., Fahland D., Van Der Aalst W.M.P.","Discovering block-structured process models from event logs - A constructive approach",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",307,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879641701&doi=10.1007%2f978-3-642-38697-8_17&partnerID=40&md5=496b0c935efa1a9d200a05b6b6f92e4a","Process discovery is the problem of, given a log of observed behaviour, finding a process model that 'best' describes this behaviour. A large variety of process discovery algorithms has been proposed. However, no existing algorithm guarantees to return a fitting model (i.e., able to reproduce all observed behaviour) that is sound (free of deadlocks and other anomalies) in finite time. We present an extensible framework to discover from any given log a set of block-structured process models that are sound and fit the observed behaviour. In addition we characterise the minimal information required in the log to rediscover a particular process model. We then provide a polynomial-time algorithm for discovering a sound, fitting, block-structured model from any given log; we give sufficient conditions on the log for which our algorithm returns a model that is language-equivalent to the process model underlying the log, including unseen behaviour. The technique is implemented in a prototypical tool. © 2013 Springer-Verlag.",Conference Paper,"Final",Scopus,2-s2.0-84879641701
