Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Glaser B.G., Strauss A.L.",[No title available],1967,"The Discovery of Grounded Theory: Strategies for Qualitative Research",51184,,[No abstract available],,,Scopus,2-s2.0-0003424343
"Patton M.Q.",[No title available],1990,"Qualitative Evaluation and Research Methods",48433,,[No abstract available],,,Scopus,2-s2.0-0003743782
"Wenger E.","Communities of practice: Learning, meaning and identity",1998,"Communities of Practice: Learning, Meaning, and Identity",20750,,[No abstract available],,,Scopus,2-s2.0-0003893813
"Lindlof T.R., Taylor B.C.",[No title available],2002,"Qualitative Communication Research Methods",3107,,[No abstract available],,"Final",Scopus,2-s2.0-0003410134
"Eastman C.M., Teicholz P., Sacks R., Liston K.",[No title available],2008,"BIM Handbook: A Guide to Building Information Modeling for Owners, Managers, Architects, Engineers, Contractors, and Fabricators",3033,,[No abstract available],,"Final",Scopus,2-s2.0-38649094993
"Bryde D., Broquetas M., Volm J.M.","The project benefits of building information modelling (BIM)",2013,"International Journal of Project Management",643,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881611317&doi=10.1016%2fj.ijproman.2012.12.001&partnerID=40&md5=69388ec6f39ea64795336123bd925f34","Theoretical developments in Building Information Modelling (BIM) suggest that not only is it useful for geometric modelling of a building's performance but also that it can assist in the management of construction projects. The purpose of this paper is to explore the extent to which the use of BIM has resulted in reported benefits on a cross-section of construction projects. This exploration is done by collecting secondary data from 35 construction projects that utilised BIM. A set of project success criteria were generated and content analysis was used to establish the extent to which each individual project met a criterion. The most frequently reported benefit related to the cost reduction and control through the project life cycle. Significant time savings were also reported. Negative benefits were mainly focused on the use of BIM software. Cost/benefit analysis, awareness raising and education and training are important activities to address the challenges of BIM usage. © 2013 Elsevier Ltd and APM IPMA.",Article,"Final",Scopus,2-s2.0-84881611317
"Foucquier A., Robert S., Suard F., Stéphan L., Jay A.","State of the art in building modelling and energy performances prediction: A review",2013,"Renewable and Sustainable Energy Reviews",464,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875690842&doi=10.1016%2fj.rser.2013.03.004&partnerID=40&md5=51ad46fada15a21a64a4166b96b04cac","In the European Union, the building sector is one of the largest energy consumer with about 40% of the final energy consumption. Reducing consumption is also a sociological, technological and scientific matter. New methods have to be devised in order to support building professionals in their effort to optimize designs and to enhance energy performances. Indeed, the research field related to building modelling and energy performances prediction is very productive, involving various scientific domains. Among them, one can distinguish physics-related fields, focusing on the resolution of equations simulating building thermal behaviour and mathematics-related ones, consisting in the implementation of prediction model thanks to machine learning techniques. This paper proposes a detailed review and discussion of these works. First, the approaches based on physical (white box) models are reviewed according three-category classification. Then, we present the main machine learning (black box) tools used for prediction of energy consumption, heating/cooling demand, indoor temperature. Eventually, a third approach called hybrid (grey box) method is introduced, which uses both physical and statistical techniques. The paper covers a wide range of research works, giving the base principles of each technique and numerous illustrative examples. © 2013 Elsevier Ltd.",Review,"Final",Scopus,2-s2.0-84875690842
"DiSalvo C., Sengers P., Brynjarsdóttir H.","Mapping the landscape of sustainable HCI",2010,"Conference on Human Factors in Computing Systems - Proceedings",415,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954026810&doi=10.1145%2f1753326.1753625&partnerID=40&md5=d27667164d4988a63e6a969848da27eb","With the recent growth in sustainable HCI, now is a good time to map out the approaches being taken and the intellectual commitments that underlie the area, to allow for community discussion about where the field should go. Here, we provide an empirical analysis of how sustainable HCI is defining itself as a research field. Based on a corpus of published works, we identify (1) established genres in the area, (2) key unrecognized intellectual differences, and (3) emerging issues, including urgent avenues for further exploration, opportunities for interdisciplinary engagement, and key topics for debate. © 2010 ACM.",Conference Paper,"Final",Scopus,2-s2.0-77954026810
"Allouhi A., El Fouih Y., Kousksou T., Jamil A., Zeraouli Y., Mourad Y.","Energy consumption and efficiency in buildings: Current status and future trends",2015,"Journal of Cleaner Production",341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934300984&doi=10.1016%2fj.jclepro.2015.05.139&partnerID=40&md5=f99ce1316163a124cd449386be29f096","The building sector is considered as the biggest single contributor to world energy consumption and greenhouse gas emissions. Therefore, a good understanding of the nature and structure of energy use in buildings is crucial for establishing the adequate future energy and climate change policies. Availability of the updated data is becoming increasingly important in order to allow a rigorous analysis. In this paper, recent data on the world energy consumption in both residential and commercial buildings are reported. Past situation, current status and future trends are discussed and analyzed for selected countries. A breakdown of buildings energy consumption is realized in order to determine the influencing key parameters. A whole section of this paper is dedicated to give an overview of measures and policies adopted by different countries, allowing the monitoring, management and reduction of the energy consumption in buildings. Critical aspects of these policies are discussed based on the feedback of the early adopters. © 2015 Elsevier Ltd. All rights reserved.",Article,"Final",Scopus,2-s2.0-84934300984
"Hoepfl M.C.","Choosing qualitative research: A primer for technology education researchers",1997,"Journal of Technology Education",305,,[No abstract available],,"Final",Scopus,2-s2.0-0942303519
"Dourish P.","HCI and environmental sustainability: The politics of design and the design of politics",2010,"DIS 2010 - Proceedings of the 8th ACM Conference on Designing Interactive Systems",233,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149307304&doi=10.1145%2f1858171.1858173&partnerID=40&md5=6ffe0c69b3a9f9e73b3f534e81d40e46","Many HCI researchers have recently begun to examine the opportunities to use ICTs to promote environmental sustainability and ecological consciousness on the part of technology users. This paper examines the way that traditional HCI discourse obscures political and cultural contexts of environmental practice that must be part of an effective solution. Research on ecological politics and the political economy of environmentalism highlight some missing elements in contemporary HCI analysis, and suggest some new directions for the relationship between sustainability and HCI. In particular, I propose that questions of scale - the scales of action and the scales of effects - might provide a useful new entry point for design practice. © 2010 ACM.",Conference Paper,"Final",Scopus,2-s2.0-78149307304
"Sacks R., Eastman C., Lee G., Teicholz P.","BIM Handbook: A Guide to Building Information Modeling for Owners, Designers, Engineers, Contractors, and Facility Managers",2018,"BIM Handbook: A Guide to Building Information Modeling for Owners, Designers, Engineers, Contractors, and Facility Managers",224,,[No abstract available],,"Final",Scopus,2-s2.0-85054559327
"Dossick C.S., Neff G.","Organizational divisions in bim-enabled commercial construction",2010,"Journal of Construction Engineering and Management",195,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949691000&doi=10.1061%2f%28ASCE%29CO.1943-7862.0000109&partnerID=40&md5=24cbafb773e033e45508bd4b14efe53f","Proponents claim that the adoption of building information modeling (BIM) will lead to greater efficiencies through increased collaboration. In this paper, we present research that examines the use of BIM technologies for mechanical, electrical, plumbing, and fire life safety systems (often referred to as MEP) coordination and how the introduction of BIM influences collaboration and communication. Using data from over 12 months of ethnographic observations of the MEP coordination process for two commercial construction projects and interviews with 65 industry leaders across the United States, we find that BIM-enabled projects are often tightly coupled technologically, but divided organizationally. This means that while BIM makes visible the connections among project members, it is not fostering closer collaboration across different companies. We outline the competing obligations to scope, project, and company as one cause for this division. Obligations to an individual scope of work or to a particular company can conflict with project goals. Individual leadership, especially that of the MEP coordinator in the teams we studied, often substitutes for stronger project cohesion and organization. Organizational forces and structures must be accounted for in order for BIM to be implemented successfully. © 2010 ASCE.",Article,"Final",Scopus,2-s2.0-77949691000
