Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Nelder J.A., Mead R.","A simplex method for function minimization",1965,"Comput. J.",20543,,[No abstract available],,,Scopus,2-s2.0-0000238336
"Besl P.J., McKay N.D.","A Method for Registration of 3-D Shapes",1992,"IEEE Transactions on Pattern Analysis and Machine Intelligence",12199,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026821209&doi=10.1109%2f34.121791&partnerID=40&md5=ee06231fbe1dba306ad906353ec3701d","This paper describes a general-purpose, representation-independent method for the accurate and computationally efficient registration of 3-D shapes including free-form curves and surfaces. The method handles the full six degrees of freedom and is based on the iterative closest point (ICP) algorithm, which requires only a procedure to find the closest point on a geometric entity to a given point. The ICP algorithm always converges monotonically to the nearest local minimum of a mean-square distance metric, and experience shows that the rate of convergence is rapid during the first few iterations. Therefore, given an adequate set of initial rotations and translations for a particular class of objects with a certain level of “shape complexity,” one can globally minimize the mean-square distance metric over all six degrees of freedom by testing each initial registration. For example, a given “model” shape and a sensed “data” shape that represents a major portion of the model shape can be registered in minutes by testing one initial translation and a relatively small set of rotations to allow for the given level of model complexity. One important application of this method is to register sensed data from unfixtured rigid objects with an ideal geometric model prior to shape inspection. The described method is also useful for deciding fundamental issues such as the congruence (shape equivalence) of different geometric representations as well as for estimating the motion between point sets where the correspondences are not known. Experimental results show the capabilities of the registration algorithm on point sets, curves, and surfaces. © 1992 IEEE",Article,"Final",Scopus,2-s2.0-0026821209
"Rusinkiewicz S., Levoy M.","Efficient variants of the ICP algorithm",2001,"Proceedings of International Conference on 3-D Digital Imaging and Modeling, 3DIM",2978,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949236475&doi=10.1109%2fIM.2001.924423&partnerID=40&md5=8ce35ec134f1ca6df34433ed583897fd","The ICP (Iterative Closest Point) algorithm is widely used for geometric alignment of three-dimensional models when an initial estimate of the relative pose is known. Many variants of ICP have been proposed, affecting all phases of the algorithm from the selection and matching of points to the minimization strategy. We enumerate and classify many of these variants, and evaluate their effect on the speed with which the correct alignment is reached. In order to improve convergence for nearly-flat meshes with small features, such as inscribed surfaces, we introduce a new variant based on uniform sampling of the space of normals. We conclude by proposing a combination of ICP variants optimized for high speed. We demonstrate an implementation that is able to align two range images in a few tens of milliseconds, assuming a good initial guess. This capability has potential application to real-time 3D model acquisition and model-based tracking.",Article,"Final",Scopus,2-s2.0-84949236475
"Adams R., Bischof L.","Seeded Region Growing",1994,"IEEE Transactions on Pattern Analysis and Machine Intelligence",2348,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028444401&doi=10.1109%2f34.295913&partnerID=40&md5=ee60756feb6d1292182e347f8517b760","We present here a new algorithm for segmentation of intensity images which is robust, rapid, and free of tuning parameters. The method, however, requires the input of a number of seeds, either individual pixels or regions, which will control the formation of regions into which the image will be segmented. In this correspondence, we present the algorithm, discuss briefly its properties, and suggest two ways in which it can be employed, namely, by using manual seed selection or by automated procedures. © 1994 IEEE.",Article,"Final",Scopus,2-s2.0-0028444401
"Yang C., Medioni G.","Object modelling by registration of multiple range images",1992,"Image and Vision Computing",1991,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44049122968&doi=10.1016%2f0262-8856%2892%2990066-C&partnerID=40&md5=61be7968c009cd57950b74296200b88a","We study the problem of creating a complete model of a physical object. Although this may be possible using intensity images, we here use images which directly provide access to three dimensional information. The first problem that we need to solve is to find the transformation between the different views. Previous approaches either assume this transformation to be known (which is extremely difficult for a complete model), or compute it with feature matching (which is not accurate enough for integration). In this paper, we propose a new approach which works on range data directly and registers successive views with enough overlapping area to get an accurate transformation between views. This is performed by minimizing a functional which does not require point-to-point matches. We give the details of the registration method and modelling procedure and illustrate them on real range images of complex objects. © 1992.",Article,"Final",Scopus,2-s2.0-44049122968
"Rusu R.B., Blodow N., Beetz M.","Fast Point Feature Histograms (FPFH) for 3D Registration",2009,"Proceedings - IEEE International Conference on Robotics and Automation",1882,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111089218&doi=10.1109%2fROBOT.2009.5152473&partnerID=40&md5=d2055d64075f0ef3e4a96d163d2cc611","In our recent work [1], [2], we proposed Point Feature Histograms (PFH) as robust multi-dimensional features which describe the local geometry around a point p for 3D point cloud datasets. In this paper, we modify their mathematical expressions and perform a rigorous analysis on their robustness and complexity for the problem of 3D registration for overlapping point cloud views. More concretely, we present several optimizations that reduce their computation times drastically by either caching previously computed values or by revising their theoretical formulations. The latter results in a new type of local features, called Fast Point Feature Histograms (FPFH), which retain most of the discriminative power of the PFH. Moreover, we propose an algorithm for the online computation of FPFH features for realtime applications. To validate our results we demonstrate their efficiency for 3D registration and propose a new sample consensus based method for bringing two datasets into the convergence basin of a local non-linear optimizer: SAC-IA (SAmple Consensus Initial Alignment). © 2009 IEEE.",Conference Paper,"Final",Scopus,2-s2.0-85111089218
"Myronenko A., Song X.","Point set registration: Coherent point drifts",2010,"IEEE Transactions on Pattern Analysis and Machine Intelligence",1626,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049528457&doi=10.1109%2fTPAMI.2010.46&partnerID=40&md5=a488a7494ac14cb5be07ea844d6e1d7d","Point set registration is a key component in many computer vision tasks. The goal of point set registration is to assign correspondences between two sets of points and to recover the transformation that maps one point set to the other. Multiple factors, including an unknown nonrigid spatial transformation, large dimensionality of point set, noise, and outliers, make the point set registration a challenging problem. We introduce a probabilistic method, called the Coherent Point Drift (CPD) algorithm, for both rigid and nonrigid point set registration. We consider the alignment of two point sets as a probability density estimation problem. We fit the Gaussian mixture model (GMM) centroids (representing the first point set) to the data (the second point set) by maximizing the likelihood. We force the GMM centroids to move coherently as a group to preserve the topological structure of the point sets. In the rigid case, we impose the coherence constraint by reparameterization of GMM centroid locations with rigid parameters and derive a closed form solution of the maximization step of the EM algorithm in arbitrary dimensions. In the nonrigid case, we impose the coherence constraint by regularizing the displacement field and using the variational calculus to derive the optimal transformation. We also introduce a fast algorithm that reduces the method computation complexity to linear. We test the CPD algorithm for both rigid and nonrigid transformations in the presence of noise, outliers, and missing points, where CPD shows accurate results and outperforms current state-of-the-art methods. © 2010 IEEE.",Article,"Final",Scopus,2-s2.0-78049528457
"Jones D.R., Perttunen C.D., Stuckman B.E.","Lipschitzian optimization without the Lipschitz constant",1993,"Journal of Optimization Theory and Applications",1353,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027678534&doi=10.1007%2fBF00941892&partnerID=40&md5=15ffbf3fd412e5b4baa0b4ac3a0630eb","We present a new algorithm for finding the global minimum of a multivariate function subject to simple bounds. The algorithm is a modification of the standard Lipschitzian approach that eliminates the need to specify a Lipschitz constant. This is done by carrying out simultaneous searches using all possible constants from zero to infinity. On nine standard test functions, the new algorithm converges in fewer function evaluations than most competing methods. The motivation for the new algorithm stems from a different way of looking at the Lipschitz constant. In particular, the Lipschitz constant is viewed as a weighting parameter that indicates how much emphasis to place on global versus local search. In standard Lipschitzian methods, this constant is usually large because it must equal or exceed the maximum rate of change of the objective function. As a result, these methods place a high emphasis on global search and exhibit slow convergence. In contrast, the new algorithm carries out simultaneous searches using all possible constants, and therefore operates at both the global and local level. Once the global part of the algorithm finds the basin of convergence of the optimum, the local part of the algorithm quickly and automatically exploits it. This accounts for the fast convergence of the new algorithm on the test functions. © 1993 Plenum Publishing Corporation.",Article,"Final",Scopus,2-s2.0-0027678534
"Hansen N., Müller S.D., Koumoutsakos P.","Reducing the time complexity of the derandomized evolution strategy with covariance matrix adaptation (CMA-ES)",2003,"Evolutionary Computation",1306,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042879997&doi=10.1162%2f106365603321828970&partnerID=40&md5=d08226fde6ff1c87de8e61187aae1511","This paper presents a novel evolutionary optimization strategy based on the deran-domized evolution strategy with covariance matrix adaptation (CMA-ES). This new approach is intended to reduce the number of generations required for convergence to the optimum. Reducing the number of generations, i.e., the time complexity of the algorithm, is important if a large population size is desired: (1) to reduce the effect of noise; (2) to improve global search properties; and (3) to implement the algorithm on (highly) parallel machines. Our method results in a highly parallel algorithm which scales favorably with large numbers of processors. This is accomplished by efficiently incorporating the available information from a large population, thus significantly reducing the number of generations needed to adapt the covariance matrix. The original version of the CMA-ES was designed to reliably adapt the covariance matrix in small populations but it cannot exploit large populations efficiently. Our modifications scale up the efficiency to population sizes of up to 10n, where n is the problem dimension. This method has been applied to a large number of test problems, demonstrating that in many cases the CMA-ES can be advanced from quadratic to linear time complexity.",Article,"Final",Scopus,2-s2.0-0042879997
"Telea A.","An image inpainting technique based on the fast marching method",2004,"Journal of Graphics Tools",861,,[No abstract available],,"Final",Scopus,2-s2.0-24644514008
