Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
[No author name available],"World population prospects",2019,"World Population Prospects, the 2012 Revision",2148,,[No abstract available],,"Final",Scopus,2-s2.0-85067853981
"Monostori L., Kádár B., Bauernhansl T., Kondoh S., Kumara S., Reinhart G., Sauer O., Schuh G., Sihn W., Ueda K.","Cyber-physical systems in manufacturing",2016,"CIRP Annals",861,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990841502&doi=10.1016%2fj.cirp.2016.06.005&partnerID=40&md5=5f72e61fc476b303ff9cde368f8326d3","One of the most significant advances in the development of computer science, information and communication technologies is represented by the cyber-physical systems (CPS). They are systems of collaborating computational entities which are in intensive connection with the surrounding physical world and its on-going processes, providing and using, at the same time, data-accessing and data-processing services available on the Internet. Cyber-physical production systems (CPPS), relying on the latest, and the foreseeable further developments of computer science, information and communication technologies on one hand, and of manufacturing science and technology, on the other, may lead to the 4th industrial revolution, frequently noted as Industrie 4.0. The paper underlines that there are significant roots in general – and in particular to the CIRP community – which point towards CPPS. Expectations towards research in and implementation of CPS and CPPS are outlined and some case studies are introduced. Related new R&D challenges are highlighted. © 2016 CIRP",Article,"Final",Scopus,2-s2.0-84990841502
"Kritzinger W., Karner M., Traar G., Henjes J., Sihn W.","Digital Twin in manufacturing: A categorical literature review and classification",2018,,533,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052915281&doi=10.1016%2fj.ifacol.2018.08.474&partnerID=40&md5=89a5c6aec62d7a3f4ec83465a36abfa8","The Digital Twin (DT) is commonly known as a key enabler for the digital transformation, however, in literature is no common understanding concerning this term. It is used slightly different over the disparate disciplines. The aim of this paper is to provide a categorical literature review of the DT in manufacturing and to classify existing publication according to their level of integration of the DT. Therefore, it is distinct between Digital Model (DM), Digital Shadow (DS) and Digital Twin. The results are showing, that literature concerning the highest development stage, the DT, is scarce, whilst there is more literature about DM and DS. © 2018",Conference Paper,"Final",Scopus,2-s2.0-85052915281
"Mehta P.K.","Reducing the environmental impact of concrete",2001,"Concrete International",412,,[No abstract available],,"Final",Scopus,2-s2.0-0041604130
"Koren Y.","The Global Manufacturing Revolution: Product-Process-Business Integration and Reconfigurable Systems",2010,"The Global Manufacturing Revolution: Product-Process-Business Integration and Reconfigurable Systems",376,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891584447&doi=10.1002%2f9780470618813&partnerID=40&md5=ed2d7a216fef7d3fcc87b621d497d373","The concrete tools manufacturing enterprises need to thrive in today's global environment. For a manufacturing enterprise to succeed in this current volatile economic environment, a revolution is needed in restructuring its three main components: product design, manufacturing, and business model. The Global Manufacturing Revolution is the first book to focus on these issues. Based on the author's long-standing course work at the University of Michigan, this unique volume proposes new technologies and new business strategies that can increase an enterprise's speed of responsiveness to volatile markets, as well as enhance the integration of its own engineering and business. Introduced here are innovations to the entire manufacturing culture: An original approach to the analysis of manufacturing paradigms. Suggested methods for developing creativity in product design. A quantitative analysis of manufacturing system configurations. A new manufacturing ""reconfigurable"" paradigm, in which the speed of responsiveness is the prime business goal. An original approach to using information technology for workforce empowerment. The book also offers analysis and original models of previous manufacturing paradigms' technical and business dimensions-including mass production and mass customization-in order to fully explain the current revolution in global manufacturing enterprises. In addition, 200 original illustrations and pictures help to clarify the topics. Globalization is creating both opportunities and challenges for companies that manufacture durable goods. The tools, theories, and case studies in this volume will be invaluable to engineers pursuing leadership careers in the manufacturing industry, as well as to leaders of global enterprises and business students who are motivated to lead manufacturing enterprises and ensure their growth. © 2010 John Wiley & Sons, Inc.",Book,"Final",Scopus,2-s2.0-84891584447
"Colledani M., Tolio T., Fischer A., Iung B., Lanza G., Schmitt R., Váncza J.","Design and management of manufacturing systems for production quality",2014,"CIRP Annals - Manufacturing Technology",184,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905925313&doi=10.1016%2fj.cirp.2014.05.002&partnerID=40&md5=647e779281e9749a01028a4ad5f05169","Manufacturing companies are continuously facing the challenge of operating their manufacturing processes and systems in order to deliver the required production rates of high quality products, while minimizing the use of resources. Production quality is proposed in this paper as a new paradigm aiming at going beyond traditional six-sigma approaches. This new paradigm is extremely relevant in technology intensive and emerging strategic manufacturing sectors, such as aeronautics, automotive, energy, medical technology, micro-manufacturing, electronics and mechatronics. Traditional six-sigma techniques show strong limitations in highly changeable production contexts, characterized by small batch productions, customized, or even one-of-a-kind products, and in-line product inspections. Innovative and integrated quality, production logistics and maintenance design, management and control methods as well as advanced technological enablers have a key role to achieve the overall production quality goal. This paper revises problems, methods and tools to support this paradigm and highlights the main challenges and opportunities for manufacturing industries in this context. © 2014 CIRP.",Article,"Final",Scopus,2-s2.0-84905925313
"Hong J., Shen G.Q., Feng Y., Lau W.S.-T., Mao C.","Greenhouse gas emissions during the construction phase of a building: A case study in China",2015,"Journal of Cleaner Production",172,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931571733&doi=10.1016%2fj.jclepro.2014.11.023&partnerID=40&md5=231f83d52f622cb29af2d4eb20237157","Many studies have been conducted on the contributions of the construction industry to greenhouse gas (GHG) emissions. However, these studies focused on the embodied GHG emissions of buildings and were restricted by limited system boundaries due to a lack of detailed on and off-site process data, especially data for assembly and miscellaneous works as well as construction related human activities. This study therefore analyzed GHG emissions during the construction phase of a case study building on the basis of an extended system boundary in the context of China by utilizing detailed onsite process data. The results show that indirect emissions accounted for 97% of all GHG emissions. On-site electricity use and building materials production were the two greatest contributors to direct and indirect emissions respectively. Recombining the construction activities revealed that construction related human activities generated significant GHG emissions (385 tCO2e), which have been ignored in previous research. The findings also reveal that although some materials used during the construction process are negligible in terms of weight, such as polyamide safety nets and aluminum (&lt;0.1%), they have a considerable impact on GHG emissions (2-3%). © 2014 Elsevier Ltd.",Article,"Final",Scopus,2-s2.0-84931571733
"Zhong R.Y., Peng Y., Xue F., Fang J., Zou W., Luo H., Thomas Ng S., Lu W., Shen G.Q.P., Huang G.Q.","Prefabricated construction enabled by the Internet-of-Things",2017,"Automation in Construction",162,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009956057&doi=10.1016%2fj.autcon.2017.01.006&partnerID=40&md5=3d41bbde233873fcf61a5f52c5116500","Prefabricated construction has been used for public rental housing in Hong Kong. In order to speed up housing delivery, Hong Kong Housing Authority (HKHA) have employed advanced technologies, including Building Information Modelling (BIM) and Radio Frequency Identification (RFID), in some of their pilot prefabrication-based construction projects. However, the information obtained from BIM and RFID is not well connected and shared among relevant stakeholders. This paper introduces a multi-dimensional Internet of Things (IoT)-enabled BIM platform (MITBIMP) to achieve real-time visibility and traceability in prefabricated construction. Design considerations of a RFID Gateway Operating System, visibility and traceability tools, Data Source Interoperability Services, and decision support services are specified for developing the MITBIMP. A case study from a real-life construction project in Hong Kong is used as a pilot project to demonstrate advanced decision-making by using cutting-edge concepts and technologies within the MITBIMP to providing a basis for real-time visibility and traceability of the whole processes of prefabrication-based construction. © 2017 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-85009956057
"Sacks R., Eastman C.M., Lee G.","Parametric 3D modeling in building construction with examples from precast concrete",2004,"Automation in Construction",160,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642618587&doi=10.1016%2fS0926-5805%2803%2900043-8&partnerID=40&md5=2d868af6f9439d52847ee238707dc340","Buildings are complex products containing relatively large numbers of distinct parts that are collected in multiple assemblies for different design, analysis and production purposes. Modeling buildings in fully parametric 3D computer-aided design (CAD) systems offers numerous benefits in terms of productivity, the ability to rapidly generate design alternatives at different levels and elimination of errors that result from the disparity between different drawings in current practice. However, full realization of these benefits requires specialized functionality, including top-down modeling, objects with functional behavior, the ability to embed contextual design intent, automation of layout and detailing and appropriate management of similar objects. An effective system must provide such functionality while maintaining adequate response times. The requirements, features and performance have been examined as part of specification of a new 3D parametric CAD platform for the North American Precast Concrete Software Consortium (PCSC). They are described and discussed after a review of solid and parametric modeling, with examples from the domain of precast concrete construction. © 2004 Published by Elsevier B.V.",Article,"Final",Scopus,2-s2.0-1642618587
"Suhendro B.","Toward green concrete for better sustainable environment",2014,"Procedia Engineering",130,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923342608&doi=10.1016%2fj.proeng.2014.12.190&partnerID=40&md5=e2c35b80bec60c96113c057af520e8aa","Eight to 10 percent of the world's total CO2emissions come from manufacturing cement. The global warming gas is released when limestone and clays are crushed and heated to high temperatures. Green concrete is defined as a concrete which uses waste material as at least one of its components, or its production process does not lead to environmental destruction, or it has high performance and life cycle sustainability. Various efforts have been conducted by researchers to arrive at some alternatives that are able to significantly reduce high energy consumed and environmental impacts during fabrication process of cement, including implementing the concept of industrial ecology and green chemistry as well as nanoengineering that study the behavior of the structure and organization of nanoparticles of cement in the mix for achieving higher performance. The cleaner technologies in concrete production, such as substituting relatively high percentage of cement by fly ash (up to 100%), the use of other natural pozzolans, development of concrete with recycling or waste materials, and developing nanoconcrete by integrating CNT's or self sensing CNT's in the concrete mix for higher performance in terms of strength, stiffness, and durability, have b een developed and are addressed in this paper. Several efforts that have been done so far in implementing the concept of green concrete and material development of nanosilica in Indonesia is discussed. Finally, problems in the realization of and potential barriers to green concrete as well as political scenarios that have been adopted by several countries through implementation of various priorities and deregulation in various fields are also discussed. © 2014 Published by Elsevier Ltd.",Conference Paper,"Final",Scopus,2-s2.0-84923342608
