Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Milgram Paul, Kishino Fumio","Taxonomy of mixed reality visual displays",1994,"IEICE Transactions on Information and Systems",2519,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028714294&partnerID=40&md5=7b0df0010da3f438d61f316a4fac8f21","Mixed Reality (MR) visual displays, a particular subset of Virtual Reality (VR) related technologies, involve the merging of real and virtual worlds somewhere along the 'virtuality continuum' which connects completely real environments to completely virtual ones. Augmented Reality (AR), probably the best known of these, refers to all cases in which the display of an otherwise real environment is augmented by means of virtual (computer graphic) objects. The converse case on the virtuality continuum is therefore Augmented Virtuality (AV). Six classes of hybrid MR display environments are identified. However quite different groupings are possible and this demonstrates the need for an efficient taxonomy, or classification framework, according to which essential differences can be identified. An approximately three-dimensional taxonomy is proposed comprising the following dimensions: extent of world knowledge, reproduction fidelity, and extent of presence metaphor.",Article,"Final",Scopus,2-s2.0-0028714294
"Caudell T.P., Mizell D.W.","Augmented reality: An application of heads-up display technology to manual manufacturing processes",1992,"Proceedings of the Hawaii International Conference on System Sciences",707,,[No abstract available],,,Scopus,2-s2.0-0000925553
"Grieves M., Vickers J.","Digital twin: Mitigating unpredictable, undesirable emergent behavior in complex systems",2016,"Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches",549,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006339863&doi=10.1007%2f978-3-319-38756-7_4&partnerID=40&md5=f71116f0b25733bc9554a6f358ddfc0a","Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin. © Springer International Publishing Switzerland 2017.",Book Chapter,"Final",Scopus,2-s2.0-85006339863
"Kritzinger W., Karner M., Traar G., Henjes J., Sihn W.","Digital Twin in manufacturing: A categorical literature review and classification",2018,,533,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052915281&doi=10.1016%2fj.ifacol.2018.08.474&partnerID=40&md5=89a5c6aec62d7a3f4ec83465a36abfa8","The Digital Twin (DT) is commonly known as a key enabler for the digital transformation, however, in literature is no common understanding concerning this term. It is used slightly different over the disparate disciplines. The aim of this paper is to provide a categorical literature review of the DT in manufacturing and to classify existing publication according to their level of integration of the DT. Therefore, it is distinct between Digital Model (DM), Digital Shadow (DS) and Digital Twin. The results are showing, that literature concerning the highest development stage, the DT, is scarce, whilst there is more literature about DM and DS. © 2018",Conference Paper,"Final",Scopus,2-s2.0-85052915281
"Glaessgen E.H., Stargel D.S.","The digital twin paradigm for future NASA and U.S. air force vehicles",2012,"53rd AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics and Materials Conference 2012",446,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881388851&partnerID=40&md5=76921d9a4627f52dfccb21e0f7a9d767","Future generations of NASA and U.S. Air Force vehicles will require lighter mass while being subjected to higher loads and more extreme service conditions over longer time periods than the present generation. Current approaches for certification, fleet management and sustainment are largely based on statistical distributions of material properties, heuristic design philosophies, physical testing and assumed similitude between testing and operational conditions and will likely be unable to address these extreme requirements. To address the shortcomings of conventional approaches, a fundamental paradigm shift is needed. This paradigm shift, the Digital Twin, integrates ultra-high fidelity simulation with the vehicle's on-board integrated vehicle health management system, maintenance history and all available historical and fleet data to mirror the life of its flying twin and enable unprecedented levels of safety and reliability.",Conference Paper,"Final",Scopus,2-s2.0-84881388851
"Cearley D.W., Walker M.J., Burke B.","Top 10 Strategic Technology Trends for 2017: A Gartner Trend Insight Report",2016,"Top 10 Strategic Technology Trends for 2017: A Gartner Trend Insight Report",388,,[No abstract available],,"Final",Scopus,2-s2.0-84983461822
"Motawa I., Almarshad A.","A knowledge-based BIM system for building maintenance",2013,"Automation in Construction",216,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868232967&doi=10.1016%2fj.autcon.2012.09.008&partnerID=40&md5=2716e08c7e06b8aee309799b48eb882f","Decisions for building maintenance require integration of various types of information and knowledge created by different members of construction teams such as: maintenance records, work orders, causes and knock-on effects of failures, etc. Failing to capture and use this information/knowledge results in significant costs due to ineffective decisions. Majority of the current building maintenance systems mainly focus on capturing either information or knowledge. This research aims to develop an integrated system to capture information and knowledge of building maintenance operations when/after maintenance is carried out to understand how a building is deteriorating and to support preventive/corrective maintenance decisions. To develop the system, a number of case studies were investigated and interviews were conducted with professionals from different building maintenance departments in public organisations. This methodology helped identify the building maintenance process and the opportunities for knowledge capture and exchange. A taxonomy for building maintenance was then identified which enabled a formal approach for knowledge capture. The proposed system utilises the functions of information modelling techniques and knowledge systems to facilitate full retrieval of information and knowledge for maintenance work. The system consists of two modules; BIM module to capture relevant information and Case-Based Reasoning (CBR) module to capture knowledge. The system can help maintenance teams learn from previous experience and trace the full history of a building element and all affected elements by previous maintenance operations. It is concluded that the integrated knowledge-based BIM systems can provide advanced useful functions for construction operations. On the other hand, incorporating Knowledge Management principles embedded in CBR systems with Information Management principles embedded in BIM systems is a way forward for the transformation from 'Building Information Modelling' to 'Building Knowledge Modelling'. © 2012 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-84868232967
"Bodkhe U., Tanwar S., Parekh K., Khanpara P., Tyagi S., Kumar N., Alazab M.","Blockchain for Industry 4.0: A comprehensive review",2020,"IEEE Access",99,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084927004&doi=10.1109%2fACCESS.2020.2988579&partnerID=40&md5=dda5162a9e87bf599a1a961af452d010","Due to the proliferation of ICT during the last few decades, there is an exponential increase in the usage of various smart applications such as smart farming, smart healthcare, supply-chain logistics, business, tourism and hospitality, energy management etc. However, for all the aforementioned applications, security and privacy are major concerns keeping in view of the usage of the open channel, i.e., Internet for data transfer. Although many security solutions and standards have been proposed over the years to enhance the security levels of aforementioned smart applications, but the existing solutions are either based upon the centralized architecture (having single point of failure) or having high computation and communication costs. Moreover, most of the existing security solutions have focussed only on few aspects and fail to address scalability, robustness, data storage, network latency, auditability, immutability, and traceability. To handle the aforementioned issues, blockchain technology can be one of the solutions. Motivated from these facts, in this paper, we present a systematic review of various blockchain-based solutions and their applicability in various Industry 4.0-based applications. Our contributions in this paper are in four fold. Firstly, we explored the current state-of-the-art solutions in the blockchain technology for the smart applications. Then, we illustrated the reference architecture used for the blockchain applicability in various Industry 4.0 applications. Then, merits and demerits of the traditional security solutions are also discussed in comparison to their countermeasures. Finally, we provided a comparison of existing blockchain-based security solutions using various parameters to provide deep insights to the readers about its applicability in various applications. © 2013 IEEE.",Article,"Final",Scopus,2-s2.0-85084927004
"Mourtzis D., Zogopoulos V., Vlachou E.","Augmented Reality Application to Support Remote Maintenance as a Service in the Robotics Industry",2017,"Procedia CIRP",87,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028635691&doi=10.1016%2fj.procir.2017.03.154&partnerID=40&md5=55b304c80a9640b839526a038a6bc4ee","Maintenance of manufactured products is among the most common services in industry and its cost often exceed 30% of the operating costs. Modern manufacturing companies are shifting their focus from products to combined ecosystem of Products- Service Systems (PSS). Towards that end, the main objective of this work is to develop a cloud-based service-oriented system that implements AR technology for remote maintenance by enabling cooperation between the on- spot technician and the manufacturer. The proposed system includes the methods for the record of the malfunction by the end user, the actions required by the expert so as to provide instructions in an Augmented Reality application for maintenance, as well as the cloud- based platform that will allow their communication and the exchange of information. In addition to the above, the proposed system consists of smart assembly/disassembly algorithms for automated generation of assembly sequences and AR scenes and improved interface, aiming to maximize existing knowledge usage while creating vivid AR service instructions. The proposed system is validated in a real-life case study following the requirements of a robotics SME. © 2017 The Authors. Published by Elsevier.",Conference Paper,"Final",Scopus,2-s2.0-85028635691
"Khajavi S.H., Motlagh N.H., Jaribion A., Werner L.C., Holmstrom J.","Digital Twin: Vision, benefits, boundaries, and creation for buildings",2019,"IEEE Access",76,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077738936&doi=10.1109%2fACCESS.2019.2946515&partnerID=40&md5=a69e0011a75fe6a60823f59b9a66bba6","The concept of a digital twin has been used in some industries where an accurate digital model of the equipment can be used for predictive maintenance. The use of a digital twin for performance is critical, and for capital-intensive equipment such as jet engines it proved to be successful in terms of cost savings and reliability improvements. In this paper, we aim to study the expansion of the digital twin in including building life cycle management and explore the benefits and shortcomings of such implementation. In four rounds of experimentation, more than 25,000 sensor reading instances were collected, analyzed, and utilized to create and test a limited digital twin of an office building facade element. This is performed to point out the method of implementation, highlight the benefits gained from digital twin, and to uncover some of the technical shortcomings of the current Internet of Things systems for this purpose. © 2013 IEEE.",Article,"Final",Scopus,2-s2.0-85077738936
