Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Stark J.",[No title available],2005,"Product Lifecycle Management - 21st Century Paradigm for Product Realisation",714,,[No abstract available],,"Final",Scopus,2-s2.0-33744808421
"Kritzinger W., Karner M., Traar G., Henjes J., Sihn W.","Digital Twin in manufacturing: A categorical literature review and classification",2018,,533,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052915281&doi=10.1016%2fj.ifacol.2018.08.474&partnerID=40&md5=89a5c6aec62d7a3f4ec83465a36abfa8","The Digital Twin (DT) is commonly known as a key enabler for the digital transformation, however, in literature is no common understanding concerning this term. It is used slightly different over the disparate disciplines. The aim of this paper is to provide a categorical literature review of the DT in manufacturing and to classify existing publication according to their level of integration of the DT. Therefore, it is distinct between Digital Model (DM), Digital Shadow (DS) and Digital Twin. The results are showing, that literature concerning the highest development stage, the DT, is scarce, whilst there is more literature about DM and DS. © 2018",Conference Paper,"Final",Scopus,2-s2.0-85052915281
"Negri E., Fumagalli L., Macchi M.","A Review of the Roles of Digital Twin in CPS-based Production Systems",2017,"Procedia Manufacturing",520,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029833606&doi=10.1016%2fj.promfg.2017.07.198&partnerID=40&md5=8050bdfad87d2c836e7157bd0070c227","The Digital Twin (DT) is one of the main concepts associated to the Industry 4.0 wave. This term is more and more used in industry and research initiatives; however, the scientific literature does not provide a unique definition of this concept. The paper aims at analyzing the definitions of the DT concept in scientific literature, retracing it from the initial conceptualization in the aerospace field, to the most recent interpretations in the manufacturing domain and more specifically in Industry 4.0 and smart manufacturing research. DT provides virtual representations of systems along their lifecycle. Optimizations and decisions making would then rely on the same data that are updated in real-time with the physical system, through synchronization enabled by sensors. The paper also proposes the definition of DT for Industry 4.0 manufacturing, elaborated by the European H2020 project MAYA, as a contribution to the research discussion about DT concept. © 2017 The Authors",Article,"Final",Scopus,2-s2.0-85029833606
"Grieves M., Vickers J.","Digital twin: mitigating unpredictable, undesirable emergent behavior in complex systems",2017,"Transdisciplinary Perspectives on Complex Systems",205,,[No abstract available],,"Final",Scopus,2-s2.0-85016450943
"Wang X., Truijens M., Hou L., Wang Y., Zhou Y.","Integrating Augmented Reality with Building Information Modeling: Onsite construction process controlling for liquefied natural gas industry",2014,"Automation in Construction",145,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894209434&doi=10.1016%2fj.autcon.2013.12.003&partnerID=40&md5=8ad30fcb5904b5d7704af3a3303af358","The extent of effectiveness of real-time communication within BIM environment is somehow restrained due to the limited sense of immersion into virtual environments. The objective of this paper highlights the need for a structured methodology of fully integrating Augmented Reality (AR) technology in BIM. Based on the generic review of BIM in construction, this paper forms the rationales for the onsite information system for construction site activities, and then formulates the methods of configuring BIM + AR prototypes. It is demonstrated that, extended to the site via the ""hand"" of AR, the BIM solution can address more real problems, such as low productivity in retrieving information, tendency of committing error in assembly, and low efficiency of communication and problem solving. © 2013 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-84894209434
"Azrin N.H.","A strategy for applied research: Learning based but outcome oriented",1977,"American Psychologist",105,,[No abstract available],,"Final",Scopus,2-s2.0-0000088170
"Mól A.C.A., Jorge C.A.F., Couto P.M.","Using a game engine for VR simulations in evacuation planning",2008,"IEEE Computer Graphics and Applications",54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44049088025&doi=10.1109%2fMCG.2008.61&partnerID=40&md5=64955c0e920d4887dc3e8c1f28757c2e","A game engine is applied to virtual simulations of emergency evacuation from a modeled building of Brazil's Nuclear Engineering Institute (IEN). Researchers tested evacuation scenarios to compare the virtual simulations to real simulations using real people in the real building. The results compared favorably and provide a basis for further experiments to improve user interfaces and avatar autonomy. © 2008 IEEE.",Article,"Final",Scopus,2-s2.0-44049088025
"Canedo A.","Industrial IoT lifecycle via digital twins",2016,"2016 International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2016",52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006877926&doi=10.1145%2f2968456.2974007&partnerID=40&md5=fc2fdee49fea3ed1bcc3a2f82aa3fcf9","Currently, the IoT discussion is focused primarily on the operational phase. This includes how a IoT device behaves, operates, communicates, and interacts with other IoT devices during operation. However, IoT devices and systems have other lifecycle phases before and after operation. This extended abstract provides an overview of how other IoT lifecycle phases (e.g., design and service) can be improved with information feedback and feedforward flows between them. Digital Twins are a new mechanism to manage IoT devices and IoT systems-of-systems throughout their lifecycle. We present our vision on the industrial IoT lifecycle managed and optimized at scale via Digital Twins. © 2016 ACM.",Conference Paper,"Final",Scopus,2-s2.0-85006877926
"Jasperneite J.","Was hinter Begriffen wie Industrie 4.0 steckt",2012,"Computer & Automation",37,,[No abstract available],,"Final",Scopus,2-s2.0-84886683637
"Blaser S., Cavegn S., Nebiker S.","DEVELOPMENT of A PORTABLE HIGH PERFORMANCE MOBILE MAPPING SYSTEM USING the ROBOT OPERATING SYSTEM",2018,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048394719&doi=10.5194%2fisprs-annals-IV-1-13-2018&partnerID=40&md5=9367c8f3afb64e3e9d5310fbdbbb7750","The rapid progression in digitalization in the construction industry and in facility management creates an enormous demand for the efficient and accurate reality capturing of indoor spaces. Cloud-based services based on georeferenced metric 3D imagery are already extensively used for infrastructure management in outdoor environments. The goal of our research is to enable such services for indoor applications as well. For this purpose, we designed a portable mobile mapping research platform with a strong focus on acquiring accurate 3D imagery. Our system consists of a multi-head panorama camera in combination with two multi-profile LiDAR scanners and a MEMS-based industrial grade IMU for LiDAR-based online and offline SLAM. Our modular implementation based on the Robot Operating System enables rapid adaptations of the sensor configuration and the acquisition software. The developed workflow provides for completely GNSS-independent data acquisition and camera pose estimation using LiDAR-based SLAM. Furthermore, we apply a novel image-based georeferencing approach for further improving camera poses. First performance evaluations show an improvement from LiDAR-based SLAM to image-based georeferencing by an order of magnitude: from 10-13 cm to 1.3-1.8 cm in absolute 3D point accuracy and from 8-12 cm to sub-centimeter in relative 3D point accuracy. © Authors 2018.",Conference Paper,"Final",Scopus,2-s2.0-85048394719
