Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Tobergte D.R., Curtis S.","Institutional determinants of university spin-off quantity and quality: Longitudinal, multilevel evidence from Italy, Norway and the UK",2013,"J. Chem. Inf. Model.",1721,,[No abstract available],,"Final",Scopus,2-s2.0-84995878228
"De Wilde P.","The gap between predicted and measured energy performance of buildings: A framework for investigation",2014,"Automation in Construction",586,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897695918&doi=10.1016%2fj.autcon.2014.02.009&partnerID=40&md5=45f56dea0234c4ef77f47be1c2aeedca","There often is a significant difference between predicted (computed) energy performance of buildings and actual measured energy use once buildings are operational. This article reviews literature on this 'performance gap'. It discerns three main types of gap: (1) between first-principle predictions and measurements, (2) between machine learning and measurements, and (3) between predictions and display certificates in legislation. It presents a pilot study that attempts an initial probabilistic probe into the performance gap. Findings from this pilot study are used to identify a number of key issues that need to be addressed within future investigations of the performance gap in general, especially the fact that the performance gap is a function of time and external conditions. The paper concludes that the performance gap can only be bridged by a broad, coordinated approach that combines model validation and verification, improved data collection for predictions, better forecasting, and change of industry practice. © 2014 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-84897695918
"Grieves M., Vickers J.","Digital twin: Mitigating unpredictable, undesirable emergent behavior in complex systems",2016,"Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches",549,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006339863&doi=10.1007%2f978-3-319-38756-7_4&partnerID=40&md5=f71116f0b25733bc9554a6f358ddfc0a","Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin. © Springer International Publishing Switzerland 2017.",Book Chapter,"Final",Scopus,2-s2.0-85006339863
"Qi Q., Tao F.","Digital Twin and Big Data Towards Smart Manufacturing and Industry 4.0: 360 Degree Comparison",2018,"IEEE Access",488,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041173790&doi=10.1109%2fACCESS.2018.2793265&partnerID=40&md5=421f931c692160832c81d6535ddfea0a","With the advances in new-generation information technologies, especially big data and digital twin, smart manufacturing is becoming the focus of global manufacturing transformation and upgrading. Intelligence comes from data. Integrated analysis for the manufacturing big data is beneficial to all aspects of manufacturing. Besides, the digital twin paves a way for the cyber-physical integration of manufacturing, which is an important bottleneck to achieve smart manufacturing. In this paper, the big data and digital twin in manufacturing are reviewed, including their concept as well as their applications in product design, production planning, manufacturing, and predictive maintenance. On this basis, the similarities and differences between big data and digital twin are compared from the general and data perspectives. Since the big data and digital twin can be complementary, how they can be integrated to promote smart manufacturing are discussed. © 2013 IEEE.",Article,"Final",Scopus,2-s2.0-85041173790
"Tao F., Zhang H., Liu A., Nee A.Y.C.","Digital Twin in Industry: State-of-the-Art",2019,"IEEE Transactions on Industrial Informatics",484,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054374767&doi=10.1109%2fTII.2018.2873186&partnerID=40&md5=2fd1fcedbc08dff8d43df76d7de1d53f","Digital twin (DT) is one of the most promising enabling technologies for realizing smart manufacturing and Industry 4.0. DTs are characterized by the seamless integration between the cyber and physical spaces. The importance of DTs is increasingly recognized by both academia and industry. It has been almost 15 years since the concept of the DT was initially proposed. To date, many DT applications have been successfully implemented in different industries, including product design, production, prognostics and health management, and some other fields. However, at present, no paper has focused on the review of DT applications in industry. In an effort to understand the development and application of DTs in industry, this paper thoroughly reviews the state-of-the-art of the DT research concerning the key components of DTs, the current development of DTs, and the major DT applications in industry. This paper also outlines the current challenges and some possible directions for future work. © 2005-2012 IEEE.",Article,"Final",Scopus,2-s2.0-85054374767
"Glaessgen E.H., Stargel D.S.","The digital twin paradigm for future NASA and U.S. air force vehicles",2012,"53rd AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics and Materials Conference 2012",446,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881388851&partnerID=40&md5=76921d9a4627f52dfccb21e0f7a9d767","Future generations of NASA and U.S. Air Force vehicles will require lighter mass while being subjected to higher loads and more extreme service conditions over longer time periods than the present generation. Current approaches for certification, fleet management and sustainment are largely based on statistical distributions of material properties, heuristic design philosophies, physical testing and assumed similitude between testing and operational conditions and will likely be unable to address these extreme requirements. To address the shortcomings of conventional approaches, a fundamental paradigm shift is needed. This paradigm shift, the Digital Twin, integrates ultra-high fidelity simulation with the vehicle's on-board integrated vehicle health management system, maintenance history and all available historical and fleet data to mirror the life of its flying twin and enable unprecedented levels of safety and reliability.",Conference Paper,"Final",Scopus,2-s2.0-84881388851
"Preiser W.F.E., Rabinowitz H.Z., White E.T.",[No title available],1988,"Post-Occupancy Evaluation",363,,[No abstract available],,"Final",Scopus,2-s2.0-0004216526
"Grieves M.",[No title available],2006,"Product Lifecycle Management: Driving the Next Generation of Lean Thinking",298,,[No abstract available],,"Final",Scopus,2-s2.0-43149121274
"Shafto M., Conroy M., Doyle R., Glaessgen E., Kemp C., LeMoigne J., Wang L.","Draft modeling, simulation, information technology & processing roadmap",2010,"Technology Area",245,,[No abstract available],,"Final",Scopus,2-s2.0-84885413599
"Li N., Calis G., Becerik-Gerber B.","Measuring and monitoring occupancy with an RFID based system for demand-driven HVAC operations",2012,"Automation in Construction",218,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860313651&doi=10.1016%2fj.autcon.2012.02.013&partnerID=40&md5=ddf2aadbb95228a3a8e97d4e78bea888","Building energy management and the necessity to reduce overall energy consumption is becoming an increasingly important topic. Especially in dynamic environments, where the setting and occupancy keep changing, knowing occupancy information, including the number and identities of the occupants and where they are located, can be beneficial in energy management as well as other application areas including safety, security and emergency response. In particular, occupancy information has a direct impact on various aspects of heating, ventilation, and air conditioning (HVAC) systems, such as heat loads, system running time, required heating, cooling and distribution of conditioned air, and preferred temperature set points. Energy-saving strategies can be carried out in response to real-time occupancy changes. In this paper, an RFID based occupancy detection system is proposed to support demand-driven HVAC operations by detecting and tracking multiple stationary and mobile occupants in multiple spaces simultaneously. The proposed system estimates the thermal zone where each occupant is located, and reports the number of occupants for each thermal zone in real time. The field tests yielded an average zone level detection accuracy of 88% for stationary occupants and 62% for mobile occupants. For scattering analysis, averages distances to corresponding centroids were 1.45 m and 3.24 m for stationary and mobile occupants, respectively. In order to explore the benefits of demand-driven HVAC operations, current HVAC work procedures are examined, major energy consumers in HVAC systems are identified and quantified, and energy-saving strategies are presented. This study aims to support reducing the consumption of the HVAC systems by integration of the occupancy detection system and the demand-driven HVAC operation strategies. © 2012 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-84860313651
"Preiser W.F.E.","Post-occupancy evaluation: How to make buildings work better",1995,"Facilities",210,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-9144261246&doi=10.1108%2f02632779510097787&partnerID=40&md5=6ef2d45026272a87232189b02fc49afd","Post-occupancy evaluation (POE) is a diagnostic tool and system which allows facility managers to identify and evaluate critical aspects of building performance systematically. This system has been applied to identify problem areas in existing buildings, to test new building prototypes and to develop design guidance and criteria for future facilities. Outlines the numerous benefits of POE, including better space utilization, as well as cost and time savings. Describes a conceptual framework and evaluation data-gathering techniques. Presents examples of the outcomes of a case study POE on a medical facility. Highlights the primary effect of a POE database development project on FM software and summarizes the outcomes of an IFMA Pilot Survey on Academic Facility Performance Feedback. © 1995, MCB UP Limited",Article,"Final",Scopus,2-s2.0-9144261246
"Yan D., Hong T., Dong B., Mahdavi A., D'Oca S., Gaetani I., Feng X.","IEA EBC Annex 66: Definition and simulation of occupant behavior in buildings",2017,"Energy and Buildings",199,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030723429&doi=10.1016%2fj.enbuild.2017.09.084&partnerID=40&md5=00cc7c4b1482297f6f9642fbf4ef979c","More than 30% of the total primary energy in the world is consumed in buildings. It is crucial to reduce building energy consumption in order to preserve energy resources and mitigate global climate change. Building performance simulations have been widely used for the estimation and optimization of building performance, providing reference values for the assessment of building energy consumption and the effects of energy-saving technologies. Among the various factors influencing building energy consumption, occupant behavior has drawn increasing attention. Occupant behavior includes occupant presence, movement, and interaction with building energy devices and systems. However, there are gaps in occupant behavior modeling as different energy modelers have employed varied data and tools to simulate occupant behavior, therefore producing different and incomparable results. Aiming to address these gaps, the International Energy Agency (IEA) Energy in Buildings and Community (EBC) Programme Annex 66 has established a scientific methodological framework for occupant behavior research, including data collection, behavior model representation, modeling and evaluation approaches, and the integration of behavior modeling tools with building performance simulation programs. Annex 66 also includes case studies and application guidelines to assist in building design, operation, and policymaking, using interdisciplinary approaches to reduce energy use in buildings and improve occupant comfort and productivity. This paper highlights the key research issues, methods, and outcomes pertaining to Annex 66, and offers perspectives on future research needs to integrate occupant behavior with the building life cycle. © 2017 Elsevier B.V.",Article,"Final",Scopus,2-s2.0-85030723429
