Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Denavit J., Hartenberg R.S.","A kinematic notation for lower-pair mechanisms based on matrices",1955,"Journal of Applied Mechanics",3049,,[No abstract available],,,Scopus,2-s2.0-0000489836
"Eastman C.M., Teicholz P., Sacks R., Liston K.",[No title available],2008,"BIM Handbook: A Guide to Building Information Modeling for Owners, Managers, Architects, Engineers, Contractors, and Fabricators",3033,,[No abstract available],,"Final",Scopus,2-s2.0-38649094993
"Penrose R.","A generalized inverse for matrices",1955,"Mathematical Proceedings of the Cambridge Philosophical Society",2537,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947145047&doi=10.1017%2fS0305004100030401&partnerID=40&md5=372ca7631b4522136ca565146d8e839e",[No abstract available],Article,"Final",Scopus,2-s2.0-84947145047
"Tsai L.W.","Robot analysis: The mechanics of serial and parallel manipulators",1999,"Robot Analysis: The Mechanics of Serial and Parallel Manipulators",1769,,[No abstract available],,,Scopus,2-s2.0-0003408121
"Dennis J.E., Moré J.J.","Quasi-Newton methods, motivation and theory",1977,"SIAM Rev.",964,,[No abstract available],,,Scopus,2-s2.0-0002663672
"Tang P., Huber D., Akinci B., Lipman R., Lytle A.","Automatic reconstruction of as-built building information models from laser-scanned point clouds: A review of related techniques",2010,"Automation in Construction",687,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956619234&doi=10.1016%2fj.autcon.2010.06.007&partnerID=40&md5=02fe8aaef91b458c0d2a1682bce87b22","Building information models (BIMs) are maturing as a new paradigm for storing and exchanging knowledge about a facility. BIMs constructed from a CAD model do not generally capture details of a facility as it was actually built. Laser scanners can be used to capture dense 3D measurements of a facility's as-built condition and the resulting point cloud can be manually processed to create an as-built BIM-a time-consuming, subjective, and error-prone process that could benefit significantly from automation. This article surveys techniques developed in civil engineering and computer science that can be utilized to automate the process of creating as-built BIMs. We sub-divide the overall process into three core operations: geometric modeling, object recognition, and object relationship modeling. We survey the state-of-the-art methods for each operation and discuss their potential application to automated as-built BIM creation. We also outline the main methods used by these algorithms for representing knowledge about shape, identity, and relationships. In addition, we formalize the possible variations of the overall as-built BIM creation problem and outline performance evaluation measures for comparing as-built BIM creation algorithms and tracking progress of the field. Finally, we identify and discuss technology gaps that need to be addressed in future research. © 2010 Elsevier B.V.",Review,"Final",Scopus,2-s2.0-77956619234
"Broyden C.G.","Quasi-Newton methods and their application to function minimization",1967,"Math. Comput.",428,,[No abstract available],,"Final",Scopus,2-s2.0-0001345577
"Azhar S., Khalfan M., Maqsood T.","Building information modeling (BIM): Now and beyond",2012,"Australasian Journal of Construction Economics and Building",341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870925948&doi=10.5130%2fajceb.v12i4.3032&partnerID=40&md5=fca490ab7d64d32cb169b8a71262816e","Building Information Modeling (BIM), also called n-D Modeling or Virtual Prototyping Technology, is a revolutionary development that is quickly reshaping the Architecture- Engineering-Construction (AEC) industry. BIM is both a technology and a process. The technology component of BIM helps project stakeholders to visualize what is to be built in a simulated environment to identify any potential design, construction or operational issues. The process component enables close collaboration and encourages integration of the roles of all stakeholders on a project. The paper presents an overview of BIM with focus on its core concepts, applications in the project life cycle and benefits for project stakeholders with the help of case studies. The paper also elaborates risks and barriers to BIM implementation and future trends.",Article,"Final",Scopus,2-s2.0-84870925948
"Gibb A.G.F.",[No title available],1999,"Off-site Fabrication: Prefabrication, Pre-assembly and Modularisation",260,,[No abstract available],,"Final",Scopus,2-s2.0-9144266533
"Golparvar-Fard M., Bohn J., Teizer J., Savarese S., Peña-Mora F.","Evaluation of image-based modeling and laser scanning accuracy for emerging automated performance monitoring techniques",2011,"Automation in Construction",247,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053650754&doi=10.1016%2fj.autcon.2011.04.016&partnerID=40&md5=58244f8f410077f0289c640af998da38","Accurate and rapid assessment of the as-built status on any construction site provides the opportunity to understand the current performance of a project easily and quickly. Rapid project assessment further identifies discrepancies between the as-built and as-planned progress, and facilitates decision making on the necessary remedial actions. Currently, manual visual observations and surveying are the most dominant data capturing techniques but they are time-consuming, error-prone, and infrequent, making quick and reliable decision-making difficult. Therefore, research on new approaches that allow automatic recognition of as-built performance and visualization of construction progress is essential. This paper presents and compares two methods for obtaining point cloud models for detection and visualization of as-built status for construction projects: (1) A new method of automated image-based reconstruction and modeling of the as-built project status using unordered daily construction photo collections through analysis of Structure from Motion (SfM); (2) 3D laser scanning and analysis of the as-built dense point cloud models. These approaches provide robust means for recognition of progress, productivity, and quality on a construction site. In this paper, an overview of the newly developed automated image-based reconstruction approach and exclusive features which distinct it from other image-based or conventional photogrammetric techniques is presented. Subsequently the terrestrial laser scanning approach carried out for reconstruction and comparison of as-built scenes is presented. Finally the accuracy and usability of both of these techniques for metric reconstruction, automated production of point cloud models, 3D CAD shape modeling, and as-built visualizations is evaluated and compared on eight different case studies. It is shown that for precise defect detection or alignment tasks, image-based point cloud models may not be as accurate and dense as laser scanners' point cloud models. Nonetheless image-based point cloud models provide an opportunity to extract as-built semantic information (i.e., progress, productivity, quality and safety) through the content of the images, are easy to use, and do not need add burden on the project management teams by requiring expertise for data collection or analysis. Finally image-based reconstruction automatically provides photo alignment with point cloud models and enables image-based renderings which can remarkably impact automated performance monitoring and as-built visualizations. © 2011 Elsevier B.V. All rights reserved.",Article,"Final",Scopus,2-s2.0-80053650754
"Pətrəucean V., Armeni I., Nahangi M., Yeung J., Brilakis I., Haas C.","State of research in automatic as-built modelling",2015,"Advanced Engineering Informatics",222,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937515039&doi=10.1016%2fj.aei.2015.01.001&partnerID=40&md5=96e6b0f83ff79ae9cc701178846dbec8","Building Information Models (BIMs) are becoming the official standard in the construction industry for encoding, reusing, and exchanging information about structural assets. Automatically generating such representations for existing assets stirs up the interest of various industrial, academic, and governmental parties, as it is expected to have a high economic impact. The purpose of this paper is to provide a general overview of the as-built modelling process, with focus on the geometric modelling side. Relevant works from the Computer Vision, Geometry Processing, and Civil Engineering communities are presented and compared in terms of their potential to lead to automatic as-built modelling. © 2015 Elsevier Ltd. All rights reserved.",Article,"Final",Scopus,2-s2.0-84937515039
"Abourizk S.","Role of simulation in construction engineering and management",2010,"Journal of Construction Engineering and Management",215,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956838319&doi=10.1061%2f%28ASCE%29CO.1943-7862.0000220&partnerID=40&md5=c4753b0052ea5daf0f3442c9f88ad6c4","Construction simulation is the science of developing and experimenting with computer-based representations of construction systems to understand their underlying behavior. This branch of operations research applications in construction management has experienced significant academic growth over the past two decades. In this paper, the author summarizes his views on this topic as per his Peurifoy address, given in October 2008. The paper provides an overview of advancements in construction simulation theory as reported in literature. It then summarizes the key factors that contribute to successful deployment of simulation in the construction industry, and the key attributes of problems that make them more amenable for simulation modeling as opposed to other tools. The paper then provides an overview of long-term simulation initiatives leading to the next generation of computer modeling systems for construction, where simulation plays an integral role in a futuristic vision of automated project planning and control. © 2010 ASCE.",Article,"Final",Scopus,2-s2.0-77956838319
